# dy_Z_bjet1-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-1bjet
              0      1277.2727       6.089867      1100.4408      5.4720389      1562.6812      14.088955
            0.4      1124.2368      4.9077204      966.16528      4.3551534      1390.0883       10.92746
              1      804.26778      4.4098869      686.07862      3.9655081      992.25712      7.6428189
            1.6      480.34206      3.2045578      404.41275      2.8060409      610.04682      5.9677848
            2.3      191.79396      1.5460918      159.27555      1.3517375      240.72356       2.528604
            3.4      27.724365     0.63829492      22.512557     0.53893912      35.108437     0.82092704
            4.6      27.724365     0.63829492      22.512557     0.53893912      35.108437     0.82092704
