# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ250
              0      648.36486      4.8119195      485.04524      3.5853063      3035.5198      50.711826
              1      2376.1145      9.2932074      1811.6391      7.0891006      10120.234      66.057813
              2      2815.5619      10.128096      2261.6013      8.2380085      6196.3857      34.593881
              3      2785.7492      9.7301962      2292.7297      8.1236916      4533.5375      20.203198
              4      2612.4975       9.052287      2179.8924      7.7494892      3706.1551      14.601407
              5      2426.6376      8.7366896      2040.8773      7.5777126      3225.3755      12.330929
              6      2215.2688      8.0046991      1871.9846      6.9674316      2836.4125      10.657707
              7      2060.5879      7.2566514      1747.9533      6.3884967      2570.1192      9.1399486
              8      1907.7163      7.1176319      1622.0324      6.2865617      2341.4536      8.8590091
              9      1757.3965      6.4065305      1496.7008      5.6623132      2135.6572      7.7424355
             10       1642.634      6.0674002      1401.1108      5.3970898      1981.3213       7.170186
             11      1539.0011      5.8330164      1313.7579      5.2007002      1846.2225      6.8713221
             12      1435.7235      5.5199417      1226.1078      4.9376202      1714.5804       6.426776
             13       1354.198      5.5614977      1158.2882       4.999454      1605.4961      6.3563586
             14      1275.1363      5.4846273       1092.209      4.9729357      1509.2552      6.2202825
             15      1207.6127      5.0054335      1034.7978      4.5040215      1424.6396      5.6879391
             16       1139.003      4.8098085      975.46585      4.3302633       1342.775      5.4261118
             17      1077.8141      4.4357915      922.78287      4.0026685      1270.1494      4.9703318
             18      1020.5274      4.3387487      873.48685      3.9040498      1201.8005       4.910985
             19      964.15478      4.3037063      825.53799       3.906862       1133.284      4.8012193
             20      908.81043      3.9351922      776.62176      3.5444516      1070.3016      4.4354598
             21      851.17618      3.7275206      725.33527      3.3482393      1005.0219      4.2382715
             22      806.87742      3.7946722      687.64527      3.4194932       951.9421      4.2634035
             23      757.11295      3.5183245      643.31579      3.1929331      897.02208       3.883646
             24      709.55622      3.3357983      601.18183        3.01168      844.10085      3.7282152
             25      666.99056      3.1713942      563.87679      2.8217389      795.09376      3.6316573
             26      633.28718      3.1541619      534.17427      2.8218058      756.78008      3.5552226
             27      589.55484       2.910997      495.61166      2.6050109      707.58821      3.3139559
             28      559.06226      2.9009002      468.53296      2.5894696      673.12117      3.3253931
             29      531.33558      2.8882511      444.56192      2.5968757      640.32386      3.2481703
             30      499.61041      2.4410464      416.62433      2.1372812      604.88464      2.8766674
             31      475.07662      2.4533395       395.3304      2.1863519      577.04987      2.8048761
             32      450.91691      2.3283591      374.37934      2.0812948      548.91054      2.6426289
             33      426.76559      2.5322642      353.19568      2.2182802      522.10282      2.9845739
             34       409.2445      2.4197414      338.44318       2.149249      500.42486      2.7835381
             35      388.78824      2.1011797      320.68771      1.8687342      477.00835      2.4029465
             36      366.60771      1.8839601      301.31323      1.6064272      451.59642      2.2925612
             37      350.28808      1.8568531      287.48525      1.6331474      432.09914      2.1578834
             38      334.56522      1.7177196      274.41205      1.4914109      412.98764      2.0563793
             39      322.11106       1.848929      263.81204      1.6682716      398.14179      2.0968969
             40      306.47862      1.7405313      250.46131      1.5183732      379.86051      2.0498133
             41      294.61484      1.8377942      240.25266      1.6151038      365.98623      2.1346956
             42      280.43065      1.6797659      228.47358      1.5175904      348.68486      1.8975623
             43      269.09541      1.5570045      218.90652      1.3553019      335.09162       1.844615
             44      256.91616      1.3438397      208.53378      1.1450046      320.77506      1.6465453
             45      248.95432      1.4086746      201.75016      1.2097729      311.64924      1.7034624
             46      236.24782      1.2721419      191.27231      1.0759218      295.91715      1.5680657
             47      227.44498      1.2467416      184.18123      1.0727124      284.77725      1.5166094
             48      219.07118      1.4375514       177.1267      1.2630506      274.88147      1.6750994
             49       210.5583      1.1156977      169.97072     0.92837483      264.57971      1.4068748
             50       210.5583      1.1156977      169.97072     0.92837483      264.57971      1.4068748
