# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ150
              0      539.99482      4.3743313      400.39262      3.2195437      2702.9174       48.18331
              1      1983.0655      8.4585866      1502.4244      6.4223465      8635.0656      60.546313
              2      2280.6384      9.0937139      1824.1738       7.385989      5015.0553      30.936912
              3      2216.8285      8.7015173      1818.7011      7.2664016       3593.504      17.750689
              4      2044.6386      7.9664937      1700.9449      6.7970326      2893.5657      12.796238
              5      1871.5329      7.6713473      1569.6539      6.6676916      2479.8764      10.646546
              6      1683.1463      6.9145412      1419.6736      6.0202297      2143.9636      9.0218197
              7       1547.177      6.2343375      1310.6367      5.4981695      1921.8419      7.6997644
              8      1419.2579      6.2045514       1205.719      5.4981402      1734.0001      7.6475562
              9      1289.9402      5.4246703      1097.9882      4.8009543      1560.6291      6.5061783
             10      1192.4088       5.266439      1017.1013      4.6890228      1430.8523       6.165834
             11      1108.0013      5.0816356      946.00263      4.5486224      1321.8841      5.9075043
             12      1021.5923      4.5489241      872.90625      4.0752348      1213.8711      5.2635737
             13      960.25611      4.8116468      822.58857      4.3421725      1131.0564      5.4584865
             14      893.45151      4.6699806      766.96687      4.2627289       1048.996       5.187416
             15      837.40298      4.1078594      719.15007      3.7140404      980.87876      4.6246818
             16      787.71179      4.1558828      676.44558      3.7541009      921.51886      4.6402168
             17      738.07493      3.7274424      633.46827      3.3833397      863.59779      4.1172476
             18      692.95532      3.5062089      594.66049      3.1680799      810.94373      3.9349512
             19      647.09662      3.3713885       555.2737      3.0779944      755.94601      3.7091203
             20      602.47399      3.2239373      515.62616      2.9051888      705.53943      3.5887951
             21      558.18726      2.9626722      476.56256      2.6732812      655.83405       3.305511
             22      518.37438      3.0983101      442.11555       2.802073      609.44796      3.4520507
             23      478.60432      2.7203778      406.40458      2.4797099      566.02315      2.9762851
             24      441.59337      2.5296411      373.45125      2.3130331      525.56769      2.7866053
             25      404.57919      2.1649776      340.44113      1.9066035      483.98394      2.5204471
             26      378.38435        2.28727      317.32549       2.034693      454.43737      2.6023038
             27      349.48907      2.2252682      291.66953      1.9885585      422.60452      2.5485766
             28      321.65897      1.7258634       266.8544      1.5167757       391.4446      2.0731218
             29      301.63274      1.8091465      249.37732      1.6156038       368.0287      2.0917458
             30       280.2989      1.7160588       230.8139      1.4908758      343.72211      2.0540599
             31      262.48108      1.4061441      215.12018      1.2052889      324.19777      1.7307037
             32      247.09598      1.5212965      202.03686      1.3589405      305.75518      1.7445776
             33      230.96753      1.6448402      187.67582      1.4063226      288.50379      2.0421842
             34       220.6414      1.5514882      179.36438      1.3663932      274.88424      1.8478916
             35      207.04034      1.2963158       167.6124      1.1232506      259.33637      1.5506083
             36       194.2708      1.1602426      156.62035     0.97706735      244.50925      1.4508783
             37      185.52074      1.1562279      149.47763     0.99890797      233.50512      1.3961638
             38      175.94435      1.0245115      141.71665      0.8665582      221.43049       1.296913
             39      169.92547     0.95850851      136.31013      0.7849982      215.02409      1.2375165
             40       160.4633      0.9802263       128.7165     0.82262857       202.9583      1.2347544
             41      156.01425        1.27899      125.05837      1.1162583       197.4482      1.5128415
             42      147.13725     0.89613554      117.55353     0.73700597      186.97053      1.1461435
             43      142.41804     0.92214775      113.85021     0.76921148      180.70247      1.1649497
             44      134.66111     0.80999403       107.5734     0.66198813      170.95594      1.0652376
             45      130.15306     0.78676209      103.51316     0.62849702      166.37465      1.0386364
             46      124.01784     0.77282483       98.80317     0.62289866      158.09444      1.0133407
             47      118.75068     0.76574638      94.623901     0.61659687      151.29802      1.0116521
             48       113.3969     0.73144609       90.13261     0.58577713      144.93814     0.96036602
             49       110.0402     0.71096016      87.585754     0.56995049      140.38839     0.93882852
             50       110.0402     0.71096016      87.585754     0.56995049      140.38839     0.93882852
