#         pt_b1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      746.22531      1.9335756      600.30814      1.5482729      1294.2824      6.8652805
              5       2672.375      3.4159141      2176.5519      2.8512474      4304.9639      11.341684
             10      2525.1498      3.2671239      2080.5922      2.7811055      3806.3587      9.7078528
             15       1847.052      2.8233385       1536.341      2.4439607      2645.2713      7.5205601
             20      1300.0832      2.3501716      1088.8651      2.0585884      1793.6268      5.6851767
             25       910.1142      1.8582586      765.98594      1.6402678      1213.5995      4.3259678
             30      658.59221      1.5779461      556.83161      1.3981769      859.76466      3.4736007
             35      482.41703      1.3047156      408.64279      1.1570042      623.69326      2.7898209
             40       365.1302      1.1073147      310.48272     0.98984023      463.10593      2.2512637
             45      278.69755     0.91448866      237.28189     0.81962104      350.03553      1.8518914
             50      217.44102      0.8624543      185.45128     0.76893888      269.99099      1.6328648
             55      172.23749     0.76488962      146.98859     0.69160319      211.58574      1.3343868
             60      136.29433     0.65316022      116.63014     0.59462568      165.02705      1.1208244
             65      110.19121     0.54708848      94.248282     0.48672485      134.66685     0.95588515
             70      90.885038     0.47576235      77.848403     0.42688009      109.84142     0.89608514
             75      74.779705     0.50246306      64.107462     0.46182833      90.066182     0.76172212
             80      62.576883     0.41695041      53.554726     0.38018956      74.802137     0.51153772
             85      51.508943     0.35346535      44.047005     0.31700688      61.805727     0.64602236
             90      43.772537     0.34180936        37.4127     0.32294732      52.211586     0.41585501
             95      37.689099     0.30441431       32.13916     0.27768039      45.120027     0.36965915
            100        31.6545     0.27026495      26.974746     0.24066265      37.755624     0.33175495
            105      27.844638     0.28447164      23.778279     0.24879138      33.192315     0.36594097
            110      23.430651     0.22678754      19.871351     0.19548974      28.203337     0.28761289
            115      20.727954     0.22786526      17.637334     0.19911042      24.641246     0.30196073
            120      17.301821     0.18850958      14.668598     0.16699497      20.716392     0.22769461
            125      15.747772      0.1916179      13.431707     0.16972448       18.66478     0.24077961
            130      13.591202     0.16648648       11.49646     0.14661229      16.268258      0.2039221
            135      12.298491      0.1762832      10.485321     0.16133364       14.67404     0.21151225
            140      10.546727     0.15911751      8.9431992     0.14741719      12.611992     0.18812607
            145      9.2693567     0.13179033      7.8127619     0.11576111       11.23097     0.17845663
            150      8.5050756     0.16742686       7.184977     0.14280343      10.232956     0.21096034
            155      7.5339425     0.13385488      6.3290373     0.11524874       9.134342     0.16707578
            160       6.829199     0.17676568      5.7763293     0.15222386      8.1829113     0.21425619
            165      6.0752557     0.10854235      5.1489086    0.095710915      7.2847902     0.13871292
            170      5.3899739      0.1092366      4.5428096    0.096657424      6.5103248     0.13115165
            175      4.7802614    0.096800064      4.0234617    0.085292878      5.7402835      0.1177757
            180      4.3578973     0.08988891      3.6533388    0.078447698      5.2835626     0.11106907
            185      3.9431636    0.090409368       3.336087    0.080142105      4.7059024     0.11128399
            190      3.7415966    0.093704178       3.164566    0.082183948      4.4823496     0.11565352
            195      3.1134526    0.081117816      2.6054185    0.069640784      3.7782872     0.10118284
            200      3.1142726     0.13763386      2.6191687     0.10904542      3.7491912     0.18055498
            205      2.6323856    0.069899222      2.2078765     0.06035953      3.1880551    0.086772333
            210      2.4837828    0.068760541      2.1003039      0.0601925      2.9745323    0.084727805
            215      2.1881938    0.077944839      1.8497916    0.070116531      2.6144989    0.091680012
            220      2.1302785    0.069733958      1.8018011    0.064472851      2.5355296    0.078278215
            225      1.9023009    0.062205301      1.5996281    0.055015199      2.2848806    0.074744499
            230      1.6785051    0.056041423      1.4192882    0.049472389       2.006355    0.066929311
            235      1.5455527    0.072609505      1.3133625    0.065932074      1.8268738    0.081832682
            240      1.4625559    0.049925579      1.2313072    0.043288857      1.7515203    0.061237188
            245      1.3072958    0.053127653      1.0904834    0.045670805      1.5875673    0.065241885
            250      1.2191224    0.045122215      1.0182821    0.038783943      1.4744478    0.055906912
            255      1.1462011     0.06359165     0.97717556    0.059364651      1.3421722    0.086400378
