#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2667.0342      3.3406405       2181.304      2.8037362      4242.1354      11.221535
              5      3421.5553      3.7328979      2816.1362      3.1640389      5192.5964      11.400302
             10       2235.466      3.0312242       1855.538      2.6038996       3233.621      8.3734126
             15      1396.6731      2.4292109      1167.5218      2.1051971      1941.4987      6.0738106
             20      903.01336      1.9561714      759.23062      1.7193669      1215.4414      4.4242474
             25      600.17009      1.4923946      506.74672      1.3184337      784.72009      3.2788672
             30      417.83796      1.2742048      354.37291      1.1380354      537.46155      2.6532438
             35      299.76937      1.0371854      254.58817     0.92053251      384.21904      2.1117984
             40       222.3805     0.85030521      189.26397     0.75477587      279.10653      1.6518924
             45      167.92301     0.72790211      143.27643     0.64784469      208.74901      1.4058524
             50      128.13792     0.65828179      109.47185     0.58820872      158.38834      1.1669832
             55      100.86644     0.59388477      86.273131     0.54290813      123.66849      1.0398991
             60       78.74972     0.51033101      67.499434     0.46241498      94.784367     0.82825998
             65      63.300238      0.4077307      54.222692     0.36267791      76.719218     0.68854808
             70      51.766497     0.37149919      44.386498     0.33342787      62.123393     0.66767558
             75       42.73897     0.39070617      36.712504     0.36366781      50.913936     0.56483411
             80       35.19978     0.31504424      30.144174     0.28858408      41.838248     0.39216191
             85      29.425999     0.27565154      25.189776     0.24759021      35.068578     0.34008786
             90      24.326887     0.22721929      20.781363     0.20278077      29.017269     0.28169165
             95      21.137273     0.26223716      18.048848     0.23428812      25.300868     0.35287431
            100      17.623441     0.20935968      15.026441     0.18887223      20.984534     0.25507566
            105      15.430845      0.2134799      13.191659     0.19130916       18.36106     0.26332858
            110      13.094479     0.17153603      11.148824     0.14932336      15.709369      0.2173557
            115      11.497204     0.18759982      9.8169142     0.16021897       13.59132     0.25256557
            120      9.5989522     0.14026278      8.1674441     0.12653617      11.447387     0.16944836
            125      8.4446964     0.14676953      7.2106275     0.13516744      10.019371     0.17642644
            130      7.3891188     0.13278468      6.2711045     0.11679137      8.8314789     0.16138909
            135      6.6852245     0.13956066      5.7053706     0.12642866      7.9411318     0.16214866
            140      5.9399361     0.11292132      5.0528077     0.10070515      7.0825809     0.13638741
            145       5.007968    0.098064983      4.2350765    0.086535171      6.1396847     0.20630203
            150      4.6694484     0.13105664      3.9655412     0.10865757      5.6032005     0.17297296
            155      4.1125847       0.104646      3.4635187    0.089794105      4.9650433     0.12868613
            160      3.6070005    0.082477282      3.0470927    0.072814075       4.327142    0.099798186
            165      3.3750115    0.085417241      2.8501012     0.07433527      4.0835384     0.11113477
            170      2.9558441    0.081076626      2.4873754    0.071202151       3.587246    0.099004839
            175      2.4977392    0.069807121      2.1056298    0.060854719      3.0058814    0.086194485
            180      2.3398247    0.065265839      1.9697601     0.05784815      2.8219156    0.080128592
            185      2.1663009    0.065702124      1.8470306    0.058368314      2.5620724    0.083701617
            190      2.0784632    0.072112656       1.759264    0.062131271      2.4930974    0.091538931
            195      1.7162157    0.062733523      1.4339463    0.054188483      2.0918804    0.077759317
            200      1.7069502     0.12767175      1.4419288    0.099782796      2.0453488      0.1686577
            205      1.4303293    0.055176498      1.2059602    0.049090646      1.7208895     0.06630366
            210      1.3380383    0.051507324      1.1333931    0.044501513      1.6010524    0.064374184
            215      1.1622961    0.046937617     0.97546669    0.039354014      1.4050443     0.06093024
            220       1.180293    0.057703891      1.0034677    0.054757117      1.3975163    0.062027919
            225     0.99645667    0.045769107     0.83843807    0.040084223      1.1928095    0.055281363
            230     0.91871583    0.041012589     0.77566755    0.035939524      1.1039528    0.049667341
            235     0.84092312    0.058175291     0.72945085    0.054485995     0.97288861    0.063141036
            240     0.81301701    0.038638281     0.69303954    0.033875492     0.95953684     0.04673171
            245     0.66876756    0.039936499     0.56269902    0.034640474     0.80376076    0.048418244
            250     0.66287159    0.034787942     0.55863123    0.030102351     0.79330881    0.043010148
            255      0.6341412    0.055892534      0.5307774    0.049981772     0.76459346    0.063837384
            260     0.54180858    0.032096696     0.45640646    0.028161539      0.6486412    0.038298126
            265     0.52213614    0.031673778     0.44260179    0.028371791      0.6220721    0.037454679
            270     0.50907299    0.041640257      0.4361885     0.03826454     0.59486184    0.046673025
            275      0.4881466    0.037895085     0.41437294    0.034893135     0.61366242    0.065839739
            280     0.37431677    0.026666968     0.31392151    0.022449172     0.45041376    0.034410471
            285     0.38128344    0.027359871      0.3226637    0.024069135     0.45171637    0.032746282
            290     0.32508852    0.024968642     0.27279618    0.020774628     0.38985773    0.032178366
            295     0.34077858    0.025741701      0.2855534    0.022855514     0.41227226    0.030396018
            300     0.33388726    0.027911806     0.28975184    0.025430651     0.38653285    0.032558185
            305     0.31856934    0.031130176     0.26901511    0.027141338     0.38491754    0.039054635
            310     0.23496084    0.020152859     0.19840229    0.017233711     0.28149932    0.025049784
            315     0.23730909    0.022504506     0.20491429    0.020226751     0.27423618     0.02893696
            320     0.23885128    0.034173769     0.20422599    0.031791522     0.28277801    0.037297151
            325     0.17964319    0.016442275     0.14760341     0.01379872     0.22253705    0.020842347
            330     0.22147248    0.018157806     0.18051012    0.015287213     0.27711982    0.022945382
            335     0.20950386    0.021914509     0.17946005    0.019460769     0.24440305    0.027295839
            340     0.21614516    0.022911324     0.18570378    0.020480385     0.25382396    0.026976247
            345     0.15405061    0.015468649     0.12836541    0.012653943     0.18602522    0.021152935
            350     0.14336872    0.016035152      0.1194031    0.013771179     0.17371927     0.01972836
            355     0.12006978    0.015092628     0.10536356    0.013311439     0.13597199    0.019060033
            360     0.13931526    0.014436038     0.11413134    0.012125739     0.17179841    0.018079264
            365        0.13406    0.016646318     0.11352478     0.01450859     0.15965538    0.020076513
            370     0.12810006    0.014267058     0.10601136    0.012045493     0.15699669    0.018105546
            375     0.10408634    0.013873134    0.090743071    0.012480755         0.1184    0.016376905
            380     0.10990551    0.017487171    0.094994616    0.014088844     0.12633687    0.023651018
            385    0.094186299     0.01346122    0.077174465    0.011800482     0.11692846    0.016246163
            390    0.081761909    0.011671167    0.068172087   0.0098880016    0.098946968    0.014426939
            395    0.085142383    0.014686512    0.078136765    0.013575553    0.089189154     0.01719071
            400    0.079162361    0.014533907    0.067649468    0.013004035    0.093124528    0.016811475
            405    0.076159272    0.012005436    0.062595768    0.010076781    0.093188955    0.014882683
            410     0.11212787    0.033802568    0.094828268    0.029160888     0.13553703    0.040084562
            415    0.054759075   0.0084115032    0.043981437   0.0066379488    0.068895807    0.011196153
            420    0.063318799   0.0094645916    0.053360866   0.0074854652    0.075161314    0.013223432
            425    0.052348248    0.010151304    0.044715099   0.0091607862    0.061481338    0.011757871
            430    0.058379724   0.0090169075    0.049290799   0.0076431642    0.068654933    0.011391163
            435    0.043816535   0.0076217319    0.035259783   0.0058879829    0.055259941    0.010459613
            440    0.053702224    0.010057653    0.046018149   0.0087078555    0.062791122    0.012384884
            445     0.05019374    0.010241942    0.042644055   0.0088380678    0.060242106    0.012581444
            450    0.036284882   0.0085223992    0.029460906   0.0066768459    0.045505329    0.011753335
            455    0.044695059   0.0080709963    0.036113071   0.0065673461    0.056318169    0.010467818
            460    0.046308681    0.009465481    0.038992136   0.0072178553    0.054443555    0.013444218
            465    0.048655354    0.014237148    0.043084095    0.013203838    0.054989409     0.01550318
