# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ1000
              0      672.00308      4.8988207      503.85594      3.6541224      3092.5702      51.143805
              1      2455.1856      9.4646422      1874.9021      7.2271149      10367.576      66.995982
              2      2934.8747      10.371555      2358.9567      8.4254393      6458.0866      35.430826
              3      2927.9317      10.071989      2410.7375      8.3868399      4778.7769      21.126595
              4      2764.0228       9.377684      2306.7059      8.0060286      3940.7014      15.399759
              5      2589.4008      9.1502449       2177.825      7.8903185      3459.7213      13.246865
              6      2382.3703      8.4214447      2012.3538      7.2877656      3063.6066      11.419328
              7      2231.1802      7.6762153      1891.3313      6.7248669       2799.529      9.8870917
              8      2076.7424      7.4024692      1764.2913      6.5114719      2561.6622      9.3614052
              9      1926.2027      6.7511026      1638.4679      5.9309911      2355.5791      8.3287145
             10      1813.0045      6.3277204      1543.8742      5.6049283      2202.8133       7.656997
             11      1711.3966      6.1694576      1458.4053      5.4636399      2066.4631      7.3982587
             12      1604.9146      5.9558909      1368.1147      5.2997989      1931.6094      7.1078908
             13        1525.32      5.8948865      1301.5057      5.2600582      1821.7104      6.8523962
             14      1440.7416      5.8375124      1230.7862      5.2493034      1717.0648      6.7209414
             15      1373.7229      5.3731863         1173.6       4.804448      1633.7358      6.2009209
             16      1303.1246      5.1709664      1112.6857      4.6219213      1548.9403      5.9777313
             17      1240.3718      4.8066022      1058.5405       4.309923      1474.1481      5.5239387
             18      1181.5082      4.6979016      1007.9557      4.1989764      1401.9872      5.3856146
             19      1122.5804      4.7322546      957.81381      4.2629856      1330.1456        5.36846
             20      1064.1706       4.336409       906.2549      3.8637393      1263.0818      4.9746311
             21      1002.6136      4.1311418      851.59641      3.6788178       1192.954      4.7627095
             22      957.26228      4.1198339      812.81895      3.6719077      1138.5716      4.7208308
             23      905.89653      3.8644824      767.03688      3.4644998      1082.1527      4.3932284
             24      854.05677      3.7289822      721.53239      3.3207046      1023.0618        4.27915
             25      810.53043      3.6492079      683.93659      3.2465109       971.6903      4.2649938
             26      770.87887      3.4076824      648.77535      3.0319574      926.69302      3.8823443
             27      729.35198      3.3503669       611.9352      2.9551171      880.37575      3.9003224
             28      691.38404      3.2860768      578.62209      2.9157351      836.56048      3.7929992
             29      664.76453      3.2760111      555.22109      2.8925086       805.6297      3.7932878
             30      631.32678       2.949292      526.10506      2.5311928       767.3075      3.5800782
             31      603.78574      2.9390104      502.45557      2.6124101      735.65351      3.3747384
             32      576.19644      2.8352058      478.70507         2.4778      703.22243       3.365037
             33      550.15715        3.10267      456.18277      2.7470324      673.19795      3.6265226
             34      530.36815      2.8652488       438.9653       2.500424      649.79599      3.3758293
             35      507.29778      2.5604708      419.20324      2.2360945      622.92136      3.0148994
             36      482.06364      2.3154361      397.36702      1.9588188      593.43437      2.8628852
             37      464.68365       2.431956      382.37157      2.1050077      573.39906       2.899853
             38      446.81809      2.2981176      367.90838      1.9868372       550.6939      2.7619521
             39      431.12444      2.2493392      354.29174      1.9932464      532.26274      2.6025552
             40      415.54013      2.4260935      341.04927      2.0566441      513.83661      2.9536068
             41      401.31809       2.416188      329.02667      2.1071217      496.68081      2.8175517
             42      382.15221       2.083474      313.12258      1.8468944      473.23695      2.4059306
             43      366.53866      1.9591196      299.63546      1.6794015       455.0956      2.3723355
             44      356.04922      1.9077095      290.97898      1.6327619      442.29924       2.300742
             45      344.51382      1.8523265      281.44852      1.5815177       428.1331      2.2935058
             46      331.55992      1.8048103       270.4688      1.5330624      412.66775      2.1900392
             47      319.00542      1.7291725      260.36869      1.4895055      396.71202      2.0717783
             48        306.763      1.7541447      249.87761      1.5264271      382.66437      2.0724667
             49      295.45223      1.4707478      240.37986      1.2319168      368.75156      1.8291674
             50      295.45223      1.4707478      240.37986      1.2319168      368.75156      1.8291674
