#      n_b_jets        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      1541.5363      6.5488208      1252.0355      5.1355668      2607.0914      20.788073
            0.5      10007.092      13.614075      8411.9419      11.691223      14075.388        38.9287
            1.5      53744.901      29.225425       44593.04      25.433229      77793.705      89.283184
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
