#   total-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      19518.279      12.373721      15879.138       10.61683      24387.197      15.146251
              1      19518.279      12.373721      15879.138       10.61683      24387.197      15.146251
