#    y_j1-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      22.335517      1.4390007      18.403845       1.227332      27.567187      1.7310474
           -4.9      38.843273      4.3629229      31.825392      3.3560407      48.815456      6.2395433
           -4.8      43.052335      2.2560642      36.015092      1.9302207      51.982444      2.7102551
           -4.7       64.79363      2.9648171      54.038161      2.5641873      78.751841      3.4797799
           -4.6      80.043371      3.4004572      66.453482      2.7713664      97.790306      4.3903849
           -4.5      250.93877      5.2670834      206.89843      4.4558846       310.0766      6.4463748
           -4.4      309.61039      8.8122537      256.24279      7.6810608      381.47023      10.321046
           -4.3       381.1478      6.3707293      313.90333      5.4423816      471.22318      7.6898254
           -4.2      452.38191      6.8129505      371.26861      5.6941448      562.05051      8.4803994
           -4.1      535.77602      9.7890128      442.55876      8.0401655      659.06666      12.337556
             -4      618.05413      7.6820307      510.24853      6.5271962      761.10273      9.2700426
           -3.9      731.38591      8.5760786      604.39707      7.3711891      898.74663      10.286637
           -3.8       858.3287      9.8591474      709.59018       8.581828      1054.6208      11.719606
           -3.7         998.52      11.048751      826.37146      9.6201551      1225.1189      13.016921
           -3.6       1115.939      12.763766      923.69761      11.224376      1368.6209      14.689407
           -3.5      1273.5778      12.911903      1054.8024      11.365049      1557.5347        15.1522
           -3.4      1421.3334       12.31512      1173.4894      10.637753      1747.0963      14.691103
           -3.3      1596.6869       13.87389      1319.5846      12.087381       1956.334      16.757621
           -3.2      1759.0275      13.314795      1451.3973      11.513668      2162.4344      15.813302
           -3.1      1939.0402      15.720676      1602.8816      13.520573       2380.684      18.920372
             -3      2100.4936      14.791754      1734.0169      12.691947       2581.678        17.8253
           -2.9      2300.2246      18.541127      1900.4139      16.375107      2821.8769      21.312666
           -2.8      2483.7117      18.300977      2048.1225      15.890676      3059.8263      21.911081
           -2.7      2633.2301      15.963539      2172.4756      13.695661       3235.878      19.262291
           -2.6      2810.7446      17.949057      2314.9661      15.246856      3463.2867      22.088185
           -2.5      3001.4568      17.947557      2474.8961       15.36307      3693.5069      21.751201
           -2.4      3161.8719       18.12516      2605.5442       15.71693      3895.3014      21.772062
           -2.3      3353.4268      20.745871      2764.8796      18.182092      4125.4931      24.435485
           -2.2      3514.4705      20.477355      2896.4177       17.65334      4326.1023      24.491485
           -2.1      3637.1694      19.145758      2994.3928      16.533754      4484.6331      22.841357
             -2      3805.7217      20.049306       3130.505      16.946965      4702.7918      25.559605
           -1.9      3954.0747      23.035916      3254.4101      19.980932      4878.2505      27.250223
           -1.8       4088.386      20.315598      3363.6034      17.461489      5050.0862      25.247579
           -1.7      4229.4825      24.505367      3483.4557       21.84015      5215.0242      29.300735
           -1.6      4328.0914      21.032627      3558.8476      18.162549      5347.8303      25.213035
           -1.5      4435.0502      22.992394      3647.0217      19.639836      5475.8952       27.85389
           -1.4       4560.706      24.706669      3752.3462       21.67344      5624.2776      29.478023
           -1.3      4637.7626       21.27318      3811.9646      18.248879      5728.1385      25.630052
           -1.2      4771.3167      23.823162      3922.4253      20.511818      5894.4081      28.360353
           -1.1      4805.1076       21.19266      3946.3423      18.198223      5943.6704       25.58082
             -1      4886.9282      23.873641      4020.6458      20.934475      6027.7984      28.111799
           -0.9      4994.9172       24.79801      4105.4858      21.554677       6171.193      29.325872
           -0.8      5040.6145      22.642237      4144.8254      19.645949       6221.431      27.222475
           -0.7      5174.3338      26.136274      4254.2267      23.144247      6395.7021      31.044878
           -0.6      5117.1018      25.826542      4202.4417      22.249233      6330.1826      31.021994
           -0.5      5176.6928      24.098131      4251.0053       20.96971      6402.3925      28.735494
           -0.4      5200.6702      24.870824      4268.8268      21.120943      6436.5659      30.442919
           -0.3      5259.2527       26.57496      4323.7624      23.622639      6497.6523       30.73072
           -0.2      5282.4188      26.947969      4343.7161      23.472171      6522.5744       31.79527
           -0.1      5266.4188      23.982715      4325.3537      20.777243      6512.3016      28.740432
              0      5217.1307      24.536633      4280.3908      20.628187      6463.9762      30.760005
            0.1      5217.3036      26.715403      4280.6589      23.414983      6461.2937      31.541371
            0.2       5248.041      24.724764      4304.1012      20.883849       6499.564      30.389422
            0.3      5200.4193      23.274756      4270.6339      20.341175      6432.5573      27.361583
            0.4       5169.832      23.922058       4246.582      20.421602      6392.1946      29.136927
            0.5      5110.2692      23.327757      4201.3815      20.450222      6309.5625      27.725913
            0.6      5109.7157      26.575833      4197.5533        22.9408      6318.9195      31.554724
            0.7       5055.142      26.449107      4156.4303      23.075084      6244.2015      31.173835
            0.8      4973.3114      23.937401      4088.4643      20.672487      6143.8906      28.802967
            0.9      4926.0799      24.123586       4049.079      20.806735      6086.2667      28.753454
              1      4852.9205      23.568326      3992.3677      20.600258      5989.0032      27.585894
            1.1      4696.0436      21.106868      3857.2594      18.146278      5810.3698      25.879381
            1.2      4674.6102      25.291144      3844.0727      22.185361       5771.765      29.275559
            1.3      4596.1119      25.775432       3780.107      22.495029      5674.4806      30.555294
            1.4      4434.2352      21.438862      3644.9346      18.566365      5475.8342      25.872253
            1.5       4318.849      21.400538       3552.837      18.698224      5331.2795      25.311354
            1.6      4182.6875      20.974182      3443.3972      18.154568      5155.0962      25.080296
            1.7      4084.9078      20.000455       3359.392      17.273861      5042.3895      23.884054
            1.8      3967.9875        21.9651      3265.9531      19.524149      4893.0781      25.275319
