#pt_bbZ-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1813.0332      3.5002516      1449.3274      2.8367039      4568.0216      17.186914
              5      1562.2109      2.8890626      1320.7343      2.5360555      1968.0622      3.7270362
             10       1035.142      2.1643312      885.11313      1.9470143       1229.332      2.4848361
             15      740.64833      1.6807382      635.79962      1.5238265      866.57703      1.8722983
             20      519.84666      1.2967642      442.83202      1.1756273      612.48246      1.4367961
             25      351.14886     0.91389733      293.13357     0.81170748      424.09983      1.0571658
             30      248.29698      0.6993689      203.00223     0.60945782      307.41262     0.84041744
             35      186.54034     0.50053669      150.34743      0.4259996      234.76106     0.61850737
             40      148.13879     0.44104555       118.5504     0.37246302      187.80709     0.54952586
             45      119.27174     0.33556625       94.93172     0.26932929      152.21873     0.44213985
             50      98.845307     0.32415179      78.598774     0.26453819      126.19538     0.42049187
             55      81.224906     0.26688657      64.499371     0.21253796      103.86151     0.35644418
             60      67.298395     0.24175868      53.403859     0.19186733      86.187791     0.33960333
             65      56.132434     0.22189761        44.5433     0.17763725      71.809873     0.29716638
             70      46.578471       0.205133      36.990488     0.16355045      59.538706     0.27461428
             75      39.227729     0.18325758      31.132229      0.1489755      50.162326     0.25669357
             80      33.187474      0.1702223      26.351879     0.13543663      42.406023     0.22640095
             85      27.705078     0.15208355      21.949049     0.12088405      35.508537     0.20817234
             90       23.66537     0.15771703       18.83818     0.13262191      30.142712     0.21203896
             95      19.969506     0.13264861       15.83595     0.10604157      25.563388     0.17723972
            100      16.700636      0.1177498      13.244974    0.093183694      21.377595     0.15939189
            105      14.206231     0.10987573      11.266042    0.086619579      18.186387     0.14790798
            110       12.32902     0.10198279      9.7999391    0.080749066      15.734859     0.13710328
            115      10.428261    0.093648934      8.2895976    0.073826705      13.304355     0.12739426
            120      9.0096405    0.086430081      7.1504219     0.06822336      11.518348     0.11684375
            125      7.7194848    0.080207868      6.1272674    0.062955296      9.8660267     0.10814668
            130      6.6242173    0.075534627       5.276311     0.05993094      8.4365831     0.10298762
            135      5.6440411    0.068727584      4.4900326    0.054121456       7.216895    0.093521323
            140      4.6770924    0.063448897      3.7288147    0.050124613      5.9519583    0.087523565
            145       4.232903    0.059473339      3.3543883     0.04665728      5.4372455    0.080606147
            150      3.5687715    0.054662794      2.8408625    0.043144537      4.5501126     0.07511794
            155      3.1530621    0.051525941       2.506946    0.040768752      4.0245857    0.071778093
            160      2.6964692    0.047459578      2.1541078    0.037895848      3.4181728    0.067105299
            165      2.4001519    0.044436905      1.9157262    0.035925449      3.0456075    0.064382558
            170      2.0275314    0.041121736       1.610475    0.032815721      2.5913011    0.057490907
            175      1.8504806    0.039280744      1.4634477     0.03077369      2.3755822    0.054381857
            180      1.5418731    0.035774892      1.2114768    0.027598017      1.9977404    0.049590621
            185      1.3601794    0.034054502      1.0860178    0.026844683      1.7202931    0.048235298
            190      1.1850065    0.031542799     0.93949399    0.025488977      1.5156846    0.046067073
            195      1.1108211    0.030352315      0.8791712    0.024118013      1.4229155    0.043524571
            200     0.95502931    0.028362021     0.75265362    0.021822558      1.2301368    0.039672744
            205     0.79766358    0.025822204     0.62953275    0.020156437      1.0252469    0.036404015
            210     0.71440992    0.025564794     0.56013546    0.019867687     0.92725167    0.034952711
            215     0.59680508    0.022568398     0.47476462    0.017775009      0.7581442    0.031094174
            220     0.56697713    0.021821328     0.44476667    0.016784133     0.73412925    0.030371013
            225     0.50309778    0.021720423     0.39472299     0.01648637     0.65053727    0.030863778
            230     0.48262514    0.020020212     0.37403266    0.015283381     0.63521467    0.027910644
            235     0.37598043    0.017969695     0.29785071    0.013740983     0.47997582    0.025290104
            240     0.37098425    0.017888334     0.28851344    0.013630822     0.48564854    0.024903084
            245      0.3224176     0.01661771     0.25359688    0.012663332     0.41520481    0.023477492
            250     0.29374423    0.015708385     0.22938156    0.012028712     0.38198227    0.022065665
            255     0.26785079    0.015052561     0.21036619    0.011570557     0.34538413     0.02115915
            260     0.24105024    0.014432182      0.1911186    0.011052143     0.30664136    0.020860996
            265     0.21972221    0.013743089     0.17194793    0.010725379     0.28462746    0.018925003
            270     0.19221116    0.013063924     0.14983899   0.0098342928     0.25038478    0.018516257
            275      0.1747474    0.012973719     0.13866053   0.0097306773     0.22194632    0.018865213
            280     0.15520827    0.011241285     0.11995578   0.0085920556      0.2043097    0.015672382
            285     0.15380923     0.01115683     0.11759929   0.0085012789       0.206244    0.015571939
            290     0.13670362    0.011062623     0.11023626    0.008485212     0.16869176    0.015828235
            295     0.11493831    0.010894665     0.08933412   0.0080384241     0.15037156    0.015827345
            300    0.099522481   0.0089001533     0.07451374   0.0066739645     0.13682823    0.012502746
            305    0.094357816   0.0093818518    0.072663646   0.0068080022     0.12441429    0.014044027
            310    0.080840453   0.0085428685     0.06327061   0.0064479107     0.10467402    0.012120543
            315    0.074065788   0.0080956303    0.057672114   0.0060465263    0.096807126    0.012183292
            320    0.062799312   0.0075629042    0.051051652   0.0060160435    0.076887049    0.011234905
            325    0.068702481   0.0078343975    0.053288468   0.0058863959    0.090242283    0.011169359
            330    0.046890276   0.0080444672    0.042453173   0.0065485415    0.048507086    0.012556711
            335    0.064624626   0.0074565011    0.050433051   0.0058749095    0.083545138    0.010808035
            340     0.04266941   0.0064818986    0.036292117   0.0049506089    0.048444567   0.0093912482
            345    0.042964961   0.0063244172    0.033326441   0.0045868992    0.055969626   0.0094779973
            350    0.049150847   0.0065149703    0.039599843   0.0051412314    0.060834212   0.0092186709
            355      0.0346338   0.0053872879    0.027122963   0.0041229089    0.044382951   0.0076193121
            360    0.027650748    0.004986984    0.021846968   0.0038448105    0.035097913   0.0069099137
            365    0.026852185   0.0047899825     0.02009998   0.0033666168      0.0365775   0.0078641354
            370    0.026085453   0.0047284788    0.020373799   0.0036281182    0.033692347   0.0065853888
            375    0.025591358   0.0047162179    0.019850923   0.0034652585    0.033485453   0.0071308593
            380    0.021861418   0.0050840307     0.01809813   0.0036251031    0.025654587   0.0081128135
            385    0.031393307   0.0052489309    0.025220604    0.003989477    0.038612185   0.0076464945
            390    0.022203898   0.0041229542    0.016349016   0.0030552893    0.031004232   0.0058247102
            395    0.016081221   0.0039777906  -0.0049486811    0.027262617    0.022809315   0.0099244161
            400    0.023893189   0.0046851878    0.019280079   0.0036986666    0.029087874    0.006712798
            405    0.018262169   0.0037524977    0.014469793   0.0029763433    0.022942106   0.0049905759
            410    0.012250866   0.0035909934    0.010892638   0.0066090903    0.013096162   0.0037636166
            415       0.010895    0.002916582   0.0086084449   0.0024310118    0.013914469   0.0041816723
            420   0.0084222245   0.0027604182   0.0062261615    0.001900786    0.011789705   0.0044372908
            425   0.0086482679   0.0035642615   0.0029361615   0.0087236443    0.010047681    0.002694445
            430    0.018380945   0.0037518084    0.013142362   0.0026960338    0.026720079   0.0054952861
            435    0.011610118   0.0030000082   0.0085884843   0.0022303728    0.016098327   0.0041807109
            440    0.011506142   0.0033421387    0.010078425   0.0028461908    0.012558248   0.0045941747
            445   0.0038283071   0.0020256246   0.0027434056   0.0013734603   0.0055082679   0.0031583273
            450   0.0086947836    0.002848039   0.0068885768   0.0020262206    0.011017342   0.0045526918
            455   0.0084793505    0.002980427   0.0069638582   0.0021447387   0.0099321064   0.0045482905
            460   0.0054852166   0.0025798715   0.0042784251   0.0017742935   0.0071435041   0.0041335822
            465   0.0091760237   0.0030565522   0.0071878741   0.0023367616    0.011899331   0.0042627416
            470   0.0053646064   0.0020275347   0.0037748229   0.0014377836   0.0079735433   0.0030457264
            475  0.00076578741   0.0017118974  0.00014809041   0.0028329802   0.0009358661   0.0012501603
            480    0.005359626    0.002296834    0.004168504   0.0016032716   0.0069251968   0.0035565328
            485    0.004593937   0.0018753732    0.003440059   0.0014381765   0.0062575197   0.0026740854
            490    0.007656378   0.0024210383   0.0051915945   0.0016467971    0.011795059   0.0037452163
