# total-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      62892.151      30.620404      52262.625      26.655554      91427.856      97.980218
              1      62892.151      30.620404      52262.625      26.655554      91427.856      97.980218
