#   m_bbZ-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15              0              0              0              0              0              0
             16              0              0              0              0              0              0
             17              0              0              0              0              0              0
             18              0              0              0              0              0              0
             19    0.012209252   0.0092157192   0.0070617127   0.0053315446    0.023241142    0.017540398
             20              0              0              0              0              0              0
             21    0.019124902   0.0085523241    0.013196457   0.0059217031    0.029469587    0.013265375
             22   0.0038202755   0.0038200844   0.0024293306   0.0024292092   0.0064239171    0.006423596
             23     0.01956624   0.0087688892    0.012669587   0.0057268375    0.032708956    0.014779096
             24    0.015208071    0.007604092     0.01055748   0.0053053086    0.023189567    0.011679515
             25     0.02015128     0.01067894    0.013460532   0.0067500218    0.035260137    0.020588537
             26    0.027548917    0.011740218    0.020040847    0.008155899     0.03933061    0.018206295
             27    0.022959842   0.0093728499    0.014999311   0.0061451362    0.037838189    0.015524565
             28    0.026992027    0.012766936    0.019532973   0.0086827054    0.038771653    0.020389068
             29    0.030806004    0.012161198    0.021309843   0.0081539071    0.047159054    0.019632254
             30    0.052469784    0.016417459    0.037561909    0.011544703    0.077282481     0.02567635
             31    0.046184941    0.016065402    0.032806299    0.011224113     0.06906506    0.025227332
             32    0.055886614    0.018110774    0.043918307     0.01264382    0.070394685    0.028412986
             33    0.082872147    0.019973175     0.05992313    0.014130068     0.11963238    0.030301719
             34    0.025306594    0.013022564     0.01823061   0.0087086924    0.037159449    0.021519151
             35    0.096166043    0.022503722    0.070557776    0.017597134     0.13869518    0.031707741
             36    0.076779921     0.01801514     0.05603317    0.013015691     0.10931919    0.026515454
             37       0.141806    0.024981891     0.10056093    0.017267772     0.21012559    0.039038678
             38     0.14338297     0.02519852     0.10591368    0.018461984     0.20179163    0.036936793
             39     0.12699055    0.023890557    0.094999804     0.01747964      0.1750812    0.035778022
             40     0.13146939    0.022572793    0.093384646    0.016128343      0.1945809    0.033613788
             41     0.17586063    0.029210607     0.12876909    0.020871072      0.2508499    0.043996569
             42     0.20073583    0.029739121     0.14704911    0.021427829     0.28619715    0.044269817
             43     0.18033976    0.028384687     0.13118927    0.020156116     0.25235653    0.043798894
             44     0.21641004    0.031352309     0.16132046    0.022445798     0.30061663    0.047517357
             45     0.19883711    0.031136928      0.1466751    0.022142799     0.28185069     0.04733112
             46     0.25616959    0.034059731     0.19250216    0.024685238     0.35107785    0.051683411
             47     0.20610266    0.031138175     0.15682451     0.02271945     0.27749843    0.045653865
             48     0.33001644    0.038993135     0.24547923    0.028571598     0.46642549    0.058511158
             49     0.35997362    0.041249257     0.27451713    0.031705185     0.48367189    0.057358693
             50     0.35992205    0.039745896     0.26988412    0.029050183     0.49839429      0.0591041
             51     0.26628947    0.034622816     0.19400305    0.024709127     0.40899803    0.055224655
             52     0.39463307    0.041511452     0.30206961    0.031209248     0.52572631     0.06138351
             53     0.37875487    0.040405454     0.29613297     0.03069735     0.49392608    0.064728076
             54     0.45415866    0.044281086     0.33549931    0.031957874     0.63859085    0.065419865
             55     0.51687313    0.050643861     0.39527273     0.04009077      0.6958464    0.068140417
             56     0.57170364    0.049824496     0.42644892    0.037014993     0.79479577    0.070846431
             57     0.62062471    0.052502186     0.46871464    0.039122315     0.84840216    0.075620332
             58     0.71102451    0.056966485      0.5383997    0.043395844     0.97065276    0.080223905
             59     0.66026624    0.053050389      0.5032834     0.04028652     0.88934104    0.075532492
             60     0.75684705    0.059738608      0.5760935    0.044529655      1.0227533    0.086118933
             61      0.9526561     0.15558512     0.75420354     0.14698042      1.2359807     0.15929853
             62     0.80868809    0.060618914     0.61787805    0.045591873      1.0888416    0.086381771
             63     0.89168051    0.063643906     0.69267392    0.049094967      1.1704225    0.087909876
             64      1.0208675    0.066792416     0.78302573    0.050960844      1.3618042    0.093446951
             65     0.99270728    0.066465246     0.76791951    0.050759113      1.3114832    0.092172555
             66      1.0215331    0.068746404     0.79367789     0.05273954      1.3428782    0.095395715
             67       1.287272    0.078526157     0.99702018    0.062830185      1.7033638     0.11146701
             68      1.1955138    0.072187206      0.9173421     0.05513291      1.5994433     0.10007956
             69      1.2730961    0.084243223     0.99222299    0.067959636      1.6692056     0.11040363
             70      1.3470554    0.078371279      1.0381847      0.0587723      1.7907719     0.11087204
             71      1.5730175     0.08480623      1.2240511    0.064789995      2.0636114     0.11820299
             72      1.7082745    0.087555978      1.3300582    0.067869048      2.2386732       0.121517
             73      1.7414833    0.089224025      1.3616779    0.068231017      2.2664444     0.12420108
             74      1.7495335    0.090274815      1.3693683    0.069518942      2.2751663     0.12487088
             75      2.2324829     0.10073647      1.7170103    0.077150883       2.980981        0.14031
             76      2.1691328    0.099888398      1.6974835     0.07718752      2.8260823      0.1379063
             77      2.5630906      0.1104118      2.0325771    0.089983936      3.2996167     0.16065162
             78      2.8416877     0.11438804      2.2105354    0.088224332      3.7519905     0.15984925
             79      2.9808991     0.11525015      2.2900438     0.08773312      4.0003561     0.16056285
             80      3.3603004     0.15890366      2.6603534     0.14811252      4.3319163     0.18251161
             81      3.6712257     0.13136098      2.8809917     0.10257077      4.7710668     0.17744699
             82      4.1298989     0.16094236      3.2810695     0.13600987      5.2753035     0.20211779
             83       4.465804     0.14584721      3.4991078     0.11226238      5.7893095     0.20067547
             84      4.9446125     0.15465966      3.8987649     0.12192872      6.4496187     0.22532838
