# m_Zbb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            150      1.9081069    0.026984425      1.6427027    0.023995641      2.3626912    0.053772788
            200       2.768887    0.029660198      2.3911707    0.026192743      3.3680257    0.060195234
            250      2.1458276     0.02627142      1.8483596     0.02417527      2.5930513    0.044585205
            300      1.5445987    0.021466561      1.3268112    0.019066444      1.8824133    0.033806507
            350      1.0938237    0.017390896     0.93921014    0.015862599      1.3093768    0.022070378
            400     0.76458522    0.014631981     0.65432158    0.013709465     0.91030532    0.018482297
            450     0.55467588    0.012708789     0.47297879     0.01161552     0.66886768    0.015220618
            500      0.3486806   0.0076154942     0.29666763    0.006874484        0.42008   0.0088582642
            600      0.3486806   0.0076154942     0.29666763    0.006874484        0.42008   0.0088582642
