# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 120
             -8     0.30200394     0.14203812      0.2329055      0.1112266     0.40945571     0.19066523
           -7.9    0.072042323     0.07203872    0.059539371    0.059536394    0.089767719     0.08976323
           -7.8     0.27025393     0.15923582     0.22541634     0.14242456     0.32832973     0.17870933
           -7.7     0.04828937    0.048286956    0.037593504    0.037591624    0.062757875    0.062754737
           -7.6     0.15874902    0.080197809     0.10335827    0.053485393     0.25911811     0.12983269
           -7.5     0.13677559    0.079539304     0.11503543    0.068470061     0.16100689    0.094105048
           -7.4      0.1296683     0.13183485     0.11121949     0.13490153     0.14367618     0.13019473
           -7.3     0.24861221     0.14314714     0.19450886     0.11907024     0.33057481     0.17936257
           -7.2     0.40412008     0.18514269     0.32913583     0.15901115      0.5223071     0.23564389
           -7.1     0.46561023     0.15310929     0.31018209     0.10212238     0.73618897      0.2424714
             -7     0.39329429     0.18767933     0.26383267     0.12710644     0.61879724     0.29611953
           -6.9      1.1175039     0.36020285     0.85313385     0.28765057      1.5195965     0.47144301
           -6.8     0.90279627     0.22195872     0.66490748     0.16136706      1.2734705     0.32340749
           -6.7      1.2998721     0.25769659     0.94725886     0.18768627      1.8595482     0.37598164
           -6.6      1.1970994     0.26472638     0.91164656     0.18752746      1.6213907     0.40146877
           -6.5      1.7680275     0.32152394      1.2896593      0.2446952       2.527499      0.4458847
           -6.4       2.072938     0.34488161      1.5321781     0.24883153      2.9104006     0.50733426
           -6.3       2.768626     0.40379969      2.0977933     0.31055421      3.7651752     0.54785587
           -6.2       2.736189     0.44177463      2.1794259     0.35148861      3.4907116     0.58300419
           -6.1      3.1579183     0.52861412      2.4299272     0.39874877      4.2458788     0.75686245
             -6      3.9008153     0.44496179      3.0860099     0.33786749      4.9880728     0.64669085
           -5.9      4.7074026     0.50341247      3.6842456       0.383168      6.1655571     0.72597134
           -5.8      5.2434528     0.54296885      4.1181651      0.4272191      6.8230974     0.76063783
           -5.7      8.0740325     0.68762583      6.1517116     0.53281893      10.905053     0.93529641
           -5.6      7.5117785     0.62787998      5.7803248      0.4780628      10.079124     0.87086223
           -5.5      7.5152175     0.63456368      5.7849037     0.47307898      10.002011      0.9081716
           -5.4       8.992497     0.71090602      6.9909803     0.55488161      11.848608     0.97234699
           -5.3      12.295631     0.83554711      9.4643967     0.63800948      16.382745      1.1605481
           -5.2      14.290932      1.0669637      11.107849     0.91350731       18.91958      1.3115185
           -5.1      19.206262      2.1350437      14.644514      1.6197128      25.906476      2.9692864
             -5      19.270976      1.0265466      14.887083     0.79489015      25.579241      1.4694238
           -4.9       24.92005       4.092263      18.947818      2.9652412      33.683525        5.80005
           -4.8        22.8115      1.1892659      17.509408     0.93783019       30.52524      1.5880288
           -4.7      25.297109      1.6247681       19.37607      1.2682747      33.914867      2.1731573
           -4.6      30.160962      1.4046155      23.121784      1.0867742      40.417978      1.9152778
           -4.5      35.393335      1.3444384      27.773446      1.0985665      46.031219       1.957187
           -4.4      39.192245      1.4998184      30.592017      1.1854583      51.254729      2.0430318
           -4.3      48.932709      2.4144939      37.849117      1.9341543      64.842752      3.1099056
           -4.2      45.915989      2.0560098       35.52812      1.7197962      60.766319      2.5728774
           -4.1      49.542578       3.569833      38.050455      2.4594825      66.209909       5.361319
             -4      58.461533      1.6923641      45.018523      1.3014774      77.816746      2.3276995
           -3.9      69.083338      2.4609022      53.718267        1.84499       90.85342      3.5253278
           -3.8      80.236141      6.8281529      62.482986      5.6141277      105.41525      8.4535055
           -3.7      80.758173      2.5186646      62.930362      1.9410041      105.81546      3.4722623
           -3.6      92.952664       2.521159      72.454139       2.339754      121.63867      4.3148226
           -3.5      96.241173      2.3241703      74.976267      1.7417085      126.09576      3.5635114
           -3.4       114.3524      2.9334052       88.19256      2.2902484       151.8433      3.9332034
           -3.3      119.08327      2.4709814      92.792869      1.9671301      155.80926      3.4917081
           -3.2      128.31054      2.8205431      99.223599      2.1378111      169.73973       3.935154
           -3.1      145.30767      3.5806712      112.72317       2.811541      191.49944      4.7558386
             -3      149.61448      3.4059194      116.05733      2.6081496      197.03834      4.6490141
           -2.9      167.82062      3.2609497      130.17509      2.5477744      221.08986      4.3777872
           -2.8      178.81828      3.5470759      139.86863      2.8164579      233.12712      4.7367206
           -2.7      193.07711      3.1116065      149.89634      2.3992699      253.98613      4.2767506
           -2.6       209.2038      4.2626599      163.50951      3.3500203      272.94945      5.6943549
           -2.5      229.39668      4.9517588      179.13337      4.0419013      299.65626      6.3624937
           -2.4      241.18969      4.7746439      188.06099      3.5285242      315.59769      6.8531587
           -2.3      254.48528       3.611369       199.0563      2.8205179      331.55908      4.9424158
           -2.2      274.67125      3.8450352      214.82636       3.037279      358.04586      5.1615455
           -2.1      297.68818      3.9954129      232.55794      3.2394839      388.47171      5.7287151
             -2      303.71652      3.8906957      238.54654      3.0611456      393.66436      5.4320758
           -1.9      321.51291      4.5837298      251.64344      3.4703721      418.78013      6.4651681
           -1.8      333.10817      4.1341198      261.22781      3.2434331      432.69948      5.5802641
           -1.7      359.47863      4.4783518      282.23671      3.5323596      466.55697      6.1135987
           -1.6      374.86484       4.304824       295.2166      3.4772254      483.97032      6.3954012
           -1.5      385.25245      5.3852746       302.3996       4.400103      500.18002      7.0080808
           -1.4      405.20919      5.3060506      319.67218      4.3180975      522.50661      6.9691254
           -1.3      413.00098      4.7468448      325.46363      3.7625199      533.19157        6.40531
