#          m_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
             10       3843.464      2.6179012      3180.7267      2.2515644      5745.5197      8.3202099
             20      1279.4777      1.6058329      1062.9707      1.3857123      1823.5166      4.3311368
             30      532.23386      1.0311079      444.37225     0.88697116      734.32373      2.5359719
             40      273.93293     0.71759479        229.664     0.61925288      368.45003      1.6139952
             50      160.49398     0.55335058      135.04949     0.48071195      212.12126      1.2015315
             60      102.11324     0.42823688      86.174518     0.37188202       132.6113     0.91447572
             70      69.403427     0.35789261      58.653378     0.30971681      89.158021     0.70943396
             80      48.907348     0.28159765      41.397933     0.24507966      62.156255     0.53690735
             90       36.42626     0.26525902      30.925606     0.23504798      46.151669     0.46962559
            100      27.240575     0.21663809      23.173027     0.18889692      34.228919     0.36207331
            110      21.135803     0.20029339      18.027804     0.17937304      26.305879      0.3850278
            120      16.550462     0.16560169       14.10765     0.14402392      20.361503     0.31115528
            130      13.257411     0.15135976      11.318987     0.13375404      16.028837     0.20049725
            140      10.567205     0.12561836      9.0012985     0.11048043      13.007065     0.22836539
            150      8.9304716      0.1217174      7.6256452     0.10594517      10.859623     0.19192951
            160      7.2991666     0.10709318      6.2199772    0.093448191      9.0508367     0.18958367
            170      6.1282795     0.10991361      5.2407578    0.095471443      7.4976801     0.19902541
            180      4.8635447    0.083957937      4.1486153    0.078692957      5.9714246     0.12408174
            190      4.3070001    0.079587087      3.6755262    0.070021123      5.1865507    0.096411336
            200      3.6052748    0.069219947      3.0728506    0.061788537      4.3405561     0.08238732
            210      3.0772373    0.090318164      2.6300842    0.078966759       3.743783     0.12782376
            220      2.8437187    0.072752036      2.4308429    0.063100851       3.426745    0.089733697
            230      2.5060096    0.083216073      2.1669255    0.074181905      3.0055855     0.13110753
            240      2.1009647    0.062712617      1.7980042    0.053365752      2.5701688     0.09817216
            250      1.7504555    0.054403819      1.4943685    0.047884893      2.1655401     0.10253903
            260      1.6900502    0.077818118      1.4329792    0.063386796      2.1288912     0.12595478
            270      1.4328695    0.049682301      1.2186714    0.042813311      1.7351139    0.062604968
            280       1.305596      0.0421767      1.1064147    0.036935891      1.6835296    0.091871773
            290      1.1601043    0.038138707     0.99042534    0.033934548      1.3999338     0.04679461
            300     0.96825351    0.033922967     0.82664358    0.029619737      1.1620937    0.041693598
            310     0.94648234    0.037828853      0.8064277    0.032928469      1.1418178    0.046119459
            320     0.86950543    0.042963972     0.73325405    0.034671303      1.1050861     0.10266143
            330     0.77848701    0.036454229     0.66335831    0.032206412     0.96957332    0.058677685
            340     0.69096473    0.031420737     0.59369619    0.028018292     0.82973137    0.038391132
            350     0.62329639    0.037479027     0.54395025    0.037117351     0.73192707    0.040397049
            360     0.52499578    0.027900673     0.44599801    0.024716216      0.6355994    0.033073555
            370     0.47834032    0.043241791     0.41266103    0.035076841     0.56618991    0.056702355
            380      0.4168011    0.022292405     0.35327124    0.019367818     0.50239243    0.027025798
            390     0.43783359    0.037065469     0.37783905    0.029446641     0.51403745    0.052570343
            400     0.37649297    0.023422532     0.32065879    0.020701636     0.45471533    0.028009577
            410     0.33002672    0.026315491      0.2806985     0.02326527     0.39988678    0.031714068
            420      0.2804004     0.01880227     0.23407789    0.016549707     0.34418147    0.022248669
            430      0.3173863    0.023448029     0.27163688    0.020722228     0.38281751    0.029628719
            440     0.25872511    0.022283816     0.21888112    0.018685193     0.31433592    0.028631761
            450     0.29803223      0.0694701     0.25464861    0.059368007     0.36187507    0.083598735
            460      0.2062244    0.015170368     0.17416789    0.013058167       0.249587    0.018416911
            470     0.19833722    0.016401097     0.16521517    0.014282059     0.24060208    0.019931464
            480     0.18955742    0.016073702     0.16227901    0.014377039     0.22659495    0.018620407
            490     0.14828008    0.013626181      0.1117282    0.064104115     0.15203691    0.013757476
            500     0.14828008    0.013626181      0.1117282    0.064104115     0.15203691    0.013757476
