#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
           -2.3       7737.908      41.181127      6443.0115      35.657588      11208.845      112.08352
           -2.2      7884.2197      40.821852       6569.029      35.338912       11409.29      114.98641
           -2.1      8138.6103      40.290468      6762.1806      34.089645      11990.273      120.30427
             -2      8284.2471      40.297105      6883.0228      34.573761      12078.009      117.79168
           -1.9      8504.2509      40.492604      7080.1212      35.080601      12309.264      115.86588
           -1.8      8735.1659       43.50675      7271.7551      37.944367      12449.572      112.09612
           -1.7      8945.1953      43.691165      7442.2412      37.954108      12771.693      115.07514
           -1.6      9031.5214      43.114598      7516.6145      37.313055      12900.933      112.49555
           -1.5      9227.5736      44.948346      7668.5134      38.694026      13145.376      118.15877
           -1.4      9393.4872      44.362367      7817.0232      38.656294      13281.496      116.75394
           -1.3      9527.1458      42.501773      7908.4604      36.665795      13648.734      117.58303
           -1.2      9730.0827      46.297737      8083.9493      40.058361      13848.381      118.70177
           -1.1      9772.2498      43.839946      8126.2813      37.928849      13832.138      123.32552
             -1      9880.0084      43.287277      8211.9755      37.604889      13760.844      115.60622
           -0.9      9904.4208      43.234749      8225.0503      37.492756      13870.518      115.50724
           -0.8       10088.82      45.333788      8387.5596       39.39015      14279.616      119.97269
           -0.7      10156.721      43.663378      8438.0854       37.91665      14375.849      118.78133
           -0.6      10125.552      45.307063      8404.7801      39.281925       14247.07      117.88477
           -0.5      10285.535      45.783699      8546.4742      40.224804      14402.759      118.23439
           -0.4      10372.932      47.690657       8612.067       41.36525      14555.848      115.98971
           -0.3      10354.127      44.927004       8608.596      39.371074      14411.328      116.45524
           -0.2      10378.969      43.963577      8624.3934      38.231531      14467.043      116.11132
           -0.1      10420.144      45.459659      8644.8555      39.626601      14673.711      119.54185
              0       10357.39      45.929045      8600.3638      40.009413      14465.372      121.91526
            0.1      10291.206      43.743826      8537.5904       38.02453      14340.927      115.33014
            0.2      10404.375      46.593309      8630.8286      40.921814      14761.355      120.93883
            0.3      10329.782      45.485084      8574.9523      39.662075       14457.22      117.28722
            0.4      10219.472      42.246906      8485.1216      36.404982       14458.17      119.57272
            0.5      10187.671      45.241105       8466.818      39.906416      14304.627      117.31157
            0.6      10173.372      43.884542      8447.9431      38.164766      14374.123      119.20903
            0.7      10048.147      47.053298      8355.8796      41.004269      13982.514      116.13419
            0.8      9996.0624      45.182626      8303.8991      39.486897      14066.497      115.00928
            0.9      9845.6497      44.643252      8181.8339      38.693678       13984.46      122.53965
              1      9803.4288      44.313023      8139.8375      38.255819      13983.142      118.57758
            1.1      9673.3124      44.710232      8035.2325      38.879181      13637.397      116.62937
            1.2      9474.1062      42.641421      7881.7044      36.974144      13294.251      114.42088
            1.3      9374.4339      45.861705      7786.1497      39.851451      13357.652      120.46565
            1.4      9231.2283      44.455288      7674.1512      38.723589      13276.949      121.59378
            1.5      9013.5918      41.343492      7500.9252      35.702836      12683.564      109.94008
            1.6       8805.114      40.127376      7315.6822       34.54275      12633.398      113.29701
            1.7      8675.0845      41.138488      7217.6663      35.491618      12399.727      112.54377
            1.8      8569.2117      43.174812      7132.9947      37.400452      12184.722      116.03864
            1.9      8335.1512      42.452979      6942.4632      36.957939      12003.148      120.19951
              2      8093.1527      41.490847      6730.0209      35.710268      11686.561       115.6467
            2.1      7865.4886      40.393018      6547.1949      34.946002      11422.978      112.96927
            2.2      7665.7006      40.109522      6383.6627      34.304403      11179.482      116.27095
            2.3      7402.4196      39.303281      6169.3667      33.515392      10748.489      112.44313
            2.4      7138.0234      39.719016      5949.9814      33.991643      10335.892      108.79287
            2.5      6901.5882      37.669627      5745.5044      32.022343      10143.959      113.10443
            2.6      6632.2408      37.550976       5521.044      32.412443      9657.7325      107.08959
            2.7      6361.8859       35.75516      5296.8245      30.509399      9279.8902      101.66263
            2.8      6107.5449      36.684459      5095.3083      31.523487      9057.2201      106.57485
            2.9      5887.7132       37.21672      4903.2706      31.580962      8646.3398      105.95108
              3      5558.3507      35.440501      4621.6454      30.223572       8365.951      101.25137
            3.1      5267.4115      33.577186      4384.5405      28.523622      7905.8298      97.812783
            3.2      4916.3837      31.995058      4090.5008      26.852836      7411.6958      96.627659
            3.3      4682.5727      31.529761      3898.6749      27.026584      7141.9674      96.287453
            3.4      4408.4598       30.63483      3664.1773      25.894623      6626.4723      92.622149
            3.5      4125.8429       31.50878      3430.8684      26.685446      6253.4532      89.558099
            3.6        3865.18      30.025886      3211.8545      25.105231      5855.1425      92.140928
            3.7      3518.3301      27.108358      2920.5298      22.877427      5263.6505      80.526941
            3.8      3308.7449      32.050521      2752.5248      27.410336      4975.5582      83.203194
            3.9      3007.4446      27.012656      2494.1927      22.402627      4606.1005      83.084775
              4      2734.9508      24.347045      2263.6528      19.851564      4209.1523      70.366722
            4.1      2409.3278      23.485151      1993.2675      19.148934      3792.7156      75.611659
            4.2      2247.1194        23.5596      1854.8598      19.578613      3560.0372      72.748965
            4.3      1968.6924      21.697624      1626.1487      17.501354      3047.1962      63.343071
            4.4      1755.3299      20.820714      1447.3904      17.404934      2821.8421      61.808118
            4.5      1572.3506      20.393845      1296.4353      16.272114      2437.3091      56.474164
            4.6      1343.3866      17.819736      1103.3897      14.446468      2228.3195      57.256781
            4.7      1169.8013       18.13365      962.16471      14.749292      1813.9243      54.151854
            4.8      1004.4247      15.848302      821.04977      12.521567      1670.0339      54.165718
            4.9       845.6845       13.73672      692.66467      11.119852      1400.0976      52.807027
              5       845.6845       13.73672      692.66467      11.119852      1400.0976      52.807027
