# dphi_Z_bjet1-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS-1bjet
              0      336.08819      2.2332123      272.51191      1.8978113      420.76426      2.8840969
            0.6      394.51836      2.3377323      320.46686      1.9281539      493.14211       3.182793
            1.2      586.70126      2.9982153      481.90623       2.529518      728.57919       4.327992
            1.8       993.7359        4.94258      827.73589       4.343126      1225.7762      7.1006912
            2.2      1813.7579      7.1463201      1537.7788      6.3495156      2222.9469      12.881542
            2.6      3500.3591      13.484984      3022.3661      12.247323      4263.6103      22.712651
            2.9      6319.2319      20.471741      5512.0812      18.398152      8014.3124      51.628636
          3.142      6319.2319      20.471741      5512.0812      18.398152      8014.3124      51.628636
