# m_bbZ-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15   0.0063524606    0.006352143   0.0047795277   0.0047792887   0.0099015748   0.0099010797
             16    0.007681791    0.007681407    0.003820571   0.0038203799    0.053254922    0.053252259
             17  -0.0038262795   0.0038260882    -0.01028937    0.010288855  -0.0013359252   0.0013358584
             18    0.017953051    0.012853492    0.013903248   0.0099279052    0.025640748    0.018452018
             19    0.047868799     0.02699909    0.034124193    0.017845613     0.12286762    0.082889645
             20    0.025980807    0.015998962   -0.036596893    0.068967429    0.025980807    0.015998962
             21     0.12151181    0.040861675    0.091864636    0.029571989      0.2434812     0.11667899
             22    0.042348071    0.017684672    0.032980905    0.011420536     0.05785748    0.029409094
             23    0.080989429    0.026677139    0.061628091    0.020374431     0.15535994    0.056825988
             24     0.10184291    0.041540774    -0.33041464      0.5608878     0.10184291    0.041540774
             25     0.12918199    0.027723175     0.09119439    0.019364673     0.23476555     0.05845354
             26     0.20847411    0.042230263     0.15895089    0.030738803     0.32660493     0.15126512
             27     0.18769994    0.038739193     0.15237526    0.028403705     0.20394147    0.058238719
             28     0.17598494    0.039423991     0.13394211     0.02750196     0.33054375    0.093706945
             29     0.37062776    0.068811953     0.27438229    0.045888018      1.4158358     0.66354703
             30     0.27836408    0.054474393      0.2229807    0.040799242     0.61435075     0.21082319
             31     0.44876368    0.063379844     0.32797545    0.045665821      1.2725866     0.34990232
             32     0.41173904    0.067465402     0.31975401    0.048785989     0.63193346     0.22476053
             33     0.45856231    0.080174659     0.38820841    0.064726503     0.53905609     0.23100703
             34     0.51780272    0.087298274     0.42002808    0.063395779      1.0012793     0.55293996
             35     0.74516162    0.096414912     0.55950362    0.068418306      2.1651351     0.66676029
             36     0.66679939    0.085113919     0.52570146    0.065600797      1.1053756     0.23092478
             37     0.66024931    0.093416788      0.5205102    0.060848942      1.2059397        0.93811
             38     0.86027087     0.10538827     0.68997462    0.085412379     0.97218188     0.46804614
             39     0.98769656     0.20910079     0.88165156     0.19148436      1.0971224     0.31868812
             40     0.78386329    0.081913403     0.62316092    0.062595741     0.88608387     0.22080973
             41      1.0163797    0.091504393     0.77179503    0.068003446      2.0549817     0.35252242
             42      1.0429779    0.096040169     0.80369713    0.068255625      2.5091968     0.82072069
             43      1.0918204     0.11181874     0.86169806    0.081384855      2.0873931     0.77301508
             44      1.4103459     0.11484356      1.1176867    0.089011224      2.6903089     0.38081595
             45       1.170233     0.12295186     0.95723877     0.10584414      2.1960532      1.0869165
             46      1.6024355      0.1529258      1.2497354     0.11030349      2.5629025     0.45097005
             47      1.5224334     0.12205534      1.2180121    0.092532462       2.651329     0.47184034
             48       1.426784     0.15047602      1.1525375     0.10243768      2.2658137     0.64329248
             49      1.7438271     0.13123049      1.4479086     0.11279726      2.3372533     0.46132761
             50      1.6699079     0.13988931      1.3135002     0.10277408      3.3723332      1.2567558
             51      2.1643229       0.175314      1.7297026     0.13509487      3.2961963      1.0308694
             52       2.276176     0.17463765      1.8123736     0.13547815      4.0704497      1.0076007
             53      2.1393754     0.15215482      1.7128205     0.11508694      4.4531736      1.1438541
             54      2.5985315     0.18945568      2.0748185     0.16152571      4.2917756      1.4179148
             55      2.7393035     0.17368588      2.1936909     0.13244876      5.2159582      1.3110676
             56      2.9985561      0.2096154      2.3626376     0.15745387      4.8791681     0.57409655
             57      3.0746774     0.20157222      2.4650092     0.15376421      6.8195714      1.2492767
             58      3.5551547      0.2496281      2.8290406     0.21206434      6.9233984      1.4395164
             59      3.5783608     0.22928269      2.8790851     0.18699549      7.9948531      1.3638062
             60      3.7225404     0.20526744       3.021034      0.1684075      6.1247925     0.88850244
             61      3.9313725      0.2705992      3.2012021     0.23201835      7.2629919      1.2371656
             62      4.2084168     0.20667924      3.3877622     0.16629134      5.3147885     0.85139443
             63      4.6405287     0.23648336      3.7261972     0.18880135      7.5525529      0.8601766
             64      4.9384873     0.31072396      4.0095667      0.2488624       7.394255      1.5411576
             65      4.8281402     0.25910974      3.9315761      0.2243942      6.8367374     0.96806007
             66       5.454711     0.28619034      4.3936938     0.22452837      9.8172185      1.1213276
             67      5.9738906     0.28872027      4.8192984     0.23603727      11.364641      1.7836258
             68      6.1505456     0.32041799      4.9227473     0.24201241      11.558967      1.3077556
             69      7.4342012     0.39548363      6.0377487     0.32665576      13.394936      2.0026172
             70      6.8834507     0.35783012      5.5914327     0.29496127       9.930451      1.4710324
             71      8.0992299     0.41396085      6.5785975     0.36489409       15.92723      2.4993753
             72      8.9568308     0.46526718      7.2428884     0.39177319       18.08553      1.8643149
             73      9.3754264     0.38622057      7.5823352     0.31105043      15.456471      1.0751226
             74      10.341185     0.50505925      8.3862271     0.41975106      17.027769      1.6842987
             75       10.04431     0.34351177      8.0796206     0.27494799      17.140948      1.7042719
             76      10.622655     0.37769181      8.6756568     0.30329875      18.091039      1.6238861
             77       12.21179     0.50169386      10.029001     0.41544122      23.605319       2.295189
             78      13.622636     0.40291964      11.045609     0.32601022      22.019665       1.954584
             79      14.180492      0.4727298      11.464417     0.38329841      26.311524      2.4357266
             80      15.679724     0.47854906      12.733869     0.39416541      28.241973      2.2131379
             81      17.926877     0.57925012      14.582506      0.4738189      30.565524      2.2182898
             82      20.422212      0.6126892      16.620333     0.50849563      36.660472      2.5678375
