#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
            455    0.035686831     0.01120835     0.03055998    0.010753866    0.041801633    0.011641899
            460    0.032524567   0.0071750211    0.027076023    0.006239331     0.03994624   0.0087066529
            465    0.018898661   0.0049632865    0.015511319   0.0041413304    0.023234784   0.0061011274
            470    0.014725512   0.0043219492    0.012141122   0.0034017818    0.018091516   0.0059446366
            475    0.028480768   0.0056364569    0.022868779     0.00462046    0.035796653   0.0070785224
            480    0.022943583   0.0081873525    0.019020906   0.0069681859    0.028142638   0.0097550875
            485    0.017994843   0.0049748878    0.015084114   0.0041529006    0.021793874   0.0065539293
            490    0.024328957   0.0053683794    0.020173346   0.0044740731    0.029312344   0.0066675306
            495    0.025341418   0.0080780389    0.021118622    0.007358067    0.031799606   0.0094845304
            500    0.025341418   0.0080780389    0.021118622    0.007358067    0.031799606   0.0094845304
