#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      128.76084     0.77180647      106.41109     0.67903458      187.58781      2.1625206
              5      398.75678      1.4030439      329.32041      1.2293661      586.05774      3.7479661
             10      692.71507      1.9254674      573.24563      1.6859367      999.93512       4.781133
             15      1014.2424      2.3839064      840.23983      2.0783836      1460.3125      5.8468718
             20      1340.2137      2.6682235      1111.6144      2.3135028      1939.3321      6.7688785
             25      1634.9922      2.7334488      1356.9805      2.3436912      2395.1551      7.5718125
             30      1833.9435      2.7523294      1521.0142      2.3328194      2772.2184      8.3238339
             35      1779.1538      2.6427003      1473.3004      2.2085929      2765.5511       8.785058
             40      1334.7708       2.157922      1109.1589      1.8172492      1996.5116      6.9868484
             45      854.83279      1.6140886       714.3609      1.3796124      1189.3886      4.6247428
             50      547.94475       1.264507      459.11322      1.0954236      730.52999      3.0667525
             55      365.99523     0.98198485      307.05161      0.8548746      470.31937      2.0817867
             60      254.12176      0.8004742      213.07626     0.70066973      320.99906      1.6295764
             65      184.29734     0.69970823      154.50205     0.61876805      230.84565      1.3158851
             70      137.36436     0.53997203      115.18016      0.4773704       170.2237      1.0299956
             75      103.17301     0.46281879      86.469899     0.40935102      126.87574      0.8821773
             80      79.200716     0.39070142      66.352299     0.34064831      97.295498     0.63296588
             85      62.904833     0.37072915      52.672859     0.32496454      77.688904     0.68472101
             90      49.956549     0.29933693      41.822618     0.26261417      61.296215     0.54409075
             95      41.008592     0.30106899      34.317742       0.259306      50.103024     0.47597745
            100      32.712092     0.23964068      27.396948     0.20827916      40.250103     0.40398469
            105      26.941832     0.27821562      22.592693     0.27520803      32.742353     0.30752926
            110      22.410956     0.22171402      18.761953     0.19110867      27.200959     0.30471854
            115      18.647273     0.22117876      15.599698     0.19737417       22.95316     0.36557826
            120      15.282579     0.16086631       12.78119     0.14131001      18.559114     0.19726195
            125      13.182931     0.15158311      11.007818     0.13360008      16.060459     0.18336401
            130      11.185403     0.13747518      9.3299083     0.12002627      13.556823     0.16935546
            135      9.4482925     0.13612626      7.8408337     0.11553641      11.553716     0.17679515
            140      8.2603303     0.11944211      6.8637677     0.10556117      10.121682     0.14571244
            145      6.9711986     0.10394534      5.7791991    0.089938085      8.5199514     0.12813227
            150      6.1068049     0.11163995      5.0904316    0.098992715      7.4271157     0.14801883
            155      5.3582194     0.12359079      4.4555111     0.10854442      6.5424035     0.15029116
            160      4.5616609     0.08060483      3.7766701    0.068470797       5.587932     0.10103224
            165      4.1035037     0.11241087      3.4096152     0.10300069      5.0157041     0.12784884
            170      3.5960568     0.13678379      2.9790667     0.10771013      4.4003633      0.1802394
            175      3.0829745    0.067355011      2.5376537    0.057328821      3.8007228    0.083571119
            180      2.7435779    0.076562003      2.2635879    0.065619831      3.3708331      0.0943449
            185      2.3464681    0.058136141      1.9274071    0.049796134      2.9004616    0.071933678
            190      2.2302857    0.061624665      1.8458305    0.054055533      2.7347066    0.074525898
            195       1.906663    0.058943699      1.5813767    0.050836987      2.3394994    0.075848933
            200      1.8038038    0.054156545      1.5008167    0.047275894       2.198383    0.065854322
            205      1.5850424    0.061688769      1.3238461    0.057658479        1.92464    0.068735054
            210      1.4623763    0.051388781      1.2488755    0.059592047      1.7096886     0.10956526
            215      1.1604576    0.078497789     0.97209941    0.058427041      1.4067686     0.11317903
            220      1.1097558    0.052899754     0.91790133      0.0474862      1.3653051    0.060761731
            225     0.97249271    0.042609125     0.80734561    0.036431645      1.1878714    0.053480667
            230     0.92197533    0.038392524     0.76878943    0.033535201      1.1189824    0.046804154
            235     0.75488905    0.031123303      0.6138662    0.025882465     0.93997649    0.039564517
            240      0.7185388    0.037538995     0.58633568     0.03211504     0.89634232    0.046514958
            245      0.6784674     0.02934736     0.55404545    0.024396316     0.84178435    0.038391157
            250     0.60775583    0.030398654     0.50394151    0.025955957     0.73698108    0.037252293
            255      0.5767032    0.030597746     0.47635974    0.026426425     0.70790705    0.037483135
            260     0.45007372    0.024852248     0.37350646    0.020983777     0.54599943    0.031821474
            265     0.44490075    0.028138522     0.36800944    0.024663824     0.54272155    0.033493298
            270     0.42562528    0.025360911     0.34906503    0.022131575     0.52576801    0.031638652
            275      0.3539222    0.022818486     0.28486238    0.018939992     0.44829282    0.029105325
            280     0.42351472    0.085488812      0.3447349    0.063971222     0.53343077     0.12413759
            285     0.34454362     0.03692878     0.28256375    0.031319496     0.42338375    0.044849339
            290     0.29510752    0.023777056      0.2441312    0.020940287     0.36094618    0.027979411
            295     0.28149652    0.023509117     0.23179749    0.020300408     0.35293081    0.030599939
            300      0.2853452    0.025297895     0.23603647    0.021397868     0.34837642    0.031187108
            305     0.31935254    0.037200595     0.27216935    0.033992632     0.37945025    0.041782249
            310     0.19365108    0.021897177     0.15929633    0.018591264     0.23595814     0.02657371
            315     0.18323415    0.016653461     0.17175349    0.023835284     0.18468707    0.017905514
            320     0.19708573    0.026012795     0.16749388    0.025237779     0.23351024    0.027579723
            325     0.19004018    0.023552994     0.16121276    0.021637861     0.22588362    0.026348229
            330     0.16654777    0.028236963     0.14233489    0.026036649     0.19378902    0.030705595
            335      0.1608462     0.01775647     0.13319325    0.015161961      0.1971071    0.021959812
            340     0.14509778    0.016521632      0.1186572    0.014395821     0.18176361    0.019904064
            345     0.10056289    0.010744794    0.080855197   0.0088898479      0.1263797    0.013617586
            350     0.14332147    0.018452194     0.11936758    0.016454674     0.17201074    0.021055021
            355    0.099885708    0.010957746    0.082492683   0.0091174006     0.12147953    0.014099285
            360     0.09879557    0.012438606    0.082077958     0.01036241     0.12085557    0.016281554
            365     0.10325161    0.013321599    0.083569837    0.011198304     0.12988756    0.016855967
            370    0.074106181   0.0097250803    0.060198858    0.007777124    0.092440527    0.012945711
            375    0.078965728   0.0093668632    0.065659331   0.0079193454    0.094400688    0.011986054
            380    0.077637756    0.012385681    0.064388535      0.0111264    0.094050518    0.014458174
            385     0.06325315    0.012480279    0.050587913    0.010503774    0.081137146     0.01592827
            390    0.068927718    0.015117781    0.061085295    0.013909041    0.076097797    0.017450238
            395    0.054910944    0.017478596     0.04795754    0.011989553    0.060763742    0.027036235
            400    0.063643681    0.012797133     0.05560437    0.012244953    0.072458602    0.013477674
            405    0.042965217   0.0071040259    0.035563583   0.0057172809    0.051449331   0.0092368986
            410    0.061921142    0.010898426    0.050841122   0.0094805513    0.076977933    0.013334218
            415    0.056400905   0.0091754499    0.046202343   0.0079775582    0.069656017    0.011028792
            420    0.051899036    0.010382543    0.042394843   0.0086057411    0.064433563    0.013090351
            425     0.04259063   0.0063799914    0.033307559   0.0050151937    0.055350984   0.0083871015
            430    0.032373779   0.0074852883    0.027052874   0.0062266575    0.038806594   0.0095448381
            435    0.041807087   0.0077918498    0.035116874   0.0063984759    0.049262605    0.010201623
            440    0.030259901   0.0070352895    0.026423098   0.0062244226    0.034124941   0.0085689401
            445    0.039022362    0.007993361    0.033560827   0.0069930163    0.044341536    0.010323995
            450     0.03515815   0.0090682419    0.028200984   0.0078735695    0.044316003    0.010387116
