# y_bbZ-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      1.3104754     0.61066473     0.97070274     0.43371042      3.2496624      2.9184144
           -4.9      2.1643374      1.0482133      1.6364807     0.74519133      12.508132      10.826939
           -4.8      7.7546674      1.2909262      5.9206058     0.93862987      16.150428       5.344649
           -4.7      35.187655      4.1129082      27.393812      3.3462085      84.536681      13.433493
           -4.6      71.170632      4.2904585      55.930749      3.3778602      156.64695      20.559631
           -4.5      145.04997      6.5756978      115.93977       5.274905      277.98481      23.246982
           -4.4      268.11887       7.727684       214.0999        5.90864       538.7863      32.502526
           -4.3      448.83805      9.3271183      360.15284      7.4211727      827.46962      41.386912
           -4.2      705.30378       11.20517      567.33263      8.7345184      1358.6337      52.475897
           -4.1      1019.3612      14.677979      822.55562      11.762334      1933.2275      63.942603
             -4      1370.7159      15.190431      1113.2728      12.149236      2416.0055       64.41482
           -3.9      1768.1413      18.813176      1442.4562      15.052151      2989.9609      72.971425
           -3.8         2145.9      19.948555      1754.1361      16.001869       3726.432      80.087877
           -3.7      2518.8379      22.449034      2066.2843      18.212208      4230.1453      86.912883
           -3.6      2904.2605      23.504941      2385.8323      19.149995      4829.1624      85.871437
           -3.5      3263.6029      23.932636      2686.5955      19.397245      5461.0284      92.388813
           -3.4      3592.8259      24.697382       2959.252      20.256162      5855.0001      97.060265
           -3.3      3858.9262       26.12454      3178.4101      21.423794      6259.8759      95.881077
           -3.2      4084.3755      27.969185      3371.5773      23.374993       6559.346      102.69286
           -3.1      4322.7262      29.146552      3576.0526       24.45662      6986.5371      99.250154
             -3      4480.2044      28.253175      3700.7461      23.565521        7122.59      104.52918
           -2.9      4567.0442      28.856311      3781.6763      24.087627      7178.0625       102.9453
           -2.8      4726.2879      32.552673      3915.8693      27.557087      7453.8962      104.44668
           -2.7      4809.7635       33.17773      3983.3707      27.676301      7573.6883       108.5915
           -2.6      4833.3275      30.712346      4002.4711      26.402961      7511.9172       102.2339
           -2.5      4956.8768      34.453119      4108.6607      29.706629      7692.9359      103.76527
           -2.4      4954.3344      33.052704      4105.5681      28.108112      7665.1005      101.15901
           -2.3      5037.3464      33.773792      4170.9119      28.740512      7782.3689      105.95191
           -2.2      5020.4343      36.045686      4167.8981      31.387293      7760.5325      105.85737
           -2.1      5052.1731      36.509537      4191.3304      31.645337      7711.4305      107.90634
             -2      5062.0845      35.205608      4201.5787      30.506924      7710.2755      104.18606
           -1.9      5052.8257      37.918782      4194.1233      33.406491      7683.6216       100.2654
           -1.8      5128.0943      34.998879      4260.0409      30.413961      7807.6988      109.91561
           -1.7      5055.0277      32.886296      4197.5843       28.33368       7634.548      101.45639
           -1.6      5124.7205      36.030167      4260.3739      31.416681      7786.9356      103.71403
           -1.5       5106.746      34.696191      4252.3363       30.06751      7589.7943       105.3353
           -1.4      5095.2308      33.966114      4230.0605      29.325197      7693.5939      102.03071
           -1.3      5148.9169      33.521581      4281.6535      29.100771      7699.7861      104.67265
           -1.2      5146.5848      34.349816      4276.5128      29.563475       7686.321      102.05601
           -1.1      5055.2353      31.581418      4198.8265      27.291019      7595.0897       95.30855
             -1      5135.7341      34.570353      4274.1602      30.148075      7588.7873      99.334757
           -0.9      5172.0717      35.446299      4302.4762        30.4594      7701.2428      99.871874
           -0.8      5145.3459      35.246272      4278.7246      30.910478      7680.4084      99.536989
           -0.7      5132.6463      32.811281       4269.835      28.619958      7745.8537      102.60339
           -0.6      5211.7335      36.751301      4341.1487       32.14065        7618.92       100.2049
           -0.5      5189.5208      35.917975      4317.9501      31.702088      7780.4095      105.44508
           -0.4      5214.0098      38.179137      4344.4295      33.159148      7749.1034      102.43088
           -0.3      5179.5026      36.786745      4313.9957      32.195429      7683.7821      101.88681
           -0.2      5178.8039      35.432385      4309.0662      30.916156      7736.8641       102.3243
           -0.1      5167.9851      33.486937      4302.6163      29.050824      7657.1083      98.130843
              0      5110.2786      34.136736      4251.2914      29.738274      7555.2877      98.357871
            0.1      5170.9588      34.327149      4298.8259      29.396471      7821.5992      104.72166
            0.2      5135.2162      36.793459       4268.101      32.144041      7636.2888      104.29237
            0.3      5161.2809      34.534027      4290.0135      30.112972      7574.3217       101.0178
            0.4      5148.8863      33.440271      4282.8463      28.926347        7520.65      99.262464
            0.5      5110.3908      34.125111      4254.6553      29.990682      7563.0719      93.973626
            0.6      5219.8417      38.571284      4355.0998      33.959285      7661.4784      102.92909
            0.7      5177.7241      37.735348      4309.7751      33.319078      7693.1908      104.91104
            0.8      5129.6067      33.943053      4269.0496      29.812829       7505.944      95.927299
            0.9       5083.251      34.230793       4227.405      29.764942      7634.4132      103.93373
              1      5143.4468      32.577013      4275.8213      28.393241      7629.5208      106.73382
            1.1      5079.2594      33.326671      4221.1647      28.853622      7632.9712      101.99794
            1.2      5081.5746      34.100155      4222.2875      29.620987       7575.592      96.953225
            1.3      5112.5634      34.764765      4248.7418      29.847217      7671.1044      103.13639
            1.4      5089.1466      33.329875      4223.9171      28.365163      7757.1184      105.80932
            1.5      5115.6059      34.618843       4248.536      29.960306      7938.3152      108.99912
            1.6      5092.1518      34.947943      4227.0867      30.298132      7710.3792      101.94901
            1.7      4997.6646      31.965408      4139.5988      27.146897      7735.6556      104.92498
            1.8       5054.804      33.698057      4197.4287      29.051859      7640.1468      100.95678
            1.9      5055.1712      33.239904      4195.2386      28.623152      7739.9575      102.58368
              2      5060.8568      35.339319      4202.3144      30.648545      7661.1826      101.57654
            2.1      5025.3864      34.011213      4168.9376      29.368881      7704.5478      107.73447
            2.2      5026.9794      35.580939      4175.5061      30.701202      7697.5699      105.39121
            2.3      4926.1041      31.628202      4078.5448      27.043022      7506.6491       100.0027
            2.4      4878.5665      31.085941      4036.1248      26.204959      7638.6994       105.6429
            2.5      4914.5399      33.226357      4069.7611      28.559906      7753.1117       106.1719
            2.6      4789.5906      32.080923      3966.6945      27.843646      7450.2477       101.3946
            2.7      4755.5895      32.154717      3939.0544      27.294767      7441.2516       105.2844
            2.8       4594.139      31.656107      3795.4974      26.187112      7226.2246      107.05067
            2.9      4427.6619      29.568369      3664.4305       24.95405      6888.8174      98.973771
              3      4303.8828      30.208814      3558.3665      25.300517      6811.7979      102.65434
            3.1      4117.8135      28.352343      3396.1295      23.748364      6706.7233       104.0882
            3.2      3844.2394      26.117575       3168.813      21.435652      6181.3747      94.076289
            3.3      3614.3503      26.795623      2978.8874      22.262274      5957.9011      105.44694
            3.4      3258.8096      24.460269      2681.5658      20.225232      5423.0873      95.855982
            3.5      2945.3078       24.35925      2421.1208      20.763451      5022.0269      91.890629
            3.6      2535.7381       22.71901      2076.0581       18.62541      4304.2478      84.739307
            3.7      2141.7219      19.992592      1749.6485      16.128056       3786.156      84.448847
            3.8      1744.9048      18.591009      1422.2483      14.887618      3072.1697      72.025662
            3.9      1353.7011      16.340616      1097.0763      13.199096      2422.9416      67.189574
              4      1045.3921      15.845446      844.39966      12.560884      1938.4636      63.925572
            4.1      727.57901      12.011705      586.18646      9.5341599      1327.8036      49.562131
            4.2      450.15728      9.7392866      361.16568      7.3865997      894.28529      43.603423
            4.3      279.34096      9.1125788      223.22849      7.5469291      525.34498      35.982079
            4.4      153.64496      7.3228629      123.02236      5.9830949      282.68542      21.237837
            4.5      68.654842      3.4947019      53.909079      2.7071233      142.98046      17.020334
            4.6      28.830707      2.8460176      22.669397      2.2173938      43.698704      11.029989
            4.7      7.4373625      1.2469448      5.8216149     0.94314727      15.092485        3.89133
            4.8      2.2329344     0.57316244      1.6622612     0.39291203      8.9308814      5.0777297
            4.9     0.71671653     0.49579036     0.60187391     0.32032935      1.9036809      7.0158092
              5     0.71671653     0.49579036     0.60187391     0.32032935      1.9036809      7.0158092
