#         pt_b2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4578.7693      4.2239985      3754.4919      3.5555311      7172.4975      14.220394
              5      4179.2732      4.0092841      3463.5303       3.445442      6092.1163      11.512239
             10      1946.0171      2.8009466      1630.3414      2.4452329      2647.2825      6.6647428
             15      947.84935      1.9717521      800.25115       1.733535      1240.9803      4.0882803
             20      503.02937      1.3966962      427.11692      1.2417525      638.67818      2.6131456
             25      291.00332      1.0362033      248.21118     0.92934749      362.03707      1.8723661
             30       179.6126     0.83937762       153.7573     0.75447106      222.44051      1.4811257
             35      116.47627     0.63330371      99.855247     0.56487237      142.30585      1.0154848
             40      79.335492      0.4870341      68.004311     0.43452228      95.948306     0.75233003
             45      54.796387     0.44814583       47.14242     0.39834121      65.772679     0.73425432
             50       39.31338     0.33800481      33.809233     0.30526975      46.935833     0.49816685
             55       28.60266     0.28600294      24.597932     0.26470009      34.079488     0.41538412
             60      22.068372     0.26519901      18.945011     0.23206806      26.089241     0.34420666
             65      16.442073     0.21448425      14.116118     0.19211894      19.592358     0.30087766
             70      13.086355     0.18608577      11.241789     0.16670811      15.907695     0.34469059
             75       10.42098     0.18058485      8.9576855     0.16187028      12.317321     0.21445632
             80      8.1343589     0.14723725       7.000338     0.13213687      9.5707539     0.19187825
             85      6.7290639     0.13426625      5.8305476     0.12142366      7.8992437     0.16179278
             90      5.4022599     0.12285696      4.6165863     0.10864048       6.522949     0.20266273
             95      4.4992134      0.1609469      3.8897699     0.13006156      5.3363324     0.24154359
            100      3.9014236     0.15115954      3.3623553     0.13517383      4.5825195     0.17161122
            105      3.1704394     0.11053663      2.7483784    0.097908036      3.7097971     0.13216688
            110      2.6521087    0.083953414      2.2956667    0.076407811      3.1027885    0.097336854
            115      2.2082653    0.083962232      1.9196658    0.076661438      2.5786808    0.097933251
            120      1.9742179     0.07562516      1.7396063    0.075161878      2.2637471    0.081866573
            125       1.679137     0.11318361      1.4786356     0.10416945      1.9213563     0.14111709
            130      1.4274855     0.07697765      1.2430683    0.069886079       1.667793    0.090989888
            135      1.1308844    0.052734546     0.98363415    0.046893489      1.3228809    0.063284041
