# pt_Z-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      599.17649      2.0369429      483.27795      1.6196635      1177.5334      7.5105197
              5      1407.6612      2.9157976      1149.4943      2.4084843      2521.2512      10.043329
             10      1621.8941      2.8934159      1339.4581      2.4562415      2618.6313      9.1402863
             15      1519.3986        2.74447      1264.5065      2.3655695      2277.2782      7.6139008
             20      1302.2586      2.4313021      1088.9373      2.1213971      1831.2682      6.1457496
             25      1082.5125      2.0890211      907.10549      1.8409027      1473.6147      4.9617785
             30      884.61055      1.7640884      741.74477      1.5573424      1172.1474      4.0174263
             35      725.82064       1.598459      608.12998       1.416326      941.38562      3.3364326
             40      591.94705       1.349985      495.89259      1.1963123      756.35459      2.7361519
             45      489.04733      1.1692826      409.19407       1.036499      621.31626      2.2491074
             50      406.43556      1.0535071      339.95295     0.93541305      511.92283      2.0294948
             55      336.19038     0.93339642      281.01765     0.83230022      418.47754      1.6654993
             60      281.87794     0.77602471      235.29428     0.68453133      349.55711      1.3423155
             65      236.50008     0.70940567      197.39088      0.6407318      291.12585      1.2202419
             70      198.36794     0.63462062      165.38144     0.56214442      245.88503      1.0387793
             75      169.37072     0.59575329      141.12136     0.52556543      208.19442      1.0035132
             80      145.25428     0.55578673      120.99472     0.49164927      178.55648      0.8780395
             85      122.64818     0.51225165      102.14952     0.45588502      151.67634     0.87210919
             90       105.8405     0.42348457      88.078892     0.36981286      129.75801      0.6816541
             95      91.283734      0.3951591      75.778785     0.33830753      112.79585      0.6217744
            100      78.881558     0.36086591      65.613979     0.31698158      96.695647     0.61474153
            105       67.57242     0.36250507      56.070953     0.33146323      82.946983     0.47037211
            110      58.721271     0.29665105       48.71925      0.2552974      72.174533     0.47812886
            115       51.73709      0.2871525      43.070308     0.26198181      63.280876     0.40257269
            120      44.811057     0.26300434      37.175321     0.22961913      54.944068     0.33319676
            125      39.653718     0.26126909      32.857803     0.22621979      48.489065     0.33204687
            130      34.515295     0.24871828      28.596095     0.22596705      42.314007     0.29444713
            135      30.440191     0.21772509      25.192793     0.18910838      37.386028     0.27296345
            140       26.68382     0.19150293      22.036262     0.16441431      32.776468     0.24213661
            145      23.961872     0.19268148      19.739274     0.16737606      29.579701     0.24514196
            150      21.032012     0.17961575      17.346944     0.15589322      25.880753     0.22529513
            155      18.977629     0.17846766      15.641652     0.15655155      23.391038     0.22673429
            160      16.557879     0.14953779      13.627474     0.12741668      20.456959     0.19287997
            165       15.00053     0.14286705      12.340167     0.12197581      18.478732     0.19819537
            170      13.065301     0.13230026      10.749135     0.11421304       16.08598     0.17236204
            175      12.058865     0.14543631      9.9330768     0.12710225      14.891299     0.18568598
            180      10.952729     0.15647844      8.9941589     0.13795623      13.525177     0.18565251
            185      9.8005837     0.15942377      8.0600266     0.13073179       12.08565     0.21605991
            190      8.6972361     0.10681811      7.1375718    0.091757233      10.755105     0.13848478
            195      7.8108576     0.10613636      6.4237469    0.092040213       9.606206     0.13333075
            200      7.0048761    0.097811575      5.7307413    0.084894068      8.6835125     0.11962838
            205      6.6702738    0.098733309      5.4916862    0.084713899      8.2308259     0.12673295
            210      5.8538555    0.090686908      4.7994073    0.079276064      7.2289697     0.11055261
            215      5.4374738    0.085494229      4.4890431    0.082551283      6.6508951     0.13914818
            220       4.730853    0.077106047      3.8561372    0.065190206      5.8959727    0.099474763
            225      4.4359599    0.076017988      3.6234702    0.064990476      5.5059947    0.094824779
            230      4.0541985     0.10176171      3.2996501    0.083115447      5.0458038     0.13353457
            235        3.78916     0.08039968      3.1101014    0.072560242      4.6738277    0.094980915
            240      3.3471421    0.064401857      2.7277496    0.053825699      4.1596165    0.082117617
            245      3.0070252    0.066682004      2.4620296    0.056516464      3.7323335    0.088171125
            250      2.8273606    0.059331336      2.2917772    0.049603976      3.5399399    0.075131306
            255      2.7051018    0.063358721      2.2035011    0.054864479      3.3741295    0.078370192
            260       2.411337    0.062909941      1.9729605    0.056907632       2.998593    0.075534133
            265      2.2241779    0.055955139      1.8195817    0.049215172      2.7507886    0.069135727
            270      2.0259503    0.049950009       1.656995    0.043353653      2.5033146    0.062488143
            275      1.8564859    0.053655451      1.5061217     0.04293532       2.324382    0.072982625
            280      1.6955372    0.045090508      1.3704706    0.037080311      2.1280323    0.058855151
            285      1.6457578    0.051508616      1.3416478    0.045047162      2.0585887     0.06518194
            290      1.4886721     0.04457019      1.2137937    0.037793096       1.847674    0.056469838
            295      1.3561959    0.039286967      1.0967271    0.032431141      1.6995087    0.050466791
