#   total-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      8604.7516       7.575009       6893.889      6.2173547      10914.139      9.8464749
              1      8604.7516       7.575009       6893.889      6.2173547      10914.139      9.8464749
