#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      694.15112      13.243084      565.35935      10.729134      1114.2048      38.461371
           -4.9      807.97443      12.970887      659.24325      10.183487      1328.3016      44.630034
           -4.8      1001.0874      15.757636      816.72511      12.724766       1635.476      48.551638
           -4.7      1200.6461      17.130155      982.34839      13.747389      1981.6444      54.232669
           -4.6      1346.6874      20.395312       1104.808      16.081093      2198.8763      61.920141
           -4.5         1564.8      18.275701      1286.2003      14.818217      2534.0083      59.163202
           -4.4      1786.6987      20.984537      1472.5905      17.045701      2882.4533        65.1123
           -4.3      2037.6022      21.016564      1678.2858      17.157963       3235.658       68.14904
           -4.2      2309.7679      25.154232      1905.3704      20.299975      3640.3851      73.377605
           -4.1      2537.1371      23.439214      2097.6143      19.060168      3996.7975      75.662707
             -4      2817.5151      24.293109      2331.3265      20.033976      4416.0532      77.718367
           -3.9      3123.9135      27.043757      2586.4836      22.174267      4956.1365      84.214939
           -3.8      3384.5552       25.89957      2809.6912      21.073186      5063.8317      79.431083
           -3.7      3665.4355      28.542628      3046.5409      23.960393      5621.8222      87.071721
           -3.6      4019.0723       30.01873      3340.7277      25.073531      6267.8311      93.662508
           -3.5      4330.8211      29.071338      3602.4182      24.147179      6699.4473      96.394277
           -3.4      4663.0419      33.203972      3881.6344      27.811588      7020.9964       97.38587
           -3.3      4966.8217       33.62671      4135.3188      28.562254       7418.406       97.56633
           -3.2      5286.6489      36.782875      4402.0928      31.067204      7909.1693      100.81688
           -3.1      5535.8756      35.213306      4607.6091      29.491669       8258.734       103.4651
             -3      5812.8723      35.963042      4848.6299      30.686105       8651.911       103.8758
           -2.9      6049.7324      35.099159      5043.4909      29.837009      8840.4308      101.97262
           -2.8       6383.762      36.451047       5319.262      31.085651      9372.5151      100.08346
           -2.7      6651.7507      39.562544      5546.6473      33.959438      9822.2039      109.89479
           -2.6      6940.2517      38.702577       5777.144      32.931251       10241.76      114.24171
           -2.5      7203.6588      38.326048      6004.4243      32.531181      10478.796      112.55042
           -2.4      7437.9533      40.564401      6197.7112      35.573976      11014.477       113.1301
           -2.3      7730.2075      40.143149      6439.2987      34.441358      11351.099      116.63992
           -2.2      8003.4685       41.08184      6665.2873       35.16217      11605.157      116.65612
           -2.1      8247.7701      42.783931      6865.4364      36.614626      11953.245      117.33528
             -2      8271.7121       37.43233      6877.7504      31.888376      11932.252      112.90057
           -1.9      8547.8448      40.944309      7116.7312      35.513188      12258.314      115.50409
           -1.8      8857.3425      44.278099      7369.8041      38.329363      12612.093      116.49132
           -1.7      8989.7918      43.602726      7484.5933      37.676811      12739.704      115.04153
           -1.6      9185.1991      43.818646       7650.207      38.107033       13161.74      116.91113
           -1.5      9424.8431      44.933887      7844.4473      39.118945      13177.959      111.20918
           -1.4      9571.7459      46.185443      7961.8151      39.957895      13539.028      121.13154
           -1.3      9667.2993        42.3882      8036.9047      36.754384       13627.14      113.21309
           -1.2      9787.6106      44.138278      8130.9108      38.481343      13693.858      114.72907
           -1.1      10042.835      45.930527      8344.6703        39.8679      14193.066      118.20191
             -1      10058.343      43.989656      8360.2279      37.945193      14050.398      117.24064
           -0.9      10253.093      46.038446      8512.8606      39.862273       14496.71       121.1162
           -0.8      10352.967        46.0602      8604.8829      40.120045      14487.678      117.61671
           -0.7       10313.78      45.313824      8571.4568      39.552061      14556.167      120.19687
           -0.6        10434.7      45.502598      8670.9828      39.788901      14501.839      116.83655
           -0.5      10500.889       43.28826      8715.6343      37.716442      14741.772      116.14984
           -0.4      10550.974      44.832113      8766.2053      39.044958      14694.854      114.89894
           -0.3      10733.438      47.956794      8930.8605      42.379683      14919.968      121.91372
           -0.2      10628.689      44.538371      8831.4714      38.683686      14574.287      111.68853
           -0.1      10615.989      45.244217      8811.4419       39.45176       14784.08      117.27388
              0      10558.529      45.137061      8757.3599      38.993263      14766.282      117.86966
            0.1      10619.049      46.492936      8810.6298      40.707394      14980.042      122.65043
            0.2      10595.365      44.706573      8791.1083      38.419623      14796.951      120.53814
            0.3      10541.499       43.69946      8756.8654      38.162806      14687.495      118.48159
            0.4      10508.064      44.614799      8718.5008      38.796369       14755.46      114.84547
            0.5       10503.65      45.991963      8735.3909      40.229547      14579.673      116.12468
            0.6      10409.737      45.002349       8640.361      39.100636       14679.72      119.66271
            0.7       10290.57      46.143214      8548.5241      40.250342      14465.129      118.61221
            0.8      10173.795      44.190655      8452.3639      38.216002      14228.268      116.43904
            0.9      10076.233       45.53021      8370.5586      39.706568      14177.901      117.81121
              1      9987.9599      42.944049      8296.7525      37.152814      14092.417      115.63788
            1.1       9762.502      44.449928      8117.1613      38.625511      13660.365      114.64745
            1.2      9726.7491      45.104956       8088.148      39.241382      13697.759      117.12822
            1.3      9565.5034      44.687809      7948.4355      38.827982      13509.964      117.81222
            1.4      9307.2491      43.698448       7734.905      37.781533      13344.254      114.79478
