#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
            1.5      9150.1901      42.721432       7606.018      36.703745      12907.252      116.31434
            1.6      9026.9252      45.422967      7506.4376      39.615109      12894.011      119.35857
            1.7      8847.0842      43.376758       7361.125      37.521097      12668.579      120.00644
            1.8      8559.4593      41.949562      7125.1419      36.147436      12331.881      118.47229
            1.9      8401.7748      41.501192      6999.9818      35.772229      11819.866      109.81743
              2      8140.4681      41.593017      6783.3175      35.852461      11828.502      114.15558
            2.1      7910.0168      39.465775      6590.9392      34.119078      11391.759      113.35154
            2.2      7620.8895      39.627133      6352.3302       33.85788      10849.066      108.67506
            2.3      7462.0052      39.414258      6218.9921      34.102345      10824.055      107.79039
            2.4      7169.3462      39.418496      5972.3741      33.700234      10436.351      110.31681
            2.5       6935.959      38.996642      5778.1347      33.127136      10395.356      116.77106
            2.6      6626.5751      36.454085      5517.7247      30.918088      9806.3979      110.76006
            2.7      6437.5964      40.622464      5375.8782      35.350267      9489.3584       107.3307
            2.8      6071.3854      34.538513      5059.8208      29.249421       9025.242       106.5297
            2.9      5816.5743      36.869349      4843.5407      31.108682      8672.3886      107.97118
              3      5475.1066      34.912977      4558.0069      29.676664      8169.0921      103.67319
            3.1      5237.1123       34.04804      4354.5671      28.942698      7953.8542       100.8533
            3.2      4907.8094      32.782355      4086.4788      27.732005      7361.9779      98.791623
            3.3      4574.5176      31.811332      3807.3198      27.304229      6975.0846      97.822395
            3.4      4351.0062      32.004177       3618.412      27.071114       6610.058      95.634969
            3.5      4001.0235      30.199303      3326.0623      25.426511       6078.318      87.192108
            3.6      3754.0002      31.064232      3115.6694      26.074495      5749.0242       87.22103
            3.7      3424.7855      27.757313      2838.6354       23.26604      5276.1067      83.583447
            3.8      3123.8912      26.918994      2589.7253      22.588468      4885.3078      84.926457
            3.9      2856.1084      26.486652       2366.002      22.566163      4413.2703      80.143223
              4       2563.773       24.82978      2116.4546       20.29752      4148.9331       79.07208
            4.1      2299.8931      23.872234      1892.1651       19.55562        3706.68      75.658798
            4.2      2044.4565      21.694588      1682.8221      17.825919      3409.9674      74.530922
            4.3      1791.2433      20.479948      1475.1133      16.617286      2866.1473      65.817225
            4.4      1580.8785      19.491847      1300.8501      15.824641      2533.5939      61.334399
            4.5      1370.6874        19.8891      1125.1091      15.944474      2270.4354      59.707855
            4.6       1161.898      18.120569      951.05818      14.348524      1923.3719      56.032669
            4.7      1052.5857      19.309111      859.14597      15.767795       1764.487      55.115828
            4.8      828.66653      13.877249       674.3684      11.125521      1374.5775      48.804673
            4.9      700.13666      14.099105      568.90682      11.208638       1168.916      44.800504
              5      700.13666      14.099105      568.90682      11.208638       1168.916      44.800504
