#       pt_lep1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      5.9971475     0.16581296        4.74676     0.13019422      12.488279      0.7748995
              5      63.267127     0.53143017      51.097345     0.42911635      116.71635      2.2629347
             10      193.95975      1.1305096       158.3063     0.97477073      332.54407      3.5553736
             15      383.70118      1.7489728       315.4203      1.5161465      619.47891      4.6687816
             20       618.6123      2.3011507      510.72347      2.0050047        983.851      5.8053204
             25      880.86044      2.4928053      728.44488      2.1504944      1371.9601      6.5669311
             30      1199.0556       2.614682      992.89636      2.2285288      1860.1576      7.4066477
             35      1697.2102      2.7924927      1405.8874      2.3577615      2642.6649      8.6761789
             40      2220.6256      2.8691511       1843.605      2.4280515      3384.1777       9.365823
             45       1583.787      2.1774793      1322.7505       1.867641      2213.1586      6.3217921
             50      1051.7438       1.700619      879.98324      1.4721068      1400.3517      4.2212536
             55      721.75672      1.3628941      604.06479      1.1920966      931.58166       3.032958
             60      513.13004      1.1073589       428.9146     0.96554496      648.04259      2.2424819
             65      378.86763     0.96928637      316.52166     0.86076851       474.5624      1.8159295
             70      286.43745     0.75157144       239.0127     0.65719631      355.90837      1.3833062
             75      220.21381     0.65177389      183.48387     0.57098336      272.06549       1.229504
             80      172.15846     0.55521525      143.45798     0.48567272      212.25267     0.91538685
             85      138.61742     0.50778252      115.40678     0.43971675      170.98091     0.88253183
             90      111.41023     0.46477158      92.702371     0.40818471      137.22272     0.72875303
             95      91.088329     0.40446785      75.747159     0.34902709      111.77652     0.60487288
            100      74.374822     0.35019449      61.844382     0.30336456      91.565375     0.50529182
            105      61.734401     0.37747402      51.346812     0.35524719      75.797483     0.57791132
            110      51.531309     0.29238343      42.721221      0.2510664      63.321745     0.39298592
            115      43.202912     0.28700804      35.790615     0.25309305      53.101397     0.36877896
            120      36.536402     0.24247616      30.246194       0.210907      44.828237     0.30234577
            125      31.519735     0.23030787      26.087586     0.20445711      38.745694     0.28274556
            130      26.488966     0.19464107      21.832268     0.16669573      32.618803     0.24431484
            135      22.982036     0.19436342      19.005107     0.17021677      28.231229     0.24678659
            140      19.833806     0.17042322      16.349601     0.14882207      24.440776     0.21069919
            145      17.135156     0.16520123      14.075809     0.13937372      21.210452     0.21409986
            150      15.073605      0.1515307      12.391911      0.1310106      18.592736     0.19912342
            155      13.173242      0.1557482      10.812302     0.13398269      16.320557     0.19376117
            160      11.430911     0.13778432      9.3844929     0.11835736      14.142849     0.17423706
            165      9.9527604     0.14152929      8.1721295      0.1256884      12.345917     0.17285357
            170      8.9787088     0.16198844      7.3747408     0.13111038      11.070739     0.21006992
            175       7.753299     0.10301532       6.351431    0.087236829      9.6028857     0.12932844
            180      6.9618141     0.14406207      5.7175472     0.12930421      8.5601202     0.17396928
            185      6.1856741     0.09396701      5.1006076    0.085287077      7.5811928     0.12381241
            190      5.5601071    0.092748065      4.5783403    0.080682478      6.8356048     0.11881037
            195      4.9500682    0.085149816      4.0540554    0.072285509      6.1378972     0.10845749
            200      4.5334944    0.079176774      3.7159579    0.067568669      5.6134513    0.099036817
            205      3.9708257    0.092533025      3.2659113    0.082979295      4.8940656     0.10835791
            210      3.6421613    0.079953204      3.0214875    0.080799116      4.4528785      0.1624633
            215      3.1009393    0.091214309         2.5491    0.069827602      3.8183983     0.12784021
            220      2.8745137    0.071905587      2.3420029    0.062731737      3.5932071    0.088146856
            225      2.5517689    0.060582209      2.0868068    0.052022694      3.1645312    0.076442347
            230      2.4321412    0.058136225      1.9848108    0.049332465      3.0315941    0.074462316
            235      2.0748383    0.050382495       1.683516    0.042179219      2.5889879    0.063758332
            240      1.9446307    0.054141992      1.5751696    0.045327493       2.436861    0.068411759
            245      1.8133397    0.049444167      1.4771083    0.041850459      2.2561712    0.063134471
            250      1.5752865    0.047841301      1.2869427    0.040194327      1.9459334    0.060178287
