qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NLO.CS.32.CA.QCD)     

independent    1              0.5            2124.9729       +- 0.36852748     
independent    1              1              1429.2383       +- 0.42511799     
independent    1              2              724.87005       +- 0.53005228     
