qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NNLO.QT-CS.42.VT2.QCD)

independent    0.5            2              12369.432       +- 8.4926551      
independent    1              1              7578.4204       +- 5.165713       
independent    2              0.5            4793.1244       +- 3.2562791      
