# pt_Z-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      199.98064     0.45253401      162.16701     0.34803463      265.49698     0.70251742
              5      503.14111     0.69538472       407.6501     0.53627388      661.05986      1.0550236
             10      633.06084     0.75984411       512.1726     0.59015979      823.16789      1.1242495
             15      645.91738     0.75090468       521.9605     0.58595189      834.07536      1.0856204
             20      601.86281     0.71630036      486.15697     0.56173534      772.74783      1.0182118
             25      539.57137     0.67294511      435.63119     0.52936383      690.34552     0.94123644
             30      472.87347     0.62770995      381.90114     0.49871461      602.81924     0.87723761
             35      411.02636     0.59131512      331.76295     0.46879932      523.28084     0.81535388
             40      352.79374     0.53983405      285.00446     0.42858122      447.83763     0.73901993
             45       304.3514     0.50070903      245.78453     0.39928799      386.05279     0.68454427
             50      261.06687      0.4655174      210.86863     0.37042524      330.72444     0.63122219
             55      222.67013     0.42797024      179.88775     0.34295085      281.74396     0.58325981
             60      192.29709     0.40153149      155.33777     0.31911223      243.20239     0.54011046
             65      164.91629     0.36877921      133.35238     0.30208349      208.17397      0.5165731
             70      140.87908     0.34081794      113.87362     0.27187559      177.84955     0.45645277
             75      122.32118     0.31727924      98.923677     0.25609323      154.25533     0.43203548
             80      105.82044     0.30348438      85.524566     0.24125514      133.51743     0.40821296
             85      90.606228     0.27394412      73.293472     0.21876906      114.15989      0.3645012
             90      79.292122     0.25633573      64.174994     0.20518833      99.818457     0.34213882
             95      69.063898     0.23923602      55.815493     0.19109628      87.110629      0.3172383
            100      60.032935     0.22308745      48.597695     0.17887559      75.535066     0.29811696
            105       52.07869     0.20815157      42.091053     0.16717149      65.650208     0.27944554
            110      45.600745     0.19648794      36.908485     0.15680402       57.36123     0.26011847
            115      40.070309     0.18236325      32.502755     0.14888596      50.276482     0.24714515
            120      34.989704     0.17073445      28.315492     0.13633956      43.961328     0.22773808
            125      31.097048     0.16158962      25.094863     0.12866984      39.196931     0.21652488
            130      27.219732     0.15420361      21.990021     0.12272269      34.242608     0.20969148
            135      24.058427     0.14135029      19.413486     0.11276698      30.308649     0.18872964
            140        21.4122       0.135771      17.256345     0.10755121      27.012535     0.18302374
            145      19.141788     0.12640897      15.387227     0.10040465      24.209952     0.16978626
            150      16.873536     0.12031129      13.586391    0.095701268      21.283707     0.16420597
            155      15.175419     0.11274048      12.200144    0.091016479      19.177833     0.15468201
            160      13.388559     0.10766955      10.757106    0.085286628      16.930548     0.14553979
            165      12.150804     0.10072401      9.7540072    0.079725577      15.372754     0.13550822
            170      10.682897    0.093987791      8.5767556    0.076740666      13.513427     0.13351185
            175      9.7181947    0.089551173      7.8088382    0.071366767      12.279749     0.12155866
            180      8.8553267    0.087045475      7.0937906    0.068671272       11.22521     0.11736586
            185      7.9347741    0.081419854      6.3606122    0.065018295      10.054326      0.1110467
            190       7.108444    0.077084201      5.6993161    0.062053781      8.9963971     0.10788784
            195      6.4207122    0.072933556      5.1460657    0.058270343      8.1208545     0.10126633
            200      5.8102998    0.069821449      4.6440127    0.054938717      7.3794695    0.093980792
            205      5.3976858    0.067929473      4.3283099    0.053865019      6.8270153    0.093497987
            210      4.8170373    0.063428934      3.8534513    0.050072208      6.1080949    0.085961043
            215      4.4729904    0.061009986      3.6078512    0.061519616      5.6041684     0.12195269
            220      3.9452548    0.057487161      3.1391477    0.045480199      5.0345322    0.079710049
            225      3.6894019    0.055605309      2.9369123    0.043740195      4.7046731    0.075385643
            230        3.38115    0.076172018       2.692184    0.056115808      4.3067817     0.10970513
            235      3.1194351    0.053391644      2.4881755    0.041631983      3.9676453     0.07364799
            240      2.8011948    0.048882939      2.2331816    0.038337567       3.563297    0.066891236
            245      2.4866308    0.046865037      1.9854887    0.036770647      3.1598263    0.064482111
            250      2.3853692    0.044940888      1.8892394     0.03490612       3.058628    0.061024163
            255      2.2202481    0.043566609      1.7585859    0.033916466      2.8485476    0.059081425
            260      2.0037283    0.041339315      1.5913085    0.032365397      2.5625853     0.05627019
            265      1.8601375    0.039429499      1.4864419    0.031015707       2.355517    0.054858464
            270      1.7187408    0.038081675      1.3727855    0.029814807      2.1778508    0.052237664
            275      1.5790332    0.042673724      1.2475646    0.031799224      2.0309097    0.060953958
            280      1.4467532    0.035560274      1.1473637    0.027596935      1.8501174    0.049078338
            285      1.3682572    0.035273619      1.0847133    0.027131769      1.7524047    0.048708441
            290       1.258496    0.033061769     0.99846554    0.025643797      1.6082585    0.045264119
            295      1.1676945    0.031297817      0.9212854    0.024251652      1.5022896    0.042704549
            300       1.037565    0.029901598     0.82320796    0.023196644       1.325683    0.041623101
            305     0.99895159    0.033353498     0.79549001    0.025309201      1.2684962     0.04686766
            310     0.91157549     0.02794219     0.72551223    0.021755111      1.1593459    0.038891173
            315     0.85108708    0.028218748      0.6733642    0.021593362      1.0920905    0.039352318
            320     0.80487964    0.026399091     0.63227555     0.02038976      1.0421754    0.036483416
            325     0.76701677    0.025308272     0.61037545    0.019793263     0.97540148    0.034825978
            330     0.66902586    0.023656177     0.53181835    0.018552654     0.85078955    0.031887924
            335     0.65022893    0.023504004     0.51582217    0.018306828     0.82847591     0.03188115
            340     0.62640096    0.022749656     0.49781658     0.01769977     0.79681463    0.030994614
            345     0.53444387    0.022868753     0.41749248    0.017399909      0.6962432    0.031783233
            350     0.48329452    0.027847097     0.37697394    0.020103785     0.63029215    0.040517369
            355     0.45237799     0.01936819     0.35958953    0.015252697      0.5747524    0.027444686
            360     0.44306118    0.019297889      0.3463373    0.014882251      0.5758675    0.026216143
            365     0.41118466    0.018545562     0.33571553    0.017298415     0.49876585    0.037151733
            370     0.36652301    0.017613147     0.29046717    0.013604675     0.46758643    0.024526283
            375     0.34425403     0.01755656     0.27435146    0.013507016     0.43570081    0.024569938
            380     0.35033826     0.01712454     0.27986713     0.01345929     0.44230918    0.023345301
            385     0.33299258    0.017208784     0.26202919    0.013255753     0.42745707    0.024163722
            390     0.30421161    0.016299757     0.23915662    0.012460995     0.39214793    0.022465341
            395     0.27602191    0.015295399     0.21868429    0.011808706     0.35181551    0.021387168
            400     0.29285456    0.025467927     0.23349714    0.022355133     0.36948803    0.028022936
            405     0.23319758    0.014558836      0.1895762    0.011934423     0.28606218    0.021122385
            410     0.23330533    0.014025269     0.18639576     0.01127347     0.29341689    0.019929311
            415     0.23609354    0.014537451     0.18627622    0.011174437     0.30246626    0.019920199
            420     0.19198921    0.013075025     0.15492477    0.010113291     0.23783576     0.01830247
            425     0.20511059    0.013271878     0.16346691       0.010441     0.25859669    0.017939672
            430     0.19887521    0.012736769     0.15659193   0.0098475197     0.25532633    0.017243662
            435      0.1608702    0.011749154     0.12771404   0.0090723016     0.20427029    0.016261377
            440     0.15309539    0.011596827     0.12080126    0.008829561     0.19571047    0.016024037
            445     0.13802191    0.011110652      0.1281728    0.020482459     0.14018896    0.012911369
            450      0.1341951    0.010865158     0.10655778   0.0083760393     0.17047411    0.014992391
            455     0.13811602    0.011039827     0.10997132   0.0083614957     0.17374778    0.016017439
            460     0.13679214    0.010759001     0.10694195   0.0083099114     0.17701517    0.014629536
            465     0.10919972    0.010058986    0.085248661   0.0075897481     0.14175598    0.014014387
            470     0.10643077   0.0094705078    0.087679583   0.0083409767     0.12773372    0.014674883
            475    0.093994566   0.0093896948    0.075782892   0.0071811673       0.116134    0.013262075
            480     0.10107094   0.0093772175    0.079286024   0.0070715307     0.12988827    0.013177985
            485    0.097778208   0.0089580078    0.076397909   0.0068905112     0.12640103    0.012373128
            490    0.093217775   0.0088242555    0.072988392   0.0068061137     0.12001093     0.01198764
            495    0.077334586   0.0079199374    0.059938563   0.0060875457     0.10100755    0.010816716
