#         pt_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      464.46301     0.64792343      369.51058     0.49706955      612.31907     0.97184416
              5      996.27422     0.91767143      795.97349     0.70813482      1302.9009      1.3590066
             10      1007.0996     0.91121996      808.39736     0.70881952      1304.7084      1.3200589
             15       837.0849     0.83376783      674.80115     0.65408448      1076.2357      1.1853925
             20      658.02797     0.73983279      532.50922     0.58463307      840.17468      1.0383728
             25      510.07747     0.65269074      413.84627     0.51743846       648.3908     0.90127251
             30       395.2027     0.57658492      321.31275     0.45942092      500.44897      0.7931382
             35      309.82342     0.51109928      252.58482     0.40786195       390.6288     0.69427279
             40      245.62815     0.45516707      200.60238     0.36481257      308.77966      0.6162555
             45      196.70052     0.40882949      160.85612     0.32908071      246.69793     0.55297688
             50      159.31056     0.36626332      130.40541     0.29539417       199.4564     0.49181945
             55      129.96501     0.33276942      106.50997     0.26810485      162.36731      0.4445995
             60      106.70735     0.30172737      87.624258     0.24332578       132.8909     0.40182998
             65      88.870549     0.27412289      73.007598     0.22229827      110.59884     0.36455224
             70      74.215801     0.25078934      61.070114     0.20390477      92.134304     0.33346708
             75      63.083706     0.23145537      52.002518     0.19911631      78.075744      0.3371138
             80      53.350869     0.21286844      43.946469     0.17323158      66.108379     0.28279264
             85      45.563221     0.19713244      37.606634     0.16694451      56.276557     0.27884616
             90      39.153325     0.18270273      32.394993     0.15247876      48.192185     0.25003387
             95      33.753766     0.16947898      27.873385     0.13850803      41.631748     0.22405848
            100      28.955086     0.15741436      23.852525     0.12757875      35.735561     0.20730768
            105      25.762831     0.14786133      21.171038     0.12014644      31.874237     0.19648608
            110      22.463379     0.13879359      18.463486     0.11246929      27.769493     0.18438778
            115      19.612493     0.12974506      16.097172     0.10532777       24.28248     0.17299258
            120      17.250852     0.12152788        14.1722    0.099403852      21.316698     0.16510099
            125      15.306678        0.11563      12.567323    0.093759781      18.912766     0.15675417
            130      13.733549     0.10791355      11.229073    0.086894007      17.053272     0.14349587
            135        12.1823     0.10328196       9.963704    0.082728888      15.115427     0.13796679
            140      10.811568    0.096530153      8.8111584    0.077177052      13.463581     0.12892219
            145      9.5829273    0.091098705       7.834847     0.07300105      11.876857     0.12176349
            150       8.529826    0.090480379      7.0100465    0.074780428      10.487675     0.12708035
            155       7.810723    0.084848793      6.3784538    0.067303675       9.691454      0.1134797
            160      6.9620804    0.077364558      5.7044752    0.065715129      8.5865533     0.11396632
            165      6.2223414    0.073407234      5.0781042    0.058620104      7.7199482    0.098345763
            170      5.8248315    0.075351134      4.7297443    0.059218672      7.2753708     0.10219387
            175      5.2512513    0.068175853      4.2794792    0.054645219       6.525767    0.092386904
            180       4.688475    0.063245816      3.8069942    0.050482882      5.8502858    0.084520668
            185      4.1650467    0.060961086      3.3937412    0.048307039      5.1703772    0.082354571
            190      3.8700117    0.059200215      3.1751978    0.047096174      4.7566401    0.080844132
            195        3.67091     0.05687103      2.9777904    0.045030342      4.5796737    0.076642788
            200      3.2318136    0.056440502      2.6160343    0.044045111      4.0442106    0.076391787
            205      3.0206534    0.052377286      2.4741909    0.041991351      3.7206625    0.072292592
            210      2.7661837    0.051244378      2.2473324    0.040415572      3.4414741     0.06934624
            215      2.4930309    0.047526921      2.0261492    0.037648825      3.0996432    0.064370464
            220      2.2473886    0.044745933      1.8381481    0.036124448       2.764797    0.063564908
            225       2.073148    0.043061481      1.6812446    0.034284327       2.581522    0.058821835
            230      1.9821521    0.041929807      1.6185742    0.033369943      2.4446797    0.057643268
            235      1.8186217     0.04011638      1.4662735    0.031534898      2.2836595    0.053824429
            240      1.6929126    0.042304824      1.3748924    0.032572168      2.1038074    0.058777964
            245      1.5512628    0.039999961      1.2579906    0.031019099      1.9310284    0.055363839
            250      1.4141559    0.035459946      1.1430087     0.02791677      1.7697361    0.048041724
            255      1.3309951    0.034202005      1.0848792    0.027165441      1.6465248     0.04657079
            260      1.2419502    0.037823533     0.99939981    0.028567733      1.5597108    0.053488693
            265      1.1479411    0.031780025     0.94925594    0.031525192      1.3852732    0.061917306
            270      1.0457468    0.030690409     0.83969035    0.023962564      1.3176223    0.041553707
            275     0.94737131      0.0292889     0.77219179     0.02384695      1.1679936    0.041367895
            280     0.89432541    0.028419619      0.7302272    0.022345699      1.1030153    0.038689221
            285     0.84193852    0.027833888      0.6784877    0.021781783      1.0550711    0.037801866
            290     0.80628246    0.030485479     0.65393702    0.023213663     0.99973509    0.044005323
            295     0.76474411    0.028326152     0.62103545    0.022069807     0.94696877    0.039422806
            300     0.66166379    0.025350879     0.53536844    0.019643038     0.82311134    0.035430958
            305     0.66421824    0.024954567     0.53361281    0.019418737     0.83444394    0.034238456
            310     0.58395458    0.023264801     0.47312492    0.018177722     0.72641962    0.031806916
            315     0.56928691     0.02279609     0.46266845    0.017609535     0.70401248    0.031767987
            320     0.52937826    0.024086586     0.42389675    0.018292713     0.66837569    0.033899447
            325     0.48630508    0.020625001     0.39247877    0.016156297     0.60819687    0.028259948
            330      0.4581608    0.020429611     0.37075941     0.01599489     0.56923555    0.028290645
            335     0.43606279    0.019593974     0.34571754    0.015112992     0.55785836     0.02666397
            340     0.37174616    0.018989891     0.30243895    0.014687145     0.45834065    0.026213434
            345      0.3751197    0.018536947     0.31229523    0.015145096     0.44732121    0.027487512
            350     0.35606256    0.018670415     0.29615561    0.015011598     0.42423331    0.027294644
            355     0.35202799    0.017621346     0.28161665     0.01370736     0.44411283    0.024414731
            360     0.31327586    0.017325463     0.25468868    0.013300133     0.38701845    0.024119693
            365     0.26121199    0.015487592     0.21400378    0.012159221     0.31853908    0.022276839
            370     0.29120134    0.016345226     0.23454185    0.012619426     0.36426931    0.022342611
            375     0.24849451    0.014989944     0.20181631    0.011798777     0.30726664    0.020219929
            380     0.25276882    0.015911706     0.20710794    0.012481963     0.30763904    0.022528415
            385     0.25814911     0.01768838     0.20532387      0.0133217     0.32864211    0.025256828
            390     0.21811329    0.015277572     0.18117468    0.011788533     0.26016979    0.022278866
            395     0.18994836    0.013586603     0.15441033    0.010587366     0.23501511    0.018463991
            400     0.21280854    0.014791749     0.17344882    0.011364419     0.26016585    0.020838835
            405     0.18167199     0.01307282     0.14587479    0.010081741     0.22790752    0.018446995
            410      0.1879551    0.013193395     0.15246337    0.010291311     0.23245932    0.017945192
            415     0.18636819    0.013147565     0.15146714    0.010857809     0.22933825    0.019171893
            420     0.18316063    0.012280711     0.14613793   0.0096444373     0.23125158    0.016544689
            425     0.15651275    0.012397222     0.12904421    0.009964212     0.18781943    0.020353519
            430     0.13202821    0.010864142     0.10555455   0.0084722272     0.16642745    0.014801792
            435      0.1289975      0.0122179     0.10417416   0.0091382716     0.16036346    0.017539351
            440      0.1205209    0.011491237     0.09760063   0.0087040407      0.1492215    0.016496136
            445     0.13442484    0.010826807     0.10763037   0.0084609364     0.16889708    0.014579671
            450     0.11300403    0.010433059    0.091771236   0.0078750017     0.13923542    0.014989309
            455     0.11935687    0.010248148     0.09536187   0.0079204144     0.15032051     0.01412074
            460     0.10830033    0.011183635    0.086416228   0.0082469076     0.13667507    0.016402479
            465     0.11173266    0.010428953    0.089717364   0.0081649618     0.14071945    0.014390244
            470    0.087535373    0.010177902    0.069684665   0.0073474248     0.11107339    0.015273622
            475     0.10257872    0.010257778    0.081366496   0.0078421597     0.13075372    0.014588927
            480    0.088232519   0.0092079117      0.0699975   0.0069729657     0.11272321    0.012886559
            485     0.07453372    0.008367469     0.06084876   0.0066335789    0.090852815    0.011316639
            490    0.069578267    0.008602491    0.057129958   0.0064966057    0.084184803    0.012314018
            495    0.066524133   0.0081308796    0.054122717   0.0064928115    0.081336366    0.011809354
            500    0.058646456   0.0080079958    0.047969575   0.0060601305    0.071513721    0.011366703
            505    0.080316318   0.0085326808    0.063680405   0.0065271375     0.10208945    0.011887006
            510     0.04440996   0.0067620177     0.03769189   0.0052989836    0.051293563   0.0091029663
            515    0.067917184   0.0086821662    0.053136181   0.0063426396    0.088125473    0.012602041
            520    0.060526043   0.0077741836    0.048523341   0.0057962746    0.075919449    0.011141234
            525    0.055129606   0.0071824156    0.044208976   0.0055905359    0.069003012    0.009853747
            530    0.049200314   0.0065984731    0.038762343   0.0051195562    0.062889689   0.0089569929
            535    0.084301692    0.029671495    0.061979134    0.019591695     0.11804167    0.046595983
            540    0.036828523   0.0062296795    0.030862528   0.0046955851    0.043162126   0.0089417617
            545    0.053598228   0.0069332364    0.043523917   0.0052941052    0.065780689   0.0098081625
            550    0.039123307   0.0062764516    0.031657276   0.0047599434    0.048349659   0.0088475583
            555    0.032871279   0.0062536946    0.026010925   0.0045039608    0.041785758   0.0092501761
            560    0.044666043    0.006557935    0.035691218   0.0049207981    0.056088169   0.0093567078
            565    0.050863287   0.0066294603    0.041450874    0.005205373    0.062181618   0.0091725147
            570    0.039186161   0.0058000986    0.030615158   0.0044976517    0.050716294   0.0079448744
            575    0.037518759   0.0056782071    0.029911102   0.0044147969    0.047490217   0.0077287134
            580    0.028289488   0.0064253806    0.025366496   0.0051138518    0.029270472   0.0084964735
            585    0.033690315   0.0053045725     0.02718002   0.0042208264     0.04179872   0.0069177184
            590    0.029060807   0.0052712771    0.023543563   0.0039562229    0.035630394   0.0077905606
            595    0.027564803   0.0054139571    0.024322266   0.0043337567    0.029229724   0.0074081471
            600    0.024109783   0.0048552786    0.019995551   0.0038309073    0.028698149   0.0064254952
            605    0.025267736   0.0050207073    0.022126752    0.010189711    0.025590453    0.005125183
            610    0.022970669   0.0044644592    0.018585472   0.0035869562    0.028245906   0.0064081658
            615    0.024502047   0.0049619953    0.020970276   0.0038720494    0.027421594   0.0068367586
            620    0.023078622   0.0046131234    0.018137677   0.0034958997    0.029498268   0.0066145464
            625    0.016079468    0.004398315    0.013915018   0.0032369501    0.017723091   0.0065237771
            630    0.023446614   0.0059062306    0.017301201   0.0041501692    0.032730453   0.0088937015
            635    0.015796181   0.0038218948      0.0122175   0.0029004445    0.020734469   0.0052372861
            640     0.02220498   0.0045296505    0.018393465   0.0036326481    0.026542445   0.0059926529
            645    0.018021673   0.0046168654    0.015690354    0.003394912    0.019599705   0.0072353295
            650    0.019544016   0.0048638492    0.015393258    0.003509866    0.025132362   0.0072103413
            655    0.017741122   0.0042877028    0.013780354   0.0031448912     0.02316689   0.0061372972
            660   0.0045941338   0.0030626027    0.002012913   0.0047596395    0.005455374   0.0027872433
            665    0.017343208   0.0038832926    0.012948327   0.0028220135    0.023942205   0.0056580477
            670    0.015313779   0.0037508914    0.012400984   0.0027865976    0.018846693   0.0054125905
            675    0.013016712   0.0035086355    0.010603366   0.0026534999    0.015835295   0.0048965805
            680    0.015313779   0.0034240939    0.012021279   0.0027012514    0.019697008   0.0044441033
            685    0.016079468   0.0036719317    0.014290748     0.00337097    0.017000216    0.004351383
            690   0.0091882676   0.0028648025   0.0069856102   0.0021534291    0.012513898   0.0040095965
            695   0.0091882676   0.0026522918   0.0066945473    0.001945491     0.01301565   0.0037905789
            700    0.011485334   0.0033373939   0.0087731495   0.0024719574    0.015089429   0.0049010074
            705   0.0053598228   0.0029653523   0.0046360827   0.0021663637   0.0058694881   0.0043368375
            710    0.012251023     0.00359122    0.009939311   0.0027613969    0.015045807   0.0048554975
            715    0.014998976   0.0036292262    0.011752382   0.0028146193    0.019280748   0.0048945128
            720    0.011485334   0.0029653523   0.0088355512   0.0022914365    0.015196024    0.003953846
            725    0.010719646   0.0034240768   0.0092399016   0.0025090365    0.011963799   0.0055196201
            730    0.010031752   0.0037050635   0.0079036811   0.0027121847    0.012848799   0.0053231886
            735   0.0038284448   0.0020257213   0.0035373228   0.0016919171   0.0039411811   0.0024745351
            740   0.0084259841   0.0025404048   0.0061126378   0.0018511366    0.011981102   0.0036352847
            745   0.0084225786   0.0027605928   0.0063275591   0.0020280103    0.011510689   0.0039215042
            750   0.0091882676   0.0028648025   0.0076951771   0.0023563813    0.010775354   0.0038461876
            755   0.0030627559   0.0015313014   0.0022362795   0.0011213484   0.0043345472   0.0021768266
            760   0.0038284448   0.0020257213   0.0029919744   0.0026918884   0.0040294488   0.0019152715
            765    0.010722598   0.0032497737   0.0081323622   0.0024691731    0.014405945   0.0045251369
            770   0.0068912007    0.002296952   0.0050787007   0.0017067295   0.0096191142   0.0032476122
            775   0.0061255117   0.0026522918   0.0042960433    0.006476251   0.0064875787   0.0022347651
            780   0.0092959056   0.0051763129   0.0069756693   0.0036014638    0.012645118   0.0077269156
            785   0.0068912007    0.002539376   0.0051596654   0.0018236834   0.0094559449   0.0037037942
            790   0.0091882676   0.0030626027   0.0074267913   0.0023087688    0.011211752   0.0043130854
            795   0.0045941338   0.0021655871   0.0037309252   0.0016119371    0.005581181   0.0030502212
            800   0.0038284448    0.002296952   0.0033276181   0.0018019759   0.0042055117   0.0031426324
            805   0.0045941338   0.0021655871   0.0038289567   0.0015542526   0.0053156889   0.0033465168
            810   0.0070282086   0.0028388768   0.0059271654   0.0022372159   0.0079737007   0.0041106457
            815    0.011485334   0.0029653523   0.0085138583   0.0022107954    0.015847421   0.0041312454
            820   0.0053598228   0.0020257213   0.0041023228   0.0015721525   0.0070390945   0.0027362861
            825   0.0049170275   0.0022996609   0.0035899213   0.0016325682    0.006930945   0.0033633817
            830   0.0061255117   0.0021655871   0.0052041142   0.0018686486   0.0069279527   0.0025653023
            835   0.0045941338   0.0021655871   0.0035630905   0.0016140724   0.0059655315   0.0030134848
            840   0.0022970669    0.001712047    0.001817126   0.0011731614   0.0029146063   0.0026616425
            845 -0.00076568897   0.0013261459   -0.002102874    0.002622541 -0.00014311023    0.000727325
            850   0.0022970669    0.001712047   0.0012080906   0.0038675415   0.0026108426    0.001236174
            855   0.0030627559   0.0015313014   0.0022620866   0.0011339121   0.0042668307   0.0021429098
            860   0.0022970669    0.001712047   0.0018175196   0.0012262218   0.0028891929   0.0024951898
            865   0.0053696653   0.0023035251   0.0037815945   0.0015966085   0.0078982874   0.0034849502
            870   0.0032173818    0.001614174   0.0024808859   0.0012629191   0.0042100394   0.0021649825
            875   0.0022970669    0.001712047    0.002008996   0.0021379088   0.0023368702   0.0018301354
            880   0.0030627559   0.0018754535     0.00255187   0.0013277794   0.0036364369   0.0028921563
            885   0.0015313779   0.0015313014   0.0012713386   0.0011049653   0.0018158268   0.0022096071
            890   0.0022970669   0.0013261459   0.0017711024   0.0010227366   0.0030206496   0.0017444897
            895   0.0030627559   0.0021655871   0.0025162008   0.0015338239   0.0037233268   0.0032386419
            900   0.0046763189   0.0022244571   0.0034959646   0.0016359664   0.0064167716    0.003189062
            905   0.0015313779   0.0010827936   0.0011219685  0.00079881004   0.0021499803   0.0015358968
            910              0   0.0010827936 -0.00041153543   0.0014892522  0.00017029526  0.00082182019
            915   0.0022970669   0.0013261459   0.0018268504   0.0010576169   0.0028836418   0.0016753969
            920   0.0030627559   0.0018754535    0.002370374   0.0012688022   0.0039048425   0.0029895867
            925   0.0030627559   0.0015313014   0.0022422638   0.0011356652   0.0042399607   0.0021736859
            930   0.0045941338   0.0018754535   0.0033787992   0.0013820599   0.0063943701   0.0026183292
            935   0.0015313779   0.0015313014  0.00091213864   0.0019847744   0.0016505511   0.0013993615
            940   0.0038284448    0.001712047   0.0028212992   0.0012673586   0.0053658858   0.0024120611
            945   0.0022970669   0.0013261459   0.0017127756  0.00099356501   0.0031630118   0.0018389303
            950   0.0020361417   0.0018364509   0.0015668504   0.0012119341   0.0027029331   0.0029215913
            955   0.0015313779   0.0010827936   0.0012288386  0.00087009204   0.0019116339   0.0013569651
            960   0.0030627559   0.0015313014   0.0025097835   0.0012557213   0.0037059449   0.0018558753
            965              0              0              0              0              0              0
            970   0.0022970669   0.0013261459   0.0016443307  0.00095021361   0.0032906299   0.0019024466
            975   0.0015313779   0.0010827936   0.0012319488   0.0008712443   0.0019508661   0.0013794267
            980   0.0030627559   0.0015313014   0.0022364764   0.0011311572   0.0042931299   0.0021909385
            985   0.0015313779   0.0010827936   0.0012455118  0.00088928909   0.0018552953   0.0013433597
            990   0.0015313779   0.0010827936   0.0011284252  0.00080144095   0.0021691142   0.0015401541
            995   0.0015313779   0.0015313014   0.0012824016   0.0010963533   0.0017315354   0.0022357688
           1000   0.0015313779   0.0015313014   0.0012824016   0.0010963533   0.0017315354   0.0022357688
