# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -1bjet
              0      1445.1437      3.9003308      1182.5945      3.1591944      1803.4097      5.2670617
            0.4      1383.4776       3.827845      1132.2662      3.0799895      1726.5358      5.1143428
            0.8      1256.1634      3.6382781        1029.34      2.9399549      1565.9377      4.8779751
            1.2       1076.289       3.376002      883.25695      2.7263482      1340.1473      4.5208264
            1.6       869.5212      3.0556639      714.77013      2.4677993      1081.1026      4.0772307
              2      661.89687      2.6808795      545.23008      2.1683619      822.03456      3.5888928
            2.4      661.89687      2.6808795      545.23008      2.1683619      822.03456      3.5888928
