# pt_bb-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      432.57157     0.62683439      342.94651     0.47862606         572.72     0.94761382
              5       910.6661     0.88151669      724.49556     0.67637629      1197.1737      1.3172545
             10      900.54846     0.86727191      719.61887      0.6702035      1173.1202      1.2669736
             15       730.8796     0.78077051      586.53788     0.60913208      944.94406      1.1223421
             20      559.97063     0.68789744      451.10122     0.54059137      718.99643     0.97586448
             25      421.87278     0.59687552      340.63626     0.47031322      539.46504     0.83308552
             30      316.98397     0.52057105      256.49321     0.41231793      403.73451     0.72481356
             35      240.77411     0.45336308      195.33962     0.35956195      305.34447     0.62312961
             40       184.3118     0.39702575      149.80615     0.31623353      233.04166      0.5442682
             45      142.32218     0.34944376       115.8033     0.27919281      179.56032     0.47822714
             50      110.21905     0.30635869      89.787453     0.24583917      138.76983     0.41763161
             55      85.546105     0.27157509      69.765728     0.21752291      107.45342     0.36829342
             60      67.054537     0.23972689      54.751938     0.19198626      84.019861     0.32332125
             65      52.692342     0.21197744      43.036555     0.17091227      65.981428     0.28691305
             70      41.465444     0.18838778      33.952954     0.15268657         51.723     0.25599797
             75      32.898283     0.16719819      26.925457     0.13524869       41.01706      0.2265093
             80      25.870544     0.14839408      21.155652     0.12013714      32.276344     0.20140839
             85      20.131312     0.13110977      16.460256     0.10518319       25.08682      0.1748377
             90      15.885194     0.11590991      13.035786    0.095357597       19.67799     0.16144951
             95      12.321382      0.1024178      10.093782    0.082994474      15.274694     0.13916368
            100      9.6197417    0.090052023       7.859846    0.072560163      11.952442     0.11956733
            105      7.5710199    0.079781841      6.1724514    0.063869394      9.4106058     0.10606811
            110      5.9545372    0.070659431      4.8503437    0.056881307      7.3936574    0.095463968
            115      4.7166212    0.062632702      3.8428976    0.050063051      5.8448178    0.082834494
            120      3.8695547    0.056905163      3.1446578    0.045623773      4.8061515     0.07748838
            125       3.146306    0.051587996      2.5674123    0.042113687      3.8831306      0.0732235
            130      2.6688377    0.047340111      2.1615256    0.037886411      3.3243921    0.065833294
            135      2.1469967    0.042817797      1.7436271    0.034231606      2.6630487    0.059636632
            140       1.843513    0.040054305      1.4834866    0.031333737      2.3162961    0.054897314
            145      1.4555889    0.035647579      1.1842016    0.028206852      1.7984753    0.048338198
            150      1.1871922     0.03190143      0.9641599    0.025185305      1.4694475    0.043575333
            155      1.0222647    0.030452126      0.8210029    0.023543629       1.286241    0.042458598
