#         y_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5     0.38685825     0.19366433     0.27100099     0.14874488     0.61709941     0.40155557
           -4.9      1.0336801     0.26797719     0.42372341     0.75667198      2.2561722      1.0706982
           -4.8      3.1453966     0.42343519      2.3372421     0.30148996      4.7601909     0.71861743
           -4.7      9.0631839     0.74396317      7.0192569     0.54252067      13.317734      1.2584853
           -4.6      21.289427      1.1089366      16.514378     0.81588511      29.996762      1.7801888
           -4.5       44.53004      1.6219603      34.968881      1.1951799      61.020044      2.5595311
           -4.4      85.004313        2.20999      66.827298      1.6359663      117.17755      3.4783294
           -4.3      149.17266      2.9301986      117.18225      2.1787128      204.46747      4.6102862
           -4.2      237.47748      3.6411193      187.54134      2.7212378      322.86348      5.6216794
           -4.1      361.81245      4.4456038      286.23004      3.3394116      490.40798      6.8459818
             -4       508.6041      5.2468479       402.8146      3.9376597      683.95917      7.9791583
           -3.9      685.79698      6.0133355      545.09825       4.551154      913.64858      9.0661603
           -3.8      880.15198      6.7833359      701.13145      5.1480198      1168.4356      10.202653
           -3.7      1114.0273      7.5226974      886.31489       5.733877      1477.6123      11.193857
           -3.6      1347.9818       8.263166      1075.6385      6.3233088      1775.1913      12.273826
           -3.5      1613.9053      8.9855326      1290.2591       6.874104      2121.4056      13.198295
           -3.4      1899.6214      9.6302933      1515.6313      7.3868885      2496.1978      14.007913
           -3.3      2161.6702      10.247028      1727.9626      7.8634839      2830.0315      14.821659
           -3.2      2424.6467      10.793639      1940.4379      8.3114387      3164.4035      15.593435
           -3.1      2710.1192      11.526058       2173.208      8.8936346      3526.3624       16.63236
             -3      2968.5966      11.814404      2379.3155      9.1430637      3858.5448      16.934868
           -2.9      3205.7861      12.250568      2573.8619      9.4954059      4151.4367      17.491834
           -2.8      3421.9896      12.620136      2750.8663      9.8104667      4423.5047      17.976351
           -2.7      3676.1287      13.003276      2956.6762      10.124309      4749.4857      18.393044
           -2.6      3908.9593      13.513493      3147.7065      10.660007      5039.0775      19.540779
           -2.5      4125.2008      13.655215      3327.8188       10.76621      5302.9657      19.521326
           -2.4       4296.693      13.919357      3465.6129      10.895742      5519.5277      19.558343
           -2.3      4472.9015      14.193817      3607.7799      11.128798      5743.6296      19.846523
           -2.2      4609.7223      14.330728      3722.3355      11.289845      5906.8512      20.139293
           -2.1      4779.9065      14.535598      3861.8379      11.447676      6121.0064      20.262588
             -2      4913.8126        14.7294       3974.045      11.623404      6278.3745      20.514101
           -1.9      5030.5537      14.880609       4072.942      11.859855       6418.983      21.103342
           -1.8      5169.1748      15.029809       4187.677      11.888274      6591.8617       20.83896
           -1.7      5246.8215      15.133622      4246.1122      12.020707      6694.2347      21.047686
           -1.6       5325.643        15.2261      4320.4485      12.123314      6775.9352      21.218323
           -1.5      5405.7633      15.386234      4386.1564       12.20433       6873.221      21.214879
           -1.4      5525.5879      15.464163       4484.272      12.282182      7023.3222      21.357679
           -1.3      5567.3748      15.502534      4517.1649      12.337125      7074.9004      21.400036
           -1.2      5639.7077      15.584121      4581.4468       12.45838      7155.8613      21.636154
           -1.1      5640.0794       15.60833      4578.4317      12.447779      7163.4113      21.498166
             -1      5711.4075      15.694704       4638.917      12.513813      7246.7116        21.6247
           -0.9      5748.8565      15.739779      4668.2036      12.534685      7297.9936      21.584229
           -0.8       5757.216      15.692256      4673.2672      12.534428      7311.7619      21.676491
           -0.7      5808.9575      15.796217      4717.3553      12.589537      7372.8451       21.63165
           -0.6      5819.7972       15.77536      4731.0219      12.815767      7372.3783      22.231522
           -0.5      5867.4236        15.8944      4766.1841      12.732135      7444.2687      22.036838
           -0.4      5873.5817      15.890347      4776.7139      12.740732      7435.5289      21.972493
           -0.3      5856.7395       15.80036      4756.5072      12.585007      7432.1128      21.621805
           -0.2      5875.2297      15.821918      4773.9769      12.605861      7451.9485      21.628544
           -0.1      5886.8539       15.89026      4782.6901      12.659701      7464.7912      21.751044
              0      5872.6608      15.800994      4773.4474      12.650344      7443.0043      21.786109
            0.1      5864.0203      15.778659      4763.9713      12.602376      7439.6144      21.685195
            0.2      5843.6264      15.994486      4749.0356      12.710906       7412.036      21.961458
            0.3       5868.676      15.805977      4766.6077      12.591636      7445.9148      21.637535
            0.4      5849.7323      15.811881      4751.1174      12.603311      7422.3161      21.707215
            0.5      5812.2299       15.78122      4729.4422       12.73223      7356.2411      22.036593
            0.6      5795.2702      15.772483      4711.1093      12.641067      7345.0663      21.838676
            0.7       5775.263      16.341674      4688.4296      12.998252      7336.4093      22.408795
            0.8      5729.4356      15.824898      4654.4177      12.736518      7268.8036      22.164602
            0.9      5666.9644      15.717201      4603.9037      12.523693       7187.847      21.752531
              1      5664.1108      15.636918      4596.9848      12.508563      7197.0617      21.723945
            1.1      5589.1888      15.539146      4541.4816      12.766758       7088.651      22.555393
            1.2      5549.7999      15.683773       4504.567      12.592767      7048.5119      22.033116
            1.3      5464.5429      15.468605      4437.8502      12.284115       6937.827      21.459233
            1.4      5423.5995      15.376193      4398.4178      12.189746       6900.068      21.331652
            1.5      5340.5298        15.2998      4333.2202      12.175191      6795.4781      21.413881
            1.6       5242.772      15.197237       4249.708      12.016267      6675.7527      21.182289
            1.7      5128.4308      15.033724      4151.9287      11.892803      6547.1294      21.023352
            1.8      5025.9529       15.19498      4065.9776      11.928411      6417.7916      21.284696
            1.9      4910.0252      14.749064      3969.0989      11.603744       6280.235      20.602607
              2      4782.6597      14.613615      3868.3431      11.512466      6113.1999      20.602279
            2.1      4659.1614        14.4482       3763.481      11.474657      5967.1176      20.750569
            2.2      4457.4174      14.186757      3599.7783      11.188145      5711.6766      20.245825
            2.3      4290.1489      13.963142      3455.8947      10.910918      5518.7285      19.742003
            2.4       4121.092       14.15595      3318.9513      10.994666      5306.6907      20.168418
            2.5      3914.2705      13.430981      3148.7525      10.462996      5050.7617      19.150676
            2.6      3678.7841      13.117334        2960.23      10.197099      4748.2763      18.805133
            2.7      3463.4648      12.759552      2784.1114      9.8949852      4477.4341      18.396515
            2.8      3218.5032      12.357479      2583.5309      9.5591591      4169.3044      17.799197
            2.9      2936.7901       11.85495      2358.0166       9.163607      3809.7079      17.206294
              3      2679.3138      11.393573      2148.9177      8.8504483      3484.3378      16.821165
            3.1      2457.5405      10.954593      1967.4337      8.4256924      3210.1587      16.027864
            3.2      2166.7796      10.356617      1731.8098      7.9160358      2838.1654      15.210686
            3.3      1903.0336      9.7747223      1521.2711      7.5166138      2492.8649        14.6161
            3.4      1606.9774      9.0849628      1283.6281      6.9344353      2111.7624      13.593014
            3.5      1359.8026      8.3872717      1085.9792      6.3907411      1791.1882      12.690182
            3.6      1110.5308      7.6502246       883.5629      5.7752707      1472.3165      11.530785
            3.7      893.08088      6.9030667      709.73658      5.2053009      1190.2872      10.477734
            3.8      687.73262      6.1206675      545.35517      4.5962295      922.66846      9.3498958
            3.9      505.83326      5.3031389      399.77832      3.9522496      682.48352       8.196996
              4      361.92501      4.5233627       287.4545      3.4055381      487.19229      7.1064358
            4.1      241.23494      3.7602179      190.57105      2.7889955      328.14299      5.9030023
            4.2      146.98213      2.9532418      115.79153      2.1756308      200.44368      4.6823143
            4.3       86.13498       2.243788      67.549584      1.6506737      118.84423      3.6383084
            4.4      43.642975      1.6607145      34.363315      1.2061039      60.637515      2.6822926
            4.5      21.734796      1.1574737      16.995691     0.83804585      30.604054      1.9170491
            4.6       8.660116     0.76428768      6.7100202     0.55294621      12.017139      1.2669624
            4.7      2.2587824     0.43816095      1.7609823     0.30422459      3.1987914     0.75482864
            4.8     0.60743109     0.26815129     0.36955906     0.27468885     0.90108365     0.49062321
            4.9     0.17231299     0.23048882    0.063178129     0.55311441     0.24633583     0.42828933
              5     0.17231299     0.23048882    0.063178129     0.55311441     0.24633583     0.42828933
