#         pt_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
            445    0.057426673   0.0070589422    0.046052677    0.005415206     0.07189061    0.009963267
            450    0.056994232   0.0073756994    0.046183717    0.005768454    0.069676252    0.010789204
            455    0.039283622   0.0057119629    0.030877793   0.0043438526    0.050742106   0.0081892195
            460    0.046552263   0.0061362954    0.036622973   0.0048408744    0.059934311   0.0080918126
            465    0.044620452   0.0060590203    0.034681496    0.004599102    0.058272106   0.0084607436
            470    0.042112893   0.0059799328    0.033402303   0.0046893912    0.053137408   0.0079283869
            475    0.042112893   0.0059799132    0.033398602   0.0046422144    0.053410866   0.0081573471
            480    0.032924626   0.0053595438    0.025431142   0.0040243233    0.043357657   0.0075076096
            485    0.035427795   0.0055672457    0.026663937   0.0041477584    0.048205787   0.0078078061
            490    0.033690315    0.005078752    0.025535059   0.0038646965    0.045381122   0.0068897968
            495    0.029705748   0.0052945168    0.023246299   0.0040399556    0.038408327   0.0073034277
            500    0.029705748   0.0052945168    0.023246299   0.0040399556    0.038408327   0.0073034277
