#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1361.5833      1.0498657      1091.2159     0.81201297      1770.4212      1.5586468
              5      1703.0648      1.1258553      1369.5822     0.87616101      2198.6278      1.6360366
             10      1110.1514     0.93328269      896.84288     0.73476997      1421.7021      1.3213351
             15      701.44551     0.76199591      568.79531     0.60265993      892.65956      1.0560092
             20      461.38064     0.62005399      375.33155     0.49737151      584.22613     0.85968397
             25       314.9851     0.51410376      256.72393     0.41074063      397.48459     0.69828418
             30      222.60786     0.43503573      181.93997     0.34857406      279.70478     0.58710501
             35       163.0949     0.37453249      133.51534     0.30043032      204.49451     0.50239204
             40       122.7823     0.32319598      100.64341     0.26069555      153.59703     0.43282204
             45      93.917109     0.28376431       77.12538      0.2298197      117.15365     0.38019458
             50      72.838118     0.25003701      59.898073     0.20273189      90.680739     0.33364474
             55      58.175473      0.2232856      47.908087     0.18300895      72.261158     0.29970265
             60      46.191538     0.19898117      38.109467     0.16279226      57.210936     0.26732342
             65      37.657938     0.18031451      31.109086     0.14734607       46.52827     0.24187954
             70      31.058752     0.16658299      25.673312     0.13505014       38.34411      0.2202072
             75      25.530062     0.14817408      21.177657       0.136997      31.349828     0.23935536
             80      21.511473     0.13682064      17.775825     0.11129141      26.485196     0.17930025
             85      18.049562     0.12602268      14.905563     0.10206411      22.226465     0.16610648
             90      15.237466     0.11447452      12.598383     0.09448315      18.708522     0.15683992
             95      13.037399     0.10594872      10.732627    0.085914446      16.099744     0.14039381
            100      11.065898    0.097820084      9.0970356    0.079181514      13.680554     0.12987908
            105      9.6782956    0.091521684      7.9779313    0.075704018       11.92204     0.12563516
            110      8.4045805    0.085618395      6.9042421     0.06918765       10.39218     0.11311502
            115      7.3548924    0.080679226      6.0568956    0.065896111      9.0544391     0.10962227
            120      6.2502821    0.074258597      5.1267314    0.059626359      7.7326256    0.099011078
            125      5.4627402    0.069353735      4.4975545    0.056586161      6.7139564    0.095424643
            130      4.7868639     0.06534736      3.9150697    0.052180485      5.9377371    0.087463706
            135      4.2972323    0.061862528      3.5282901    0.049557993      5.3051736    0.082720248
            140       3.861716     0.05938999      3.1567888    0.047061246      4.7894772     0.08008853
            145      3.3323265    0.054223328      2.7237942    0.043267109      4.1325145    0.072653334
            150      2.9582354    0.051675414      2.4262429    0.041144591      3.6520053    0.069286053
            155      2.6783532    0.052094348      2.1779295    0.040688876      3.3411442    0.070999425
            160      2.4306145    0.047323994      1.9793405    0.037748955      3.0257255    0.064952898
            165      2.2242866    0.049140353      1.8064361    0.037927644      2.7813315    0.068125312
            170      1.9338076    0.044958779      1.5698982    0.034724467      2.4178423    0.061647799
            175      1.6890436    0.038618221      1.3816147    0.030860004      2.0876835    0.051840959
            180      1.5886243    0.037558593      1.2949224    0.030425588      1.9731858    0.052073287
            185       1.446922     0.03611707      1.1849737     0.02925166       1.785489    0.050110115
            190      1.3785536    0.043584387      1.1262823    0.033255839      1.7053792    0.061839631
            195       1.179434    0.036008229     0.95259749    0.027629377      1.4801635    0.049876159
            200      1.0494764    0.030595648     0.85948615    0.024196312      1.2932236     0.04142855
            205     0.96442422    0.029343179     0.78659358    0.023193098      1.1938324     0.03967955
            210     0.90977332    0.031603722     0.74412298    0.024832018      1.1211774    0.043539059
            215     0.81891692    0.032558194     0.66558669    0.024422367      1.0189375    0.046626453
            220     0.78813472    0.026685743     0.64560111    0.021187634     0.96909134    0.036090128
            225     0.69430734    0.025071084     0.56221111    0.019862148     0.86621352    0.033884723
            230     0.62072641    0.023632619     0.50345408    0.018688237     0.77395249    0.031793749
            235     0.52038923    0.021859227     0.42419129    0.017253283     0.64588487    0.029710819
            240     0.54334941     0.02189479     0.44695749    0.017398223     0.66375272    0.030086715
            245     0.45995326    0.021378558     0.37090039     0.01651498     0.57734853     0.02914432
            250     0.45929523    0.020724576     0.37450463    0.016644252      0.5677489    0.028485174
            255     0.42147132    0.019853019     0.34062576    0.015517975     0.52616945    0.027094594
            260     0.37200128    0.018478629     0.30365373    0.014465064      0.4590608    0.025065907
            265     0.35603447    0.017605809     0.28810495    0.013909896     0.44558083    0.023535158
            270     0.33757425    0.017953977     0.27730781    0.014420804     0.41146166    0.024678226
            275      0.3111147    0.017127412      0.2507249    0.013305279     0.39024124    0.023239263
            280      0.2626001     0.01713522     0.21368257    0.012937532     0.32465898    0.025036733
            285     0.25866842    0.015009649     0.21219535    0.011914032     0.31594614     0.02057407
            290      0.2296275    0.015608493     0.18739915    0.011921237      0.2825793     0.02202055
            295     0.23068029    0.014721378     0.18537356    0.011407114      0.2908901    0.019967168
            300     0.21174628    0.014838276     0.17389939    0.011544599     0.25905163    0.020802119
            305      0.2003133    0.016481692     0.16143004    0.012268083     0.25125279    0.023427161
            310     0.16391226    0.012398434     0.13405774   0.0097207554     0.20178563    0.016685413
            315     0.15928897    0.012639691     0.13229061    0.010284489     0.19068833    0.020195098
            320     0.15049831    0.011590681     0.12239773   0.0091893864      0.1865939    0.015523989
            325     0.13732764    0.011245828     0.10909839   0.0086213302     0.17543506    0.015466016
            330     0.16819222     0.01239268     0.13205526   0.0094668273     0.21801677    0.017078595
            335     0.14431333    0.011228524     0.11956862   0.0089564428     0.17340303    0.016470691
            340     0.13346596    0.011357778     0.10891666   0.0087769541     0.16510002    0.015771217
            345     0.12079714    0.011360473    0.097435177   0.0086824547     0.15084364     0.01614911
            350       0.101016   0.0094856476    0.081549461    0.007362008     0.12605766    0.013124126
            355    0.079402873   0.0092156001    0.067424636   0.0073734609    0.092332008    0.013440969
            360     0.10500882   0.0096686421    0.084042362   0.0075023846     0.13226669    0.013157734
            365    0.084636436   0.0087082209    0.069340039   0.0069272019     0.10366333    0.011801105
            370     0.09365244   0.0098492426    0.075065906   0.0074607132     0.11842824    0.013848182
            375    0.069282696   0.0077747789     0.05871565   0.0065415249    0.080215838    0.010233456
            380    0.071145294   0.0096099359    0.060092737   0.0070613281    0.082954449    0.014130982
            385    0.071496712   0.0079569684     0.05633296   0.0061312757    0.092285207    0.011076846
            390    0.056412165   0.0073700167    0.046017342   0.0057110907    0.069450453    0.010010281
            395    0.051301161   0.0076946408    0.044495998   0.0058074199    0.057158111    0.011574647
            400    0.051756968   0.0071213595     0.04167872   0.0055047576     0.06480376   0.0096955054
            405    0.054381062   0.0071451936    0.043570846   0.0055854783    0.068562659   0.0096249081
            410    0.052563228   0.0067191232    0.042303878   0.0053357329    0.066043032   0.0088746671
            415    0.043824015   0.0064744094    0.035104744   0.0050170412    0.055053937   0.0088070445
            420    0.053499074   0.0068970059    0.042985862    0.005298277    0.066965861   0.0097117893
            425    0.035987381   0.0057805257    0.028933012   0.0044712208     0.04498563   0.0078083947
            430    0.044552086    0.006504762    0.037354781   0.0051963776    0.052379998    0.008880553
            435    0.035744507   0.0062466165     0.02840872   0.0046494793    0.045636221   0.0088875549
            440    0.038043543   0.0063867285    0.031730296   0.0050240709    0.045124764   0.0087910133
            445    0.031392834   0.0055451587    0.025024215   0.0041608159    0.040274528   0.0078937892
            450    0.026843366   0.0066614631    0.020533701   0.0047088349    0.035831044   0.0099040948
            455    0.032924626   0.0053595548    0.025693287   0.0040911848    0.042945453   0.0073530565
            460    0.037906102   0.0078467621    0.031651939   0.0057891147    0.044703736     0.01153571
            465    0.027260453   0.0054016577    0.022544921   0.0042050163    0.032899527   0.0073759267
            470    0.022374429   0.0047147503    0.017837953   0.0036392639    0.028227407   0.0064933014
            475    0.032907933   0.0061745554    0.024647618   0.0044558774    0.045274252   0.0090006345
            480    0.021547795   0.0046311875    0.017577343   0.0035473406     0.02645998   0.0064077855
            485    0.017452303   0.0044785417    0.015192264   0.0033704764    0.019213425   0.0068767923
            490   0.0099539566   0.0036719317   0.0085837008   0.0027412656     0.01135309   0.0052349479
            495     0.01758872    0.004650031    0.014739665    0.003465642    0.020693602    0.006682933
            500     0.01758872    0.004650031    0.014739665    0.003465642    0.020693602    0.006682933
