#    y_j1-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      2.8713336     0.34026088      2.2432608     0.26465465      3.7881191     0.45624745
           -4.9      4.6892942     0.44514217      3.7289223     0.35025353      6.0935925     0.61285101
           -4.8      6.2863522     0.51424213      4.9518691     0.40174211      8.1950137     0.68976357
           -4.7      9.9229348      0.6512452      8.0148825     0.51470006      12.524155     0.88135296
           -4.6      14.988113     0.79581088      11.932734     0.62103138      19.261732      1.0769442
           -4.5       79.09843       1.849533      63.224201      1.4480624      100.99586       2.547021
           -4.4      103.16016      2.1044764      82.174331      1.6432693      132.43598      2.8700468
           -4.3      135.91239      2.4076615      108.18617      1.8795599      174.57551      3.2910508
           -4.2       176.4833      2.7469677      140.44114        2.14232      226.80024      3.7243742
           -4.1      216.01276       3.031551      172.12544      2.3834545      276.99192      4.1249412
             -4       261.5417      3.3371672      209.09176      2.6155084      333.71159      4.5188372
           -3.9      316.69352      3.6752552      252.65788      2.8751807      405.26794      4.9660024
           -3.8      385.19803      4.0687488      308.46913      3.1993812      490.19175      5.5078309
           -3.7      453.68431      4.4170565      363.47076       3.463854      577.10583      5.9455931
           -3.6      526.50793      4.7244377      421.79332      3.7133976      669.85929      6.3970128
           -3.5      612.85975      5.1056191      491.23098      4.0134183      779.08792      6.9064172
           -3.4      706.70277      5.4954017      566.71031      4.3364406      897.74461      7.4611402
           -3.3      804.45686      5.8617808      645.56523       4.624234      1020.9182      7.9317888
           -3.2      917.85838      6.2330734      735.34408      4.9193907      1167.5573      8.4141005
           -3.1       1012.549      6.5812586      812.61501      5.2058281      1284.9229      8.9521616
             -3      1120.6218      6.9036353       900.2933      5.4472286      1419.7768       9.291092
           -2.9      1229.9096      7.2250595      988.45398      5.7293793      1557.0173      9.8588775
           -2.8      1342.1282      7.7818326      1075.5557      6.1067783      1706.4396       10.52105
           -2.7      1460.3891      7.8445661      1172.4271      6.2153702      1852.1473      10.605248
           -2.6       1563.153      8.1241223      1254.2067      6.4320695      1983.8987      10.974717
           -2.5      1675.3351      8.3843828      1344.9712      6.6278019      2124.4719      11.277018
           -2.4      1782.5524      8.6547963      1430.3739      6.8946277      2262.1551      11.718248
           -2.3      1895.4187      8.9003636      1519.9389      7.0250975      2407.7488      11.933962
           -2.2      1982.7296      9.1189976      1591.5106      7.2294463      2514.9531      12.319023
           -2.1      2083.9557      9.3049419      1672.1789      7.3626606      2645.0001       12.48942
             -2      2193.9115      9.5231472      1760.1838      7.5997011      2784.8418      12.941389
           -1.9      2250.9506      9.7304471      1804.6627      7.7232764      2860.3588      13.159091
