# dy_Z_bjet1-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-1bjet
              0      745.90453      2.8243646      609.97316      2.2749803      932.39839      3.8239153
            0.4      658.96931      2.1613718      539.29388      1.7423749       822.8139      2.9156094
              1      477.20627      1.8356318      391.23448       1.489073      594.52433      2.4788587
            1.6      294.24842      1.3294768       241.4689      1.0826628      366.34809      1.7732411
            2.3      120.35717     0.68126201       98.95166     0.55132742      148.93723     0.89997298
            3.4      17.461491     0.25964146      14.237711     0.20724498      21.784469       0.352248
            4.6      17.461491     0.25964146      14.237711     0.20724498      21.784469       0.352248
