#          pt_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      200.59529     0.45356434      162.75373     0.34920242      266.15484     0.70332884
              5      504.81848     0.69719577      409.21466     0.53822283      662.89072      1.0565578
             10       635.2817     0.76158245      514.22667      0.5919979       825.6047      1.1257904
             15      648.24146     0.75250467      524.08461     0.58759208       836.6555      1.0871345
             20      604.28806     0.71803669      488.33274     0.56345108      775.49644      1.0198969
             25      542.03838     0.67530125      437.83152     0.53154942      693.15363     0.94371829
             30      475.02952     0.62936875      383.80619     0.50027806       605.2975     0.87893163
             35      413.02666     0.59291837      333.52298     0.47029827      525.58947     0.81706088
             40      354.76492     0.54151839      286.72953       0.430146      450.12537     0.74080043
             45      306.09324      0.5023813      247.29939     0.40081075      388.08963      0.6863307
             50      262.70356     0.46712102      212.28539     0.37188212      332.64784     0.63296431
             55       224.1871     0.42971981      181.20052     0.34450418      283.52685     0.58518652
             60      193.66256     0.40312063      156.51905     0.32054614      244.80735     0.54187547
             65      166.11003     0.37028336      134.38799     0.30341764      209.57127     0.51822189
             70      141.96807     0.34227163      114.81042     0.27317179       179.1372      0.4580826
             75      123.41295     0.31880698       99.86391     0.25745528      155.54389     0.43370188
             80      106.75902     0.30487193      86.332091      0.2424942      134.62624     0.40979231
             85      91.459835     0.27529918      74.026966     0.21998244      115.16962     0.36603983
             90      80.071053     0.25769525      64.842204     0.20639354       100.7439     0.34366849
             95      69.826699     0.24074224      56.472889     0.19242561      88.008651     0.31901586
            100      60.719734     0.22582982      49.181289     0.18107105      76.357667     0.30152997
            105      52.702301     0.20947944      42.622107     0.16831955      66.395773     0.28097289
            110      46.157831      0.1977886      37.372826     0.15786887      58.021201     0.26170622
            115      40.612514     0.18368682      32.940773     0.15193018      50.928018     0.24866318
            120      35.468606     0.17202468      28.691041     0.13728569      44.585164     0.22953409
            125      31.563866     0.16283628      25.463215     0.12961288      39.800156     0.21823165
            130      27.624013     0.15530746      22.304834     0.12353723      34.773817     0.21118714
            135      24.424225     0.14244433      19.699873     0.11358216      30.786563      0.1902392
            140      21.803412     0.13852707      17.561725     0.10944654      27.524924     0.18704289
            145      19.477993     0.12755024      15.654704     0.10132351      24.639844     0.17145429
            150      17.172289     0.12140957      13.821118    0.096511454      21.671858     0.16572683
            155      15.458289     0.11386553      12.420646    0.091815763      19.548808      0.1562481
            160      13.636288     0.10872287      10.951544    0.086058282      17.252507     0.14700355
            165      12.389241     0.10174696      9.9418799    0.080492155      15.681706     0.13692163
            170      10.909636    0.094966418      8.7557106    0.077475023       13.80633     0.13474996
            175      9.9253798    0.090562055      7.9690849    0.072099057      12.553838      0.1229538
            180      9.0381247    0.087967198      7.2389471    0.069377753      11.459288     0.11864157
            185      8.1341203     0.08253535      6.5162876    0.065825131      10.315091     0.11266156
            190      7.2893723    0.078113917      5.8419689    0.062796235      9.2298624     0.10928144
            195      6.5854251    0.073887322      5.2770926    0.058981226      8.3318998     0.10256069
            200      5.9526913    0.070691185      4.7550603    0.055593311      7.5659455    0.095212538
            205      5.5573561     0.06889977      4.4526031    0.054600674      7.0369538    0.094781893
            210      4.9615689    0.064425637        3.96685    0.050794513      6.2960775    0.087401146
            215      4.6030533    0.061931828      3.7103318    0.062061647      5.7723547     0.12281593
            220      4.0372684    0.058322652      3.2124836    0.046071888      5.1518063    0.080893569
            225       3.806838    0.056471408      3.0284615    0.044401192      4.8585088    0.076538751
            230      3.4924657    0.076879868      2.7785722    0.056660689      4.4535891     0.11066105
            235      3.2144025    0.054230247      2.5637935    0.042256946      4.0888912    0.074857083
            240      2.9168138    0.049850023      2.3238539     0.03907558      3.7138044    0.068171794
            245      2.5936191    0.047918046      2.0700051    0.037552132      3.2978897    0.065912352
            250      2.4774184     0.04587366      1.9625185    0.035612435      3.1758752    0.062308252
            255      2.3093077      0.0443709      1.8271824    0.034523496      2.9672651    0.060173668
            260      2.0906382    0.042284862      1.6594702     0.03306796      2.6756081    0.057582654
            265      1.9335363    0.040194214      1.5443021    0.031603683      2.4505515    0.055874205
            270      1.7953181    0.038991778      1.4320463    0.030480115      2.2789012    0.053488663
            275       1.642809    0.043257931      1.2976733    0.032276034      2.1136696    0.061674684
            280      1.5015123    0.036224223       1.190642    0.028133259      1.9203989    0.049913032
            285      1.4327448    0.036089241      1.1363848    0.027756638      1.8336369    0.049844613
            290      1.3109507    0.034293921      1.0392451    0.026494538      1.6773381    0.047106075
            295      1.2305889    0.032150366     0.97077751     0.02490968      1.5839098    0.043827975
            300      1.1043433    0.030831117     0.87507058    0.023910207      1.4137463    0.042842553
            305      1.0569334      0.0341131     0.84011989    0.025879134      1.3457699    0.047907824
            310     0.95910098    0.028647957     0.76398816    0.022353037      1.2185834    0.039821137
            315     0.89701393     0.02889043     0.70965636     0.02213035      1.1512404    0.040220314
            320     0.84622684     0.02707859     0.66482173     0.02090067      1.0958529    0.037410993
            325     0.79496877    0.025916412     0.63246958    0.020225862      1.0112552    0.035702073
            330     0.71526122    0.024504224      0.5686573    0.019174372     0.90976707    0.033126964
            335     0.69310751    0.024337139     0.55012986    0.018934595     0.88264593     0.03303257
            340     0.66639643    0.023516179     0.52967321     0.01830666     0.84768033    0.031976856
            345     0.56660281    0.023475811     0.44282586     0.01787245     0.73790968    0.032580866
            350     0.54824506     0.03467027     0.42671128    0.024593449     0.71732785    0.051168396
            355     0.47152021    0.019861279     0.37536093    0.015638033     0.59791047     0.02811039
            360     0.48297443    0.020199874     0.37742169    0.015565888     0.62863417     0.02746838
            365      0.4364524    0.019151996     0.35571459    0.017678175     0.53131494    0.037725915
            370     0.39638488     0.01834669     0.31377762    0.014163697     0.50717605    0.025517506
            375     0.38636693    0.018515309     0.30792737    0.014300098     0.48967512    0.025751803
            380      0.3718911    0.017702164     0.29767069    0.013922285     0.46873465    0.024091167
            385     0.36563708    0.018067378     0.28904137    0.013987838     0.46686876    0.025203486
            390     0.32182246    0.016743258        0.25294    0.012808581     0.41509283    0.023045025
            395     0.29592982    0.015896754     0.23497567    0.012277626     0.37651697    0.022181382
            400     0.31276248    0.025856246     0.25141885     0.02264933     0.39028219    0.029150794
            405     0.25616825    0.015189383      0.2075887    0.012408753     0.31607316     0.02188679
            410     0.25588901    0.014723308     0.20409666    0.011772526     0.32289112    0.020871642
            415     0.26085708     0.01522285     0.20568587    0.011714714     0.33469769    0.020796303
            420     0.21716852    0.013870182     0.17463431    0.010736156     0.27059397    0.019307522
            425     0.22578419     0.01402354     0.17976421    0.010997098     0.28546157    0.018984277
            430     0.21668557    0.013356548     0.17185494    0.010449666     0.27577213    0.018112439
            435     0.18293205    0.012613291      0.1446013   0.0096955312     0.23393285    0.017482701
            440     0.17760728    0.012427698      0.1396778   0.0094714446     0.22849494    0.017146867
            445     0.15486707    0.011875721     0.14208967     0.02075162      0.1581964    0.013679188
            450     0.15333732    0.011621166     0.12183342   0.0089520291     0.19488183    0.016037077
            455      0.1595561    0.011859103     0.12638266   0.0089668438     0.20257183    0.017118819
            460     0.15134023    0.011368321      0.1181138   0.0087450789     0.19656131    0.015518128
            465     0.12746742    0.010775111    0.099574705   0.0081677406     0.16569742    0.014932619
            470     0.12251023    0.010157429     0.10131413   0.0089125856     0.14672718    0.015439549
            475     0.11007403    0.010197744    0.089098502   0.0078454061     0.13579213    0.014273411
            480     0.12404161    0.010272219     0.09860435   0.0080133214     0.15708459    0.014367706
            485     0.11136953   0.0096225703    0.087309228   0.0074145453     0.14377678    0.013250101
            490     0.11006293   0.0097700681    0.087695055   0.0075584915     0.13882176    0.013394335
            495    0.094179743   0.0087632458    0.073294114   0.0067690243     0.12265704    0.011914632
            500    0.090861318    0.009173601    0.073695177   0.0070410677     0.11180594    0.013211786
            505    0.090090944   0.0088545077    0.072173602   0.0069564894     0.11219055    0.011879159
            510    0.092808227   0.0088451562    0.073391555   0.0068701405     0.11833876    0.012022275
            515    0.075037519   0.0078828116    0.059041043   0.0061386206     0.09650087    0.010668128
            520    0.074725314   0.0076769484    0.059375138   0.0065298184    0.094727402    0.011360183
            525    0.082694409   0.0081748621    0.063889016   0.0062593449     0.10919728    0.011158605
            530    0.075241436   0.0084248109    0.059773563   0.0064128687    0.095215394    0.011668308
            535    0.062840787   0.0072752307    0.047403248   0.0054381899    0.085394409    0.010116428
            540    0.057131397   0.0070008018    0.045226831   0.0053909082    0.072960618   0.0097165406
            545    0.061065669   0.0072256456    0.046851831   0.0055076985    0.080776221    0.010056395
            550    0.058192362   0.0071003028    0.047147726   0.0055108108     0.07168185   0.0098450718
            555    0.067257657   0.0082444518    0.052006496   0.0061658571    0.088403996    0.011492853
            560    0.052180433   0.0068744503    0.041927421   0.0053444075    0.064955807   0.0092365552
            565    0.053690747   0.0065082949    0.041507264   0.0050712405    0.070610531   0.0088583326
            570    0.049004094   0.0064058657    0.038380295   0.0049196482    0.063062697   0.0086723579
            575     0.05895805   0.0070589256    0.045371358   0.0053283977    0.077970295   0.0097532434
            580     0.03675307   0.0058310118    0.028102598   0.0042720707    0.048900197   0.0084447525
            585    0.050099074   0.0070131431    0.039273032   0.0052260006    0.064792166    0.010835268
            590    0.046707027   0.0062671022     0.03779811   0.0047748076    0.057262283   0.0094719091
            595    0.035221692    0.005521175    0.027792037   0.0041540476     0.04510689    0.007804584
            600    0.030627559   0.0053045614    0.024605728    0.004115639    0.038192913   0.0071538457
            605     0.02986187   0.0052490366    0.023123307     0.00393111    0.039315275   0.0074127902
            610    0.031657303   0.0049506672    0.024133228    0.003790232    0.042459055   0.0067087215
            615    0.027564803    0.004842388    0.021750394   0.0037573101    0.035073465   0.0065275266
            620    0.032158937   0.0051928956    0.025025413   0.0040225358    0.041931726   0.0070660989
            625    0.025486732   0.0049753069    0.020634035   0.0037418718    0.031385512   0.0073495959
            630    0.027564803   0.0047197878    0.020845768   0.0035449639    0.037200217   0.0065342331
            635    0.030627559   0.0051928956    0.024299567   0.0040636101    0.038882992   0.0069846307
            640    0.027898051   0.0053486265    0.021939154   0.0040398348    0.035475413    0.007528056
            645    0.020673602   0.0046572713    0.017335335   0.0034661893    0.024176043   0.0071572903
            650    0.021439291   0.0041936415     0.01635628   0.0031468583    0.028732382   0.0058624298
            655    0.013016712   0.0035086522   0.0097928741   0.0024720238    0.017694705   0.0053059582
            660    0.025915728   0.0048064799    0.020243957   0.0036397633    0.033459744   0.0066372894
            665    0.036600846    0.015013098    0.027496595    0.010206343    0.049669468    0.022922165
            670    0.020856358   0.0046907795    0.016524764   0.0034224135    0.026575138   0.0068705619
            675    0.019907913   0.0041935996    0.015687421   0.0031686646    0.025401594   0.0059047154
