# n_light_jets-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS
           -0.5      88.634661     0.68003467      74.627393     0.54718156      114.34596      1.0125682
            0.5      1452.4473      2.5328687      1187.7791      2.0123627      1851.9182      3.6101034
            1.5      8203.4569      5.4261478      6626.1134      4.2717407       10456.11      7.6550146
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
