#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      637.17377      5.6007243      515.93489      4.3727254      825.13099      8.0990176
           -4.9      759.75976      6.1241954      615.67196      4.7920434      982.74967      8.7503271
           -4.8      878.17134      6.5986441      710.00727      5.1378692      1136.8976      9.4377277
           -4.7      1001.8806      7.0220262      809.79362      5.4653128       1298.759        9.98876
           -4.6      1129.4539      7.3977964      913.33783      5.7729831      1462.9846      10.641981
           -4.5      1305.9061      7.9013335      1055.0049      6.1945264      1692.6489      11.325036
           -4.4      1436.5655      8.2696614      1162.1756      6.4700132      1856.5191      11.739204
           -4.3      1602.8376      8.7776694      1297.3562      6.8892372       2065.446      12.597863
           -4.2      1779.9934      9.2067387      1439.3859      7.2209568      2297.1116      13.098327
           -4.1      1973.5741      9.6724436      1594.3257      7.5654978      2545.8981      13.669838
             -4      2124.6356      10.019566        1716.83      7.8392703       2738.797      14.103146
           -3.9      2291.0379      10.386467      1853.6767      8.1433558      2943.9674      14.692576
           -3.8      2456.3676       10.69926      1984.5797      8.3893401      3163.8239       15.16013
           -3.7      2605.3746      11.018078      2107.8367      8.6414129      3344.8401      15.494334
           -3.6      2774.3331      11.340445      2245.6301      8.9109423      3558.4366      16.027036
           -3.5      2926.9464      11.629338      2366.4565      9.1279083      3756.3425      16.334975
           -3.4       3058.174      11.820653      2474.7779      9.2795349      3918.0641      16.546757
           -3.3      3188.6132      12.123805      2579.2954       9.523137      4088.4805      17.037364
           -3.2      3283.7546      12.217204      2657.5175      9.6301472      4200.7649      17.203164
           -3.1      3421.3617      12.523561      2770.8566      9.8913558      4372.8243      17.655311
             -3      3504.5196      12.552554      2834.8158      9.8761097      4488.1181      17.514185
           -2.9      3596.1973      12.679648      2906.6398      9.9855436      4605.8495      17.672476
           -2.8      3683.7099      12.952056      2978.7671      10.175666       4714.334      18.027318
           -2.7      3738.6569      12.897182      3024.3449      10.158721       4780.766      17.942449
           -2.6      3805.4831       12.99393      3083.0413      10.432775      4849.2772      18.650121
           -2.5       3857.007      13.089156      3121.3747      10.310141      4924.8108      18.149729
           -2.4      3900.1724      13.098559      3156.8088      10.380455      4976.8909      18.356345
           -2.3      3949.1531      13.205049       3198.251      10.421625       5030.319      18.329291
           -2.2      3995.7386      13.405483       3232.527      10.577454      5098.8479       18.68841
           -2.1      4038.7031      13.308793      3267.9869      10.515081      5150.2288      18.477379
             -2      4063.8216      13.324062      3289.0228      10.536702      5184.0918      18.516518
           -1.9      4108.1614      13.499838      3323.4311       10.66259      5238.2369      18.798035
           -1.8      4135.9735      13.442984      3348.8945      10.699759      5267.8925      18.967694
           -1.7      4144.1358      13.401549      3351.2263      10.587807      5292.0684      18.528119
           -1.6      4211.0042      13.496682      3404.3107      10.661397      5375.4742      18.655796
           -1.5      4209.9139      13.530358      3407.0121      10.842506      5366.5011      19.118522
           -1.4      4235.3047       13.52855      3425.8703      10.703913      5402.7951      18.754828
           -1.3      4245.6657      13.583708      3436.3791      10.758757      5409.6856      18.868351
           -1.2      4300.8498       13.62991      3478.1096      10.868478      5487.2889      19.193223
           -1.1      4272.6453      13.596675      3456.3369      10.871943       5449.223      19.148257
             -1      4291.2902      13.586218      3468.1304      10.735033      5477.9509       18.82652
           -0.9      4294.7812      13.568277      3473.1345      10.735174      5478.9819      18.772895
           -0.8      4310.2089       13.62661      3490.5036      10.808717      5489.4554      18.920883
           -0.7      4330.0848       13.63589      3498.9094       10.79538      5531.2843       18.90007
           -0.6      4332.3761      13.637756      3504.7251      10.827647      5526.2499        19.0409
           -0.5      4344.3426      13.710384      3508.1189       10.85369      5553.8633      19.035088
           -0.4      4366.8623      13.713231      3528.8249      10.850068      5577.4464      18.960994
           -0.3      4358.7718      13.680767      3523.1735      10.852639      5562.5605      19.030314
           -0.2      4358.4884      13.629629      3523.1315      10.877294      5566.1189      19.069692
           -0.1      4351.2943      13.946208      3517.4007      10.999029      5551.4857      19.367845
              0      4335.5814      13.685565      3505.3442      10.833979      5534.6219      19.037916
            0.1      4339.0188      13.640995      3507.0525      10.820941      5540.1899      19.041416
            0.2      4368.8076       13.73991      3531.0598      10.886342      5577.2365      19.124281
            0.3      4342.1639      13.650219        3510.84      10.870488      5537.8898      19.135532
            0.4      4342.7583      13.651463      3511.4761      10.832502      5540.7167      19.006294
            0.5        4340.66      13.652555      3511.1604      10.834105      5537.1637      19.006955
            0.6      4340.3918      13.712094      3509.4861      10.881035      5539.0421      19.162182
            0.7      4291.1953      13.657252      3469.2706      10.814593      5476.1969       18.96978
            0.8      4290.6696      13.595643      3471.5439      10.791202      5467.8546      18.953698
            0.9      4283.6331      13.596754      3466.9232      10.778663      5457.1761      18.937721
              1      4262.6574      13.581287      3446.4901      10.727245      5441.0998      18.855665
