#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       13.61482     0.24873239      10.986494     0.19431216      17.470356     0.35103253
              1      41.650603     0.43285703      33.675754     0.34453062      53.307489     0.62648131
              2      69.955377     0.56174808      56.481803     0.44194013      89.715888     0.79265541
              3      97.542903      0.6631962      78.918714     0.52387865      124.79725     0.94667305
              4      126.98449     0.76203816      102.64496     0.60007903      162.59803      1.0765429
              5       157.0783      0.8415223      126.93596     0.66462568      201.32747      1.1955549
              6      186.65482     0.92125423      150.63959     0.72441319      239.49821      1.2969565
              7      215.33961     0.97996033      173.76371     0.77459866      276.56025      1.3882732
              8      246.51796      1.0499049      198.94735     0.82449328      316.36135      1.4722557
              9      277.19014      1.1122946      223.75299     0.87537345      355.36481      1.5563931
             10      308.43414       1.172791      249.01116     0.92168934      395.53827      1.6396136
             11      342.48326      1.2310701       276.4345     0.96876221      439.25137      1.7283861
             12      373.88305      1.2910941      301.98193      1.0150789      479.13384      1.8070122
             13      406.28205      1.3451237      328.36029      1.0616826      519.94319      1.8961839
             14      440.38194      1.3973084      355.75617      1.1049761       563.9035      1.9646615
             15       472.5388      1.4454431      381.47409      1.1434716      605.73683      2.0347687
             16       505.6266      1.4979419      408.24487      1.1773187      648.02043      2.0885973
             17      536.58427      1.5414716      433.78964      1.2235961      686.59316      2.1846385
             18      570.03908      1.5904138      460.39405      1.2534213      730.51751      2.2315941
             19      601.70827      1.6347056      486.21766      1.2863577      770.53591       2.293786
             20      631.11909      1.6686235      510.06061      1.3141839      807.92382      2.3375166
             21      660.79829      1.7116795      533.61934      1.3476107      847.47564      2.3966474
             22      687.95433      1.7494424      556.36551      1.3894742      880.02658      2.5045537
             23      717.73554      1.7869083      580.14324      1.4430988      919.68287      2.6016418
             24      744.25483      1.8209299      601.35427      1.4367839      954.49867      2.5642765
             25      764.97153      1.8442073      618.25044      1.4545764      980.45858      2.6051364
             26      783.32793       1.867779      633.44516      1.4713018      1003.4351      2.6365275
             27      804.83855      1.8936086      650.82428      1.4895157      1032.3188      2.6708024
             28      822.82817      1.9183895      665.72334      1.5138583       1055.049      2.7287757
             29      837.31783      1.9370945      676.93736      1.5225126       1074.768      2.7457951
             30      849.76429      1.9589025      686.94194       1.536509      1091.9986      2.7744939
             31      851.99798      1.9606126      688.97351      1.5402319      1094.7521      2.7892088
             32      861.83322      1.9836508      696.73468      1.5599991      1108.7764      2.8315668
             33      855.83099      1.9706511      692.28134      1.5502208      1100.9443      2.8276466
             34      851.42885      2.0127795      689.22067      1.5888646      1094.9704      2.9014363
             35      840.39073      1.9638158      680.11765      1.5386177      1081.9123       2.807705
             36      825.34073      1.9419741      668.02788      1.5216584      1062.7998      2.7803081
             37      799.67068      1.9241833      648.00496      1.5311621      1028.4545      2.8152075
             38       772.4345      1.8834394      625.18687      1.4769145      994.96952      2.7059146
             39        741.341      1.8407075      600.12347      1.4443477      954.56647       2.637513
             40      700.26777      1.7871277      566.53825      1.3999204      901.02468      2.5468091
             41      663.90278      1.7396678      536.81017      1.3628725      854.86401      2.4672855
             42      620.31608      1.6771385      502.36182      1.3218763      795.01556      2.3984191
             43       578.2569      1.6143183      467.84233      1.2674917       741.1685      2.2802912
             44      539.71138      1.5533885      437.02079       1.223433      690.37897      2.1815034
             45      502.20587      1.5020818      406.27522      1.1819453      642.38836      2.0993103
             46      466.31883      1.4391534      377.06806      1.1343876        596.037      2.0055386
             47      432.14354      1.3778608      349.37114      1.0871024      551.72858      1.9112253
             48      402.21645      1.3320876       325.2338      1.0500121      513.13118      1.8405685
             49      375.46183      1.2809261      303.56707      1.0122723        478.404      1.7626591
             50      348.15363      1.2331221      281.55958     0.97426825      443.06962       1.691546
             51      325.57431      1.1864728       262.9693     0.93791583      414.73517      1.6199011
             52      302.54739       1.144101      244.57146     0.90456003      384.74202      1.5617402
             53      284.00742       1.105054      229.92275      0.8804128      360.26293      1.5196943
             54      265.52705      1.0650459      214.46131     0.84447572       337.6066      1.4450335
             55      248.64194      1.0321117      200.99071     0.82002565      315.72544      1.4072794
             56      231.77402     0.99748601      187.58994     0.81047391      293.53943      1.4085446
             57      215.29372     0.95929999      174.19449     0.76342269      272.65133      1.3068461
             58       202.9137     0.93038984      164.54155     0.74297317      256.24787      1.2645249
             59      192.52968     0.90409532      155.88362     0.72365466      243.51345      1.2309158
             60      180.94772     0.87709413      146.28145     0.69633531      229.19613      1.1828704
             61      170.26636     0.85029939      137.83781     0.67828812      215.31218      1.1502056
             62      158.72957     0.82221183       128.5235      0.6562102      200.51569      1.1123695
             63      148.27098     0.79366619      119.93305     0.63658667      187.52011      1.0813494
             64      140.71185     0.77236066      113.85266     0.61447116      177.87061      1.0359076
             65      133.83769     0.81858692      108.29804      0.6432664      169.15152      1.1240839
             66      126.46512     0.73058802      102.33418     0.58487134      159.68101     0.98441745
             67      119.75287     0.70918085      96.904979     0.56660501       151.2179     0.95107616
             68       112.5579      0.6877358       91.01077     0.54826338      142.37739     0.92182032
             69         106.23     0.66781499      86.093264     0.54022197      133.86405     0.91213704
             70      101.71635     0.73978523      82.452098     0.58017111       128.0432      1.0220618
             71      96.749911     0.63759802      78.466263     0.51205921      121.75732      0.8580619
             72      92.004633     0.61980617      74.628682     0.49643586      115.78069      0.8295567
             73      88.278432     0.61538698      71.533663     0.50204411      111.18902     0.84269904
             74      83.109724     0.59104892      67.309959     0.47618366      104.78768     0.80110027
             75      78.771907      0.5751804      63.875242     0.47686765      99.089771     0.81151584
             76      74.240095     0.55840136      60.255928     0.44691751      93.266177     0.74445296
             77      70.870707     0.54387147      57.425397     0.43532959      89.291291     0.72614563
             78      67.694312     0.53112375      54.935031     0.42532971      85.115759     0.70658637
             79      63.405975     0.51534943      51.370866     0.41390422      79.840375     0.69094388
             80       60.48578      0.5034543      49.222446     0.41321301      75.694322     0.70292732
             81      59.105855     0.49686553       47.96229     0.39762787      74.251518      0.6592581
             82      55.856218     0.48385229      45.354825     0.38973649      70.088971      0.6526073
             83      53.136103     0.47109478      43.027807     0.37694515      66.932033      0.6259515
             84      50.396422     0.47442526      40.949237     0.37767119      63.174168     0.63964178
             85      48.854818     0.45150184      39.648818      0.3605807      61.345111     0.59821209
             86      46.995954     0.44121337      38.024385     0.35288522      59.269291     0.58205138
             87      45.131394     0.43217943      36.559856     0.34629734      56.848824     0.57161499
             88      41.362335     0.41463241      33.610734     0.33188247      51.855305     0.54811198
             89       40.76302     0.41127926      33.064958     0.32953753      51.226819     0.54631213
             90      39.612084     0.40490378      32.152984     0.32994523       49.70999     0.55630376
             91      36.590476      0.3899294         29.653     0.31260988      46.027976     0.51571186
             92      36.148144     0.39013201      29.300215     0.31126774      45.475554     0.51554616
             93      34.969724     0.37978044       28.36653     0.30495854      43.922271     0.49973282
             94      32.641379     0.36888305      26.547834     0.29844704      40.830812     0.49542407
             95      31.792168     0.36534884       25.85409     0.29319961      39.810658     0.48391869
             96      31.002686      0.4485702      25.058988     0.34381379      39.118328     0.61650984
             97      29.235756     0.34972942      23.712619     0.27946947      36.737972     0.46201975
             98      28.361862     0.34254589      23.084091     0.27536466       35.46298     0.45519376
             99      27.587358     0.33921667      22.423126     0.28043843      34.521736      0.4822857
            100      27.587358     0.33921667      22.423126     0.28043843      34.521736      0.4822857
