#          y_em        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      142.42896      2.5827408       114.7813      2.0135461      183.01174      3.6148447
           -4.9       179.5479      2.8895026      144.28725      2.2516524      231.30359      4.0488049
           -4.8      220.32693      3.2130275      177.68041      2.5066065      283.22643      4.5006345
           -4.7      262.01449      3.5109546      210.91787       2.743041      338.34751      4.9878018
           -4.6      325.18325      3.9161409      263.07061      3.0622476      416.38305      5.5176841
           -4.5      397.04317      4.3078201      320.65702      3.3693857      511.07741      6.0412081
           -4.4      481.16887      4.7393465      387.43216       3.702187      621.48136      6.6844478
           -4.3      579.72621      5.1911182       468.7673      4.0687675      744.47517      7.2896316
           -4.2      707.75277      5.7416373      569.93492      4.4988025      915.23115      8.0862035
           -4.1      833.18642      6.2529195      672.87193      4.8903871      1071.2294      8.8104257
             -4      974.66863       6.755812      789.12476      5.3084675      1249.7775      9.5639636
           -3.9      1149.2891      7.3622851      926.87521       5.757898      1483.6208      10.349792
           -3.8      1326.8876      7.8902237      1072.9672      6.1732602      1705.3315      11.076466
           -3.7      1529.1236      8.4472154      1234.3685       6.647843      1968.4318      12.008628
           -3.6      1741.8236      9.0045647      1406.5379      7.0530859      2240.9894      12.672542
           -3.5      1981.2047      9.5674711      1600.2299      7.4968472      2547.6744      13.472769
           -3.4       2211.461      10.134117      1788.2271      7.9618801      2838.3301       14.30367
           -3.3      2464.3399      10.793389      1991.1078      8.4444449      3165.0755      15.177395
           -3.2      2700.3846      11.172517      2183.0312      8.9120844      3465.1146      16.163897
           -3.1      2949.9342      11.624345       2381.732      9.1101304      3791.4346      16.319591
             -3      3179.7808      12.076564      2571.8876      9.5289796      4078.7444       17.15074
           -2.9       3423.719      12.477821      2765.4483      9.7853342      4396.8012      17.450431
           -2.8      3643.9479      12.869607      2944.9898      10.125914      4675.1683       18.04859
           -2.7      3858.1437      13.250987      3116.2981      10.408995      4954.2079      18.472956
           -2.6       4064.102      13.527117      3285.5397      10.654655      5207.3539      18.933901
           -2.5      4241.6206       13.82313       3426.561      10.862284      5439.0433      19.286665
           -2.4      4368.3239      14.015879      3533.0073      11.054179      5591.0658      19.690142
           -2.3      4558.4177      14.378584      3685.7113      11.389503      5836.8421      20.376135
           -2.2      4655.6865      14.566042      3763.3904      11.450896      5958.4276      20.341681
           -2.1      4771.7517      14.591646      3862.7772      11.543206      6096.8162      20.559134
             -2      4857.1781      14.736045      3929.4665      11.639356      6210.6211      20.688773
           -1.9        4946.41      14.916863       4000.068      11.776319      6327.5515      20.841442
