#          y_em        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.8       4990.469      14.863714      4036.9456      11.729119      6383.4771      20.732858
           -1.7      5070.8999       14.99443      4105.3799      11.869962      6473.4151       21.06158
           -1.6      5106.6068      14.956536      4133.5449      11.823801      6523.5801      20.824473
           -1.5      5136.5381       15.08939        4159.67      11.907169      6553.5779      21.016932
           -1.4       5151.389      15.005347      4170.4785      11.907764      6575.3802        21.0122
           -1.3      5164.1732       15.01321      4180.3867      11.881118      6590.5925      20.930014
           -1.2      5199.7679      15.131675      4209.5886      12.008567      6633.3225      21.221856
           -1.1      5225.8647       15.07314      4230.5653      11.942411      6668.2714      21.002755
             -1      5192.3574      14.975597      4200.7476      11.939706      6634.9787       21.02558
           -0.9      5215.7464      15.035262      4220.1431       11.89968       6656.619      20.889772
           -0.8      5202.5823      15.019023      4211.7335      11.927195      6637.6987      20.976029
           -0.7      5165.3644      15.006575      4179.5229      11.861484      6593.7683      20.883386
           -0.6      5182.7761      14.946698      4193.0818      11.837145      6620.1529      20.835719
           -0.5      5196.3817      14.979698      4205.0686      11.866303       6630.858      20.852512
           -0.4      5172.5765      14.931261      4187.9694      11.858383      6596.0648      20.854391
           -0.3      5182.3019      14.950658      4193.7645      11.831833      6610.8376      20.802545
           -0.2       5177.735      14.958891        4192.83      12.080631      6601.1958      21.441465
           -0.1      5181.2997      15.217336      4194.6467      12.060691      6606.9727      21.394542
              0      5160.1272      14.904493      4175.1943       11.79824      6586.1724      20.740583
            0.1      5149.1438      14.911597      4167.1012      11.784522      6571.6005      20.727217
            0.2      5175.2676      14.940557      4189.7356      11.860645      6598.8767      20.896687
            0.3      5201.6641      15.034585       4211.347      11.914528      6633.9688      21.011658
            0.4      5187.7267      14.983626      4199.9977      11.925976      6616.1841      21.055344
            0.5      5190.1702      15.023348      4202.0964      11.898573      6617.6083      20.971572
            0.6      5195.5817      15.046408      4206.4464      11.889369      6626.7737      20.973952
            0.7      5192.0946      15.025185      4204.8106      11.974569      6621.0192      21.187914
            0.8      5192.2875      15.092906      4204.5653      11.958236      6621.9009      21.192996
            0.9      5185.7306       15.06228      4203.7995      12.386921      6603.5604      22.280581
              1      5189.0015      15.052025      4202.4602      11.914414      6618.5769      21.039775
            1.1      5194.0623      15.321399      4204.0407      12.104446      6633.0432      21.536412
            1.2      5173.3681      15.081009      4190.7798      11.968981      6594.2472      21.225841
            1.3      5156.0339      15.031468       4170.416      11.881887      6592.1343      21.061022
            1.4      5134.5772      15.101364      4156.9575      12.070004      6554.8212      21.616178
            1.5      5108.4448      15.012321      4135.1919      11.914483      6525.4103      21.243378
            1.6       5081.324      15.015785      4108.8328      11.826623      6504.4863      21.062923
            1.7      5012.4242      14.936368      4055.7841      11.762271      6405.8949      20.906919
            1.8      4941.8174      15.251455      3994.7658      11.939926      6324.2137      21.458815
            1.9      4864.5309      14.724208      3933.7048      11.693391      6220.3188      20.869119
              2      4789.8385      14.651819      3874.4584      11.571263      6123.6406      20.710622
            2.1      4652.9602      14.450621      3761.4784      11.361869      5955.7266      20.329604
            2.2      4525.2784      14.927653       3659.895       11.72188      5792.6526      20.885576
            2.3      4379.7339      14.138508      3541.7561      11.115489      5607.1537      19.843203
            2.4      4201.2188      13.892836      3395.0484      10.923127      5386.8691      19.548741
            2.5      4054.1069      13.586966      3274.6021      10.658761      5201.8191      19.171559
            2.6      3846.2068      13.257847      3109.8344      10.438769      4929.2578      18.830658
            2.7        3652.86      12.969776      2952.4954      10.168075      4686.9168      18.356465
            2.8      3408.1133      12.557767      2757.1093      9.8621818      4368.2939      17.843753
            2.9      3198.1872        12.1839      2587.8879      9.5607162      4097.6554      17.247178
              3      2941.2817      11.935114      2376.7518       9.348262      3774.0703      16.850034
            3.1       2726.953      11.260657      2204.7946      8.8231536      3504.0355      15.999333
            3.2      2469.1751      10.744746       1997.043      8.4325342      3169.3764      15.319975
            3.3      2220.7809      10.223822      1791.6783        7.97123      2859.0954      14.489726
            3.4      1997.2341      9.7170979      1614.0219      7.6088684      2566.1166       13.79543
            3.5      1754.3382      9.1180751      1417.5121      7.1288212      2254.2024      12.978574
            3.6      1544.8772      8.5308324      1248.0011      6.8043445      1985.9708      12.523694
            3.7      1340.6649      8.0237724      1082.2736      6.2599144      1725.4906      11.382865
            3.8      1154.0154      7.3863276      931.29289      5.7636061      1486.0088      10.517809
            3.9      992.19683      6.8492587      801.51607       5.365627      1278.0713      9.7682605
              4      823.85853      6.2878347      667.01979       4.981185      1055.7219      9.1385916
            4.1      704.37251      5.8509615      567.74507      4.5926443      909.10001      8.2618516
            4.2      585.00005      5.2656824      472.41276      4.1079231      752.78635       7.478537
            4.3      479.58474      4.7572664      386.92391      3.7181945      617.70941      6.7468522
            4.4      400.15572      4.3463383      322.21223       3.377494      516.73343      6.1782387
            4.5      319.69291      3.9134292      258.57464      3.0652534      409.48873      5.5591582
            4.6      265.84893      3.5590958      214.34571      2.7780884      343.47986       5.054278
            4.7      222.97389      3.2484706      180.10104      2.5399968      285.99314       4.591261
            4.8      182.89488      2.9515885       147.0841      2.2923463      235.72296       4.168023
            4.9      150.14998      2.6560221      121.11636      2.0853804      192.91542      3.7727497
              5      150.14998      2.6560221      121.11636      2.0853804      192.91542      3.7727497
