#    pt_ep-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      12.764918     0.24061594      10.294362     0.18859324      16.481226     0.34059925
              1      36.897737     0.41238029      29.975466     0.34015381      47.059739     0.62868054
              2      60.882528     0.52469414      49.283929     0.41687505      78.197924     0.76326999
              3      85.329092     0.62390757      68.989789     0.49095434      109.46923     0.88847077
              4      109.64799     0.70487722      88.611819     0.55822439      140.99046      1.0128583
              5      134.10915     0.79715907      108.52038     0.64792766      171.84096      1.1914688
              6       159.1144     0.85139116      128.59995     0.67087509      204.45855      1.2036306
              7      184.59683     0.91222807      149.26173     0.72005385      237.01146      1.2983528
              8       210.8312     0.97450547      170.24041     0.76562488      271.19635      1.3752948
              9      237.38815      1.0344084      191.96195     0.81942055      304.46577      1.4808883
             10      262.37233       1.087257      212.02422     0.85601787       337.0256      1.5350982
             11      289.73236      1.1417484      234.27495     0.89957464      371.84535      1.6163156
             12      318.42434      1.1958717      257.60202     0.94198973      408.34652       1.692358
             13      344.07267      1.2581528      278.26311     0.99056751      441.23262      1.7813876
             14      373.32443      1.2972793      302.07595      1.0221326      478.29647      1.8346027
             15      405.47922      1.3463878      327.98142       1.063581      519.71104       1.908372
             16      428.95524      1.3848511      346.78572      1.0893202      550.02034      1.9503516
             17      460.48919      1.4345906      372.52872      1.1420079      590.33503      2.0562888
             18      488.98011      1.4748488      395.91256      1.1988897      626.51841      2.1759299
             19      516.10634      1.5201971      417.34625      1.1980397       661.5959      2.1450125
             20      545.27279      1.5615314      441.36623      1.2294527      698.55875      2.2043654
             21      574.58567       1.600976      464.71278      1.2699158      737.08388      2.2816765
             22       600.4708      1.6379198      485.39742      1.2935607      771.01459      2.3299869
             23      628.85619       1.675346      508.29904      1.3157001      807.41259      2.3622179
             24       653.3437      1.7193327        528.177      1.3539814      838.71709      2.4398385
             25      678.27531         1.7972       548.1961       1.413243      871.51312      2.5337537
             26      701.28495      1.7735243      567.14948      1.3975595      900.19155      2.5241438
             27      724.35058      1.8114558      585.41026      1.4201111      931.16141      2.5630105
             28      743.49257      1.8279853      601.23583      1.4374802      956.00544      2.6041785
             29      764.64556      1.8572554      618.13757      1.4573766      983.68387      2.6392678
             30      780.35012      1.8784532      630.85321      1.4708744      1004.6879       2.663287
             31       793.4311      1.8928706      641.97203      1.4866847      1020.3368      2.6992754
             32      804.04496      1.9215548      650.39305      1.5049742      1035.0632      2.7350713
             33      809.32555       1.920531      654.53049       1.503668       1042.271      2.7384421
             34      809.77882      1.9201329      655.18282      1.5047475      1043.6554      2.7513025
             35      803.71759      1.9383384      650.51887      1.5146335      1035.2765      2.7843451
             36      799.25844       1.915121      646.82186      1.4965755      1030.5614      2.7425262
             37      784.04761      1.9017376      634.86844      1.4914392      1010.1108      2.7392292
             38      764.20058      1.8715994      618.37366      1.4671175      984.60594       2.690299
             39      736.62802      1.8369759      595.94499      1.4402876      949.06197      2.6335036
             40      705.73142      1.7979968      571.20198       1.409453      907.50571      2.5671544
