# pt_bbZ-mbbZ10        central        num_err    min (scale)        num_err    max (scale)        num_err
# 00
              0      568.61089     0.79288162      464.37492     0.65231095      765.67586      1.2718005
              5       791.1789     0.85384666      645.38153     0.66161817       1017.673      1.2552108
             10      688.59482     0.76744592      556.11767     0.59926738      880.42451      1.0956733
             15      589.71075     0.70007682      474.43309     0.54899614      752.53094     0.97840037
             20      507.71063     0.64332422      407.54207      0.5053504      647.56901     0.88609417
             25      437.55432     0.59433197      350.93243     0.47249081      557.61782      0.8244943
             30      380.10106     0.56110968       304.7934     0.44366734       483.7607     0.76588756
             35      329.82473     0.51523888      264.42404     0.40718108      419.49111      0.6979577
             40       286.7594     0.47953682      229.81917     0.37965759      364.60141     0.64757198
             45      248.68255     0.44748729      199.28604     0.35521495      316.09279     0.60477107
             50      216.92085     0.42064115      173.84809     0.33306139      275.55885     0.56603823
             55      188.59341      0.3904466      151.18606     0.31070766       239.4132     0.52586374
             60      164.39243      0.3638912      131.78648     0.28941389      208.64258      0.4896605
             65      143.20751     0.34188682      114.86368     0.27195227       181.5878     0.45809301
             70      124.49547     0.31765742      99.929994     0.25684262      157.68398     0.43662418
             75      108.73691     0.30048756      87.269212      0.2402093      137.72786     0.40791176
             80      95.635629     0.27949764      76.725077     0.22223193      121.18607     0.37348191
             85      83.829445     0.27019817      67.212636     0.21352914      106.31799     0.36375274
             90      73.877174     0.24515813      59.381358     0.19749916       93.35676     0.33459576
             95      65.066058     0.23064469      52.172914     0.18319547      82.439621     0.30719983
            100      56.961479     0.21594342      45.632057     0.17150665      72.168876     0.29075348
            105      50.128653     0.20219699      40.175413     0.16082693      63.460466     0.27307729
            110      44.648262     0.19431005      35.706728     0.15320622      56.653138     0.26311776
            115      39.351068     0.18079093      31.415628     0.14239547       50.02427     0.24348783
            120      35.351831     0.17179622      28.221985     0.13556742      44.928062     0.23309293
            125      31.491085     0.16160641      25.096428     0.12679342      40.106659     0.21794824
            130      27.899392     0.15280706      22.240177     0.12173512      35.500574      0.2116878
            135      25.107621     0.14524846      20.016961     0.11453069        31.9477     0.19840488
            140       21.97822     0.13533703      17.554173      0.1129157      27.879015     0.19869769
            145      20.186646     0.13123575       16.04341     0.10255848      25.773496     0.17855506
            150      17.845626     0.12410732      14.195905    0.097364806      22.742677      0.1700647
            155      15.975654     0.11849888      12.707755    0.092747969      20.354889      0.1639871
            160      14.396927     0.11044164      11.470695    0.087955722      18.298166     0.15519048
            165      13.062939     0.10524571      10.373289    0.082512147      16.675622     0.14568902
            170      11.734606     0.10059992      9.3038314     0.07854382      15.011169     0.13785906
            175      10.892383    0.095547717       8.631155    0.074729168      13.935707     0.13063515
            180       9.563201    0.090488298      7.5775074    0.070720326      12.231738     0.12521753
            185      8.6197489    0.085554151      6.8217933     0.06653351      11.035468     0.11740358
            190      7.9111313    0.082054076      6.2473186    0.063867834      10.161248     0.11369456
            195      7.2599681    0.079870768      5.7563043    0.062451418      9.2723853     0.11087582
            200       6.714994    0.075893106      5.3368998      0.0596671      8.5455923     0.10674819
            205      6.1090612    0.071939672      4.8518334    0.058425255      7.7798401     0.10813247
            210      5.5153012    0.069685764      4.4011697    0.066156374      6.9735395     0.13139274
            215       4.954712     0.06694505      3.9326445    0.052012268      6.3105481    0.093897535
            220      4.5480494    0.062776289      3.5971033    0.048609011      5.8219951    0.086735344
