# total-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      31902.818       6.593602      25743.881      4.8953128      40922.715      11.032948
              1      31902.818       6.593602      25743.881      4.8953128      40922.715      11.032948
