# pt_bjet1-CMS-        central        num_err    min (scale)        num_err    max (scale)        num_err
# 1bjet
             30      61.197561     0.11245348      49.791116    0.090131555       77.13729     0.15269617
             50      25.752143    0.065644403      21.101949    0.053136126      32.103292      0.0879704
             75      11.214103    0.036776434      9.2513048    0.029901515      13.838193    0.048566873
            110      4.6450586    0.021192714       3.845793    0.017320158      5.6840553     0.02854092
            155      1.8126579    0.011236747      1.4913871    0.009002116      2.2287694    0.015064452
            220     0.48880408    0.004002965     0.40098808   0.0031962424     0.60020202   0.0054736853
            360    0.075792738   0.0012448065    0.061624447  0.00096644648    0.093686917   0.0017380362
            600    0.075792738   0.0012448065    0.061624447  0.00096644648    0.093686917   0.0017380362
