# total-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      333.93405      1.1851274      272.99362      0.9579806      419.48343      1.5534014
              1      333.93405      1.1851274      272.99362      0.9579806      419.48343      1.5534014
