#  pt_Z-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      195.90613     0.44760434      158.53492     0.34318556      260.79021     0.69769951
              5      491.88232     0.68796936      397.72722     0.52905757      647.95149      1.0476378
             10      617.91387     0.74926241      499.00321     0.58042414      805.32856      1.1132705
             15      629.29189     0.74170235       507.6161     0.57741037      814.37936      1.0755958
             20      585.04938      0.7069305      471.74908     0.55325615      752.70398      1.0080245
             25      523.21877     0.66317107      421.70645     0.52061216       670.7377     0.93018915
             30      457.31925     0.61782859      368.70043     0.48971793      584.12014     0.86543704
             35      396.55582     0.57418857      319.56283     0.45457719      505.75473     0.79507263
             40       339.5583     0.53000137      273.83481     0.41998014      431.83771      0.7274967
             45      292.18619     0.49065626      235.52626     0.39059317      371.34437     0.67275059
             50      250.07133      0.4558125      201.63864     0.36211093      317.36337     0.61978597
             55      212.77838     0.41838705       171.6011     0.33480019      269.69659     0.57188607
             60      183.15385     0.39173184      147.66746     0.31077842      232.08681     0.52835428
             65      156.70006     0.35930658      126.46952      0.2942363      198.17243     0.50560713
             70      133.51755      0.3316853      107.72535     0.26412524      168.85951     0.44547947
             75      115.48384      0.3082177      93.211328     0.24847843      145.90715     0.42132213
             80      99.566981     0.29457298      80.322835     0.23376815      125.84399     0.39746525
             85       84.95528     0.26439732      68.591697     0.21086831      107.23195     0.35272193
             90      74.221256     0.24783654      59.941041     0.19789618      93.629874     0.33140501
             95      64.344918     0.23026407      51.898283     0.18366947      81.308109     0.30612739
            100      55.732165     0.21441517       45.01676      0.1716695       70.26991     0.28747671
            105       48.32095     0.20047661      38.962745     0.16060571        61.0487     0.26994018
            110      42.070217     0.18714798      33.977412     0.14921278      53.021775     0.24827261
            115      36.853963     0.17463859      29.798167     0.13959316      46.388661     0.23161357
            120       32.02931     0.16308687      25.881691     0.13005235      40.338443     0.21609607
            125      28.390652     0.15402041      22.929266     0.12287598      35.770727     0.20494624
            130      24.769286     0.14462817      20.022708     0.11589952       31.13806     0.19556848
            135      21.767378     0.13416434      17.566882     0.10698408      27.421415     0.17822373
            140      19.336417     0.12901598       15.58463      0.1020622      24.389058     0.17345449
            145      17.083406     0.11931332       13.73758    0.094836683      21.596124     0.16034761
            150      14.969399     0.11288303      12.061021    0.090041606      18.861747     0.15407983
            155      13.380724     0.10572503      10.757139    0.085564619      16.906275      0.1454633
            160       11.83868     0.10136875      9.5082389    0.080328367      14.974002     0.13725866
            165       10.62387    0.093746862      8.5270981    0.074335458      13.436898     0.12597459
            170      9.3324194    0.087675076      7.4735098    0.069380655      11.842117     0.11770039
            175       8.428099    0.083259976      6.7747808     0.06642423      10.640729     0.11332175
            180      7.6295796    0.080800632      6.1052178     0.06371754      9.6800344     0.10879747
            185      6.8186352    0.075316334      5.4723686    0.060358093      8.6226661     0.10306799
            190      6.0261621    0.070894734      4.8237264    0.057166044      7.6364805     0.10001191
            195      5.4693809    0.067160772      4.3761069    0.053549751      6.9300682    0.092602063
            200      4.9058924    0.064119044      3.9135493    0.050340693      6.2406027    0.086421161
