#         pt_b2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2356.2215      1.2923176      1891.2638     0.99674482      3054.8356      1.9315431
              5      2107.2203      1.2083265      1701.4924       0.947263      2700.7799      1.7404812
             10      985.33158     0.87609443      800.48616     0.69703251       1249.798      1.2125844
             15      486.42453     0.62918522      396.96203     0.50394594      612.58727     0.85106533
             20      264.37535     0.46857827      216.51094     0.38165265      331.14366     0.63855027
             25      155.18916      0.3612448      127.47861     0.29257407      193.52273      0.4824867
             30       96.82746     0.28510296      79.763943     0.23364161      120.24873     0.38126479
             35      63.684722     0.23190032         52.567     0.18849935      78.890397     0.30486125
             40      43.954793     0.19347904      36.273431     0.15716778      54.448626     0.25315917
             45      30.337504     0.16042883      25.122432     0.13305633      37.318895     0.21702928
             50      21.989064     0.13957396      18.117085     0.11292044      27.207211     0.18540143
             55      16.268023     0.11789886      13.404231    0.096125221      20.103749     0.15633848
             60      12.595881     0.10372017      10.348818    0.083782154      15.606228     0.13707597
             65      9.5251169    0.091557702      7.8218738    0.073475114      11.804537     0.12173155
             70        7.53926    0.087687285       6.189428    0.069001948      9.3493768     0.12012829
             75      5.9499356    0.073750407       4.880937    0.058909387      7.3785961    0.098903287
             80      4.6590574    0.065213409        3.81521    0.051945948        5.78301    0.087606516
             85       3.787299    0.057955439       3.116678    0.046680279      4.6723887    0.077235721
             90      3.0931362    0.052439514      2.5228904    0.041830545      3.8605513    0.070305018
             95       2.473904    0.046581287       2.035214    0.037395006      3.0506681    0.062426468
            100      2.1293279    0.047192775      1.7458736    0.037302571      2.6338093    0.066216344
            105      1.7687722    0.039218768      1.4468854    0.031311406      2.1986016    0.052643843
            110      1.4846365    0.036073826      1.2188106    0.029705856      1.8320445    0.050362203
            115      1.2291232    0.033754619      1.0099075    0.026917769      1.5178514    0.045972005
            120       1.066896    0.030930341     0.88475532    0.025217512      1.3021137    0.041655386
            125     0.86462988    0.028267993     0.72384451    0.023386241      1.0375824    0.040658029
            130     0.76432147    0.027758564         0.6289     0.02191862      0.9405839    0.038075519
            135     0.62786507     0.02412335     0.51670082     0.01912114     0.77187903    0.032759301
            140     0.58666397    0.023242197     0.47592946    0.018253164     0.73660431     0.03141116
            145        0.44963    0.020988287     0.37217502    0.016406905     0.54934943    0.029199227
            150     0.42933683     0.01957492     0.35227219    0.015562886     0.53165467    0.026486745
            155     0.35537317     0.01793169     0.29145981    0.014280637     0.43860484    0.024187721
            160     0.33477086    0.017571644      0.2722555    0.013843793     0.41823237     0.02362544
            165     0.27493397    0.016123026     0.22330676    0.012695456     0.34383806    0.021740586
            170     0.24893051    0.015435557      0.2048151    0.012204124     0.30573477    0.020854922
            175     0.21399401    0.014362806     0.17573775    0.011453943     0.26394768    0.019700662
            180     0.20153779    0.013983954     0.16393033    0.010930684     0.25047506    0.018914061
            185     0.17461529    0.013727561     0.14250246    0.010624777     0.21871837    0.018936879
            190     0.15770708    0.011990407      0.1296336   0.0094711442     0.19388657    0.016339308
            195     0.14938622    0.011835913     0.12399502   0.0093764684     0.18151228    0.016049176
            200     0.12607602    0.012088086     0.10207694   0.0090869226     0.15983709    0.017473534
