# dR_bb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            0.4      193.44003     0.99814271      155.95913     0.79932026      245.82994       1.311902
            1.2      79.738915     0.64264729       64.59766     0.51715318      101.20576     0.84571892
              2       72.87942     0.88044042      59.886822     0.71558383      91.151189      1.1510798
            2.4      87.310887     0.79713712      73.024773     0.65391901      107.33111      1.0404947
              3      67.374428     0.88975238      57.077018     0.73088724      81.646522      1.1562642
            3.4      9.5915702     0.26650049      8.1555341     0.22203487      11.569246     0.34036227
              4      1.3769313     0.11802785       1.168911    0.097153222      1.6616711     0.14874623
            4.5     0.24502047    0.044644854     0.20764685    0.037586134     0.29563504     0.05513705
              5     0.24502047    0.044644854     0.20764685    0.037586134     0.29563504     0.05513705
