#pt_bbZ-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      565.16112     0.79096933      460.93994     0.64985268      761.79278      1.2701321
              5      781.99489     0.84930655        637.027     0.65695745      1007.2065      1.2507804
             10       675.5628     0.75932107      544.55201     0.59153702      865.33101      1.0870932
             15      574.79011     0.68932845      461.43649      0.5391873      734.97278      0.9665591
             20      492.41786     0.63300065      394.34821     0.49597276      629.43899     0.87442953
             25      422.43113     0.58383149      337.98818     0.46317288      539.56404     0.81273105
             30      365.23569     0.54344436      292.17121     0.42877515      465.88015     0.74477373
             35      315.77117     0.50360233      252.51971     0.39687037      402.56145     0.68401079
             40      273.84573     0.46855151      218.94084      0.3700775      348.96185     0.63461645
             45      236.56083     0.43626869       189.0791     0.34542081      301.41917     0.59128378
             50       205.8738     0.40981442      164.57252     0.32363407      262.15144      0.5530631
             55      178.39867     0.37877945      142.65276     0.30084552      227.00119      0.5118514
             60      154.95845     0.35323572       123.9089     0.28028841      197.12887     0.47706084
             65      134.48595     0.32953444      107.59854     0.26155224      170.91887     0.44324349
             70      116.56702     0.30698355      93.318358     0.24790562      148.00518     0.42410477
             75      101.33499     0.28964854      81.119438      0.2311789      128.65374     0.39496305
             80      89.047031      0.2694011      71.256866     0.21375643      113.10163     0.36129047
             85      77.625197     0.26054478      62.066229     0.20533495      98.703121     0.35224155
             90      68.308523     0.23555144      54.764351      0.1895366      86.520222     0.32317584
             95      59.833932     0.22086215       47.86551     0.17493759      76.021286     0.29502523
            100      52.296138     0.20661684      41.870515     0.16405439      66.367998     0.27642267
            105      45.729839     0.19302344      36.667635     0.15333959      57.914258     0.25852979
            110       40.74603      0.1854226       32.60349     0.14633783       51.66863     0.25096831
            115      35.686248      0.1710657      28.499409     0.13495021      45.347677     0.23032904
            120       31.89714     0.16320034      25.466169     0.12860839      40.536929     0.22100269
            125      28.433369     0.15352623      22.667365     0.12055123      36.199335     0.20703482
