# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-2bjet
             30      3.7452574    0.027819238      3.0399572    0.022368305      4.7487017    0.036886086
             50      4.0361507    0.029096701      3.2935979    0.023428868      5.0861113    0.038344466
             70      2.7331454    0.023984405      2.2305596    0.019381001      3.4434355    0.031362882
             90      1.7850442    0.019375767      1.4633698    0.015737523       2.232946    0.025237837
            110      1.0017663    0.010267445      0.8200254   0.0083640525        1.25268     0.01350412
            150     0.47283374   0.0066433432     0.38182376   0.0052457723     0.60035695   0.0089115006
            200     0.47283374   0.0066433432     0.38182376   0.0052457723     0.60035695   0.0089115006
