#       pt_lep1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.4397576    0.050809804      1.9519544    0.038439555      3.2954235    0.079854659
              5      26.213678     0.16394369      21.160985     0.12636351      34.583827     0.25024022
             10      82.005266     0.28288605       66.23014     0.22035075      107.40464     0.42459824
             15      162.74167     0.39225194      131.51174     0.30585755      211.79594      0.5793579
             20      261.68133     0.49215172      211.46123     0.38431455      339.84962     0.71965178
             25      376.66151     0.58345246      304.42413     0.45571248      487.94026     0.84857543
             30      518.48103     0.68324553      419.05578     0.53371347      670.53816     0.98748278
             35      734.53169     0.79748984       594.3513     0.62516957      947.98996      1.1616671
             40      988.61338     0.90827856      799.93144     0.71032871      1272.3421      1.3142578
             45      794.59785     0.80710388      642.40239     0.63778644      1015.6726      1.1411536
             50      585.78184     0.69148324        473.306     0.54664597      745.56655     0.95294287
             55      434.54046     0.59646469      351.36054       0.476045      550.91897     0.82091033
             60      328.20903      0.5207203      265.31169     0.41442363      415.43752     0.70689882
             65      252.13667     0.46030716      203.92056     0.36816416      318.56811     0.62827796
             70      197.76041     0.40987965      159.99646     0.32707872      249.54577     0.55340765
             75      156.05266     0.35948738      126.23792     0.28793963      196.85537     0.48321865
             80       124.6579     0.32118843      100.95237     0.25734221      156.93127     0.43050344
             85      101.68753     0.28946905      82.342569     0.23152587      128.00579     0.38513944
             90      83.094434     0.26285014      67.289668     0.21050322      104.54908      0.3501848
             95       68.36715     0.23751275      55.395698      0.1907466      85.936494     0.31680664
            100        56.6313     0.21928266      45.859361     0.17534511      71.238797     0.29042626
            105      47.150031     0.19973306      38.224168     0.16016051      59.167613     0.26547719
            110      39.804943     0.18361039      32.196038     0.14673801      50.053162     0.24613626
            115      33.429923     0.16612125      27.040681     0.13788556      42.011285     0.23375483
            120      28.594632     0.15442312      23.103714      0.1232022      35.954799     0.20655078
            125      24.552193     0.14324846      19.801569     0.11421579      30.944665     0.19183076
            130      20.905553     0.13246772      16.809405     0.10504377      26.437072      0.1771602
            135      18.100508     0.12612096      14.588151     0.10016673       22.81558     0.17200979
            140      15.775288     0.11416115      12.702577    0.091279769      19.893074     0.15449323
            145      13.730218      0.1192824      11.013022     0.09232451      17.398463     0.16512775
            150      12.121117      0.1032333      9.7354674    0.083060222      15.326217     0.14487348
            155      10.408255    0.092795623       8.332883    0.073420754      13.212593     0.12416791
            160      9.1919961    0.087311425      7.3851241    0.069483972      11.610604     0.11876973
            165      7.9152275    0.081283633      6.3228595    0.064047197      10.068955     0.10911608
            170      7.0939347     0.07907698      5.6828982     0.06197791      8.9870668     0.10764471
            175      6.2541943     0.07309225      4.9969107    0.057531235      7.9491694    0.098785461
            180      5.5971264    0.070885122      4.4875456    0.058724047       7.072731     0.10752148
            185      5.0169492    0.064887441      4.0305058    0.051914979      6.3313777    0.089164282
            190      4.4867699    0.062889712      3.5964453    0.050730803      5.6740798    0.091009954
            195      3.9833261     0.05734585      3.1880983    0.045188122      5.0483043    0.077026384
            200      3.6479451    0.055255531      2.9130686    0.043552309      4.6328779    0.074844102
            205       3.174405    0.052362336      2.5357789    0.041063694      4.0325116    0.071628844
            210      2.9702619    0.052228523      2.4073534    0.056057392      3.6891273     0.11436031
            215      2.5940458    0.047332884      2.0716788    0.036961865      3.2935261    0.064911339
            220      2.3269381    0.044722806      1.8475885    0.034787146      2.9756881    0.060854767
            225      2.0870162    0.041768346      1.6625444     0.03271048      2.6565224    0.057364246
            230      1.9687936    0.041851651      1.5600497    0.032375499      2.5249529    0.057610055
            235      1.7539696    0.038081111      1.3917289    0.029860985      2.2414775    0.050986137
            240      1.6088517    0.037292424       1.272674    0.028995254      2.0653546    0.050671957
            245      1.4944623    0.036329855      1.1896223    0.028208074      1.9017446    0.050328471
            250      1.2800232    0.032968643      1.0217341    0.025809355      1.6226233    0.045060498
            255      1.2252258    0.032810037     0.98206523    0.025714029      1.5444521    0.046011672
            260      1.1193831    0.030718875     0.88987571    0.024221472      1.4267159    0.043967589
            265      1.0233803    0.029842576     0.81468577    0.023035223       1.300987    0.041215685
            270     0.97557105     0.03245298      0.7702927    0.024758868      1.2544453    0.045628102
            275     0.84944948    0.030245763     0.66898694    0.022725243      1.0947083    0.043190599
            280     0.80959681    0.025862422     0.64540191    0.020590523      1.0258393    0.035596982
            285     0.72213996    0.025329613     0.57310645    0.019572921     0.92126062    0.035305454
            290     0.64452021    0.031346893      0.5151109    0.026383166     0.81354274    0.038183408
            295     0.58850982    0.022365196     0.46415857    0.017313202     0.75853369    0.030528018
            300     0.56247885    0.022029621     0.44374859    0.017088542     0.72358234    0.030350639
            305     0.51910181     0.02087803     0.41093561    0.016269972     0.66520496    0.028237588
            310     0.45716588    0.020003269     0.36564828    0.015636339     0.57581766    0.027217488
            315      0.4033071    0.018511296     0.33994689    0.023586131     0.46605365    0.053979803
            320     0.43668106    0.019601429     0.35139425    0.015405621     0.54697073    0.028686207
            325     0.34737214     0.01719794     0.27863342    0.013483253     0.43643801    0.023576059
            330     0.32298388    0.016658119     0.25608532    0.012852509      0.4107638    0.023128043
            335      0.3384438     0.01737112     0.26806106    0.013298536     0.43215854    0.024165852
            340     0.30794281    0.016348201     0.24067978    0.012427055     0.40077205     0.02296269
            345     0.28467994    0.024997715     0.23115449    0.020175372      0.3477765    0.045399065
            350       0.258451    0.014893085     0.20668124    0.011649495     0.32523527    0.020299345
            355     0.25085063    0.014455818     0.19832889    0.011195377      0.3215164    0.019742517
            360     0.22371502    0.014100822     0.17935589    0.010953199     0.28121852    0.019654871
            365     0.22998155    0.013876803     0.18026742    0.010720926     0.29762414    0.018975018
            370     0.19163726    0.012772643     0.15081132   0.0097983378     0.24687583    0.017656418
            375     0.17302157     0.01194672     0.13776479   0.0094526353     0.21858381    0.016259411
            380     0.18212888    0.012689005     0.14266751   0.0096790744     0.23593896     0.01764027
            385     0.16185734     0.01202702     0.12782492   0.0091811286       0.207394    0.016794119
            390     0.13835815      0.0109748      0.1110815   0.0085831089     0.17318055    0.015414819
            395     0.16893962    0.012012353     0.13231949    0.009273488     0.21841702    0.016559128
            400     0.12761978    0.010380049    0.099770768   0.0079889762     0.16555687     0.01407476
            405     0.14046417    0.010938191     0.11489314   0.0093288852      0.1713237    0.015954509
            410     0.12364799    0.010447975    0.098151376   0.0080024137     0.15691429    0.014629238
            415     0.11691144   0.0098601476     0.09110072    0.007482426     0.15214778      0.0137345
            420     0.10141301   0.0094225498    0.080699941    0.007187874     0.12805778    0.013473169
            425    0.099697578   0.0090739949    0.078052323   0.0069984622     0.12894089    0.012336746
            430    0.093102637   0.0093314317    0.073548464   0.0070759011     0.11862041    0.012930028
            435    0.084991475   0.0084914285    0.069126909   0.0067658387      0.1039272    0.011464818
            440    0.077334586    0.007919893    0.060431555   0.0061149944     0.10032681    0.010738994
            445    0.086044015   0.0086923555    0.069842264    0.006713888     0.10548587    0.012686923
            450    0.083027657   0.0085533421    0.066174425   0.0067026874     0.10431416    0.012130587
            455    0.061648464   0.0073085047    0.048349467    0.005554798    0.079699665    0.010291222
            460    0.067991554    0.007510856    0.053132205   0.0058483494    0.088534193    0.010083684
            465    0.059168543   0.0070015891     0.04620061   0.0053529118    0.076853406   0.0096390153
            470    0.053015295   0.0067418371     0.04208927   0.0052171975    0.067061285   0.0091754424
            475    0.061255117   0.0071003441    0.048583346   0.0055625987    0.077651339    0.009540085
            480     0.04440996   0.0062201661    0.034298957    0.004663668    0.058626988   0.0087201063
            485    0.048793818   0.0065413443    0.038060177   0.0050492764    0.063573929   0.0089578649
            490     0.05206685    0.006405884    0.040431417   0.0049727283    0.068063203   0.0085808218
            495    0.045019527   0.0063052619    0.034935925   0.0048179143    0.058931968   0.0086426146
            500    0.045019527   0.0063052619    0.034935925   0.0048179143    0.058931968   0.0086426146
