#  total-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2259.2125      3.1066881      1772.1388       2.402789      2934.5133      4.3988533
              1      2259.2125      3.1066881      1772.1388       2.402789      2934.5133      4.3988533
