# total-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      32938.546       6.441981      26616.649      4.7622919      42178.103      10.911842
              1      32938.546       6.441981      26616.649      4.7622919      42178.103      10.911842
