# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ250
              0      123.27311     0.88131518      95.159414     0.68585786      185.33672      1.6905221
              1      448.04331      1.6726991      347.00611      1.3030412      652.07611      2.9344432
              2      637.72101      1.9496951      509.27334      1.5707911      862.55068      3.1147101
              3      730.39392      2.0326617      599.33774      1.6812383      964.41688      3.1260919
              4      761.36283      2.0281735      628.20148      1.5681416      992.90019      3.0702685
              5       764.0055      1.9921017      625.08812      1.5396977      992.08567      2.9903357
              6      747.65129      1.9414436      608.38279      1.4962211      967.80795      2.8720968
              7      733.28758      1.8964299      593.59157      1.4632534       948.5462       2.786163
              8      707.19669      1.8418914       570.8474       1.421803      913.09476      2.6863157
              9      679.95679      1.7919988      547.48782      1.3819624      877.25422      2.5904713
             10      655.46162      1.7460138      527.04379      1.3468231      844.18161      2.5064835
             11      633.56868      1.7038718       508.6043      1.3236834      815.60916      2.4610022
             12      608.64329      1.6581934      487.68173      1.2920425      783.78019      2.3908286
             13      583.69957      1.6186201       467.2633      1.2520903      751.06197       2.294487
             14      561.03976      1.5822151      448.88461      1.2350918      721.32286      2.2660598
             15      543.13003      1.5490016       434.1648      1.2026306      698.13893      2.1868276
             16      521.32393      1.5116547      416.19127      1.1753061      670.54598      2.1273861
             17       503.6516      1.4830853      401.89079      1.1498718      647.47598      2.0752669
             18       485.6049      1.4519287      387.50687      1.1376918       623.7382      2.0499058
             19      467.56779      1.4207699      373.01285      1.1103168      600.25617      1.9960915
             20      452.06847      1.3931003      360.30021      1.0860535       580.7578      1.9395416
             21      437.03956      1.3659415      347.93498      1.0626278      561.96405      1.8919531
             22      422.65003      1.3470551      336.66617      1.0524847      542.61448      1.8804986
             23      408.04522      1.3169469      324.76645      1.0258437      524.29885      1.8221872
             24      394.27162      1.2931049      313.64742      1.0068116      506.68799      1.7815181
             25      380.66256      1.2665706      302.93656      0.9884305      488.76951      1.7470485
             26      368.11901      1.2469404      292.62253     0.97089978      473.28216      1.7159859
             27      355.18163      1.2217208      282.47021     0.95653572      456.21097      1.6875062
             28      345.01866      1.2028985      274.33042     0.94087771      443.05251      1.6596311
             29      333.81404      1.1826654      265.34761     0.92432348      428.68435      1.6255233
             30      323.67149      1.1638311      257.50704     0.91149895      415.03438      1.6034864
             31      314.01558      1.1457809      249.76963     0.89683349      402.67437      1.5747143
             32      303.51588      1.1232643      241.23456     0.87902373       389.5178      1.5361094
             33      294.16158      1.1057744      233.69946     0.86593266      377.68667      1.5105729
             34       285.1213      1.1040391       226.8433     0.87079749      365.19411      1.5351447
             35      276.61598      1.0714472      219.88259     0.83965579      354.71898      1.4669723
             36      267.21875       1.051736      212.33415      0.8229069      342.81063      1.4328025
             37       259.1846      1.0363776      205.99161     0.81100136       332.3169      1.4109875
             38      250.61941      1.0173779      199.40248     0.79939494      320.79188      1.3919357
             39       244.2363      1.0042558      194.25917     0.78653879      312.70177      1.3645052
             40      236.09537     0.98560688      187.73136     0.77455664      302.38601      1.3431004
             41       229.5814     0.97160263      182.39629     0.76511118      294.34411      1.3294784
             42      222.10993     0.95892317      176.57944     0.75111328      284.44616      1.3020495
             43      215.92123     0.94120272      171.74348      0.7394099      276.31008      1.2808867
             44      208.38374     0.92534552      165.68727     0.72927341      266.78549      1.2617796
             45      203.41746     0.91453704      161.49576     0.71820519      260.99428      1.2427717
             46      195.53545     0.89588209      155.40336     0.70287812      250.43506      1.2142237
             47       189.5854     0.88131339      150.76707     0.69201291      242.58645      1.1943284
             48      183.23538     0.86644363      145.58576     0.68103064       234.7695      1.1735981
             49      179.70935     0.85697815      142.87904     0.67363453      230.00254      1.1586986
             50      179.70935     0.85697815      142.87904     0.67363453      230.00254      1.1586986
