#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5        346.149      4.1796891      278.86283      3.2301151      451.65589      6.0444795
           -4.9      398.71174      4.4599564      321.53422      3.4535977      520.67451      6.4377149
           -4.8      464.78756      4.8392823      375.51994       3.759844      604.07731      7.0339573
           -4.7      532.08993      5.1476371      430.00256      3.9834766      691.52923      7.4087583
           -4.6      627.29402       5.668148      506.76697      4.3923406      813.93287      8.1796925
           -4.5      719.78279      5.9246994      581.82342      4.6082894      934.47286        8.53859
           -4.4      810.58379      6.2895826      653.89552      4.8815399      1054.2581      9.0304717
           -4.3      921.66348      6.7127003      745.36165      5.2362583      1192.5663      9.6843709
           -4.2      1020.2394      7.0307997      824.52084      5.4587868      1321.5284        10.0931
           -4.1      1142.4582      7.6750644      924.34012      5.9748073       1475.823       11.19586
             -4      1263.7762      7.7817682      1022.1596      6.0723421      1633.8161      11.113074
           -3.9      1403.8504      8.4074311      1134.8021      6.5108938      1812.2454      11.970409
           -3.8      1541.0709      8.5273103      1245.2225      6.6495756      1991.5579      12.126336
           -3.7      1682.5767      8.9174566      1361.0804      6.9630039      2169.4295      12.630074
           -3.6      1795.0222      9.2396966      1452.7147      7.2026068      2309.6556      13.132069
           -3.5      1937.4196      9.7727063      1570.7492      7.6694309      2484.2098      13.875735
           -3.4      2115.5789      10.092465      1713.2973      7.9100845      2717.6454      14.248319
           -3.3      2276.6171      10.274769      1841.1486      8.0532948      2926.9763      14.578216
           -3.2      2428.0669      10.731165      1965.4482      8.4419955      3117.0238      15.205384
           -3.1      2605.5499      10.945765       2108.734      8.5936835      3344.7129      15.470126
             -3      2740.3884      11.195271      2218.6336       8.826817      3512.6687       15.90677
           -2.9      2900.1476      11.517445      2347.6761      9.0616693       3718.648      16.253446
           -2.8       3080.122      11.828472      2494.7352      9.3913538      3942.0448      16.964938
           -2.7      3215.1572      12.066861      2601.7145      9.4678534      4120.1322      16.898672
           -2.6      3405.7906      12.368786      2755.6201      9.7530613      4362.9126      17.318638
           -2.5      3566.5022      12.612649      2885.3727      10.029537      4567.4728      17.814322
           -2.4      3694.5644      12.845441      2989.1397      10.166521      4729.3941      18.174944
           -2.3      3886.9535      13.189079      3145.9749      10.399093      4969.4435      18.417085
           -2.2      4014.4451       13.37475      3251.0126      10.590127      5126.2878      18.776934
           -2.1      4175.7172       13.59543      3376.1541      10.707884      5344.2402      18.878615
             -2      4290.5843      13.755931      3474.1931      10.894817      5475.6673      19.285545
           -1.9      4473.2734      14.011698      3618.6376      11.064333      5717.2417      19.469723
           -1.8      4582.8808      14.161969      3708.8195       11.33241      5849.8018      20.191248
           -1.7      4686.6659      14.402924      3790.8062      11.366043      5984.2758      19.983196
           -1.6      4852.9749       14.56318      3926.5614      11.768048      6194.2609      20.896992
           -1.5      4938.2284      14.705564      3996.1145      11.629739       6300.298       20.35227
           -1.4       5015.444      14.802041       4056.993      11.738058      6398.2245      20.562383
           -1.3        5162.78      14.977494      4177.3819      11.869538      6586.1702      20.857725
           -1.2      5262.2647      15.108396      4254.7307      11.933656      6717.8273      20.862224
           -1.1      5362.3231      15.219325      4337.1443      12.067733       6839.471      21.162145
             -1      5432.9343        15.9309      4394.5894      12.616531      6926.8083      22.050712
           -0.9      5492.6192      15.390825      4438.3264       12.17414      7012.6023      21.233656
           -0.8      5553.1506      15.567106      4492.7602      12.331099      7077.0672      21.560897
           -0.7      5607.4982      15.522028      4536.7848      12.396717      7145.9208      21.666368
           -0.6      5672.9294      15.611245      4590.0154      12.406452      7229.6492      21.722656
           -0.5      5701.8122      15.670195       4615.393       12.53445      7259.3631      22.006992
           -0.4      5749.8404      15.707262      4649.7561      12.484741      7330.0883      21.800119
           -0.3      5755.8041      15.707201       4656.843      12.529353      7330.4004      21.939062
           -0.2       5762.612      15.750742      4660.5667      12.481412        7341.16      21.752008
           -0.1      5795.4682      15.753312      4690.4878      12.571166      7380.9047      22.037505
              0      5797.2112      15.784417      4685.9551      12.556551      7392.5399      21.935084
            0.1      5789.2611      15.788734      4682.3724      12.530063      7379.3824      21.893784
            0.2      5806.7383      15.780025      4694.7579      12.551025       7406.216      21.918208
            0.3       5772.544       15.74786      4669.4851      12.516544      7355.2855      21.891651
            0.4      5712.6519      15.693928      4620.8591      12.537005      7280.0367      21.999095
            0.5      5661.4163      15.644051      4578.1795       12.38458      7219.3786      21.662259
            0.6      5612.2458      15.546157      4536.0331      12.307964      7160.7672      21.534821
            0.7       5550.935      15.473762      4494.3088      12.707249      7068.4043      22.625249
            0.8      5528.3067      15.497312      4465.1261      12.240757      7064.4681      21.449074
            0.9       5428.521      15.322205      4391.1559      12.153564      6920.2542      21.278472
              1      5356.9587      15.220325      4331.1209      12.050727      6838.1083       21.11654
            1.1      5267.5465      15.111666      4262.3056      12.018829      6716.0504      21.223103
            1.2      5137.2145      14.946748      4154.2565      11.819159      6560.0022       20.77442
            1.3      5038.0496      14.869776      4075.2732      11.761396      6430.5764      20.753563
            1.4      4926.1422       14.68037      3984.9103      11.643597       6287.042      20.535982
            1.5      4847.7401      14.595734      3918.2994       11.53256      6196.9046      20.385236
            1.6      4681.9346      14.331608      3783.5037      11.319376      5986.8911      20.002902
            1.7      4560.1268      14.201327      3691.5682      11.219267      5817.8875       19.89917
            1.8      4440.8231       14.04064       3597.129      11.117764       5660.291      19.756192
            1.9      4295.0001      13.845651      3475.9151      10.935635      5487.1045       19.48987
              2      4152.1798      13.820942       3357.795      10.875974      5313.3008      19.495517
            2.1      4004.1943      13.368549      3240.3087      10.534147      5115.8142       18.80921
            2.2      3896.8282      13.275723      3150.3734      10.442167      4989.7253      18.676345
            2.3      3707.3116      12.970693      3000.8806      10.217341      4743.0141      18.290938
            2.4      3540.0525      12.666731      2865.0953      9.9621917      4527.6035      17.972775
            2.5      3386.5843      12.434207      2739.6017      9.7484002       4338.968      17.535257
            2.6      3212.9805       12.12448      2599.8937      9.5068959      4116.0333      17.169106
            2.7      3067.0975      11.953196      2483.7466      9.3753776      3928.1071      16.926592
            2.8      2916.6665      11.601985      2358.4625      9.0978385      3743.9368      16.498905
            2.9      2746.8902       11.34463       2224.374      8.8744238      3520.3301      16.126404
