#         pt_j1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      580.00341     0.79740495      474.93693     0.65532757      776.45379      1.2716928
              5      771.56022      0.8432686       630.1491       0.654223      987.97803      1.2357958
             10      662.12379     0.75378231       535.5464     0.58875132      843.98205       1.067988
             15      565.79602     0.68624302      456.03217     0.54367144      720.08958      0.9668181
             20      489.03818     0.63171868      393.33156     0.49773424      622.15744     0.86878427
             25      423.50997     0.59153378      340.28546      0.4674268      538.45092     0.80906313
             30      366.93855     0.54412906       294.7222     0.43032615      466.12344     0.73881296
             35      318.96402     0.50684067      256.04581     0.40193907      405.17913     0.68691741
             40      279.19174     0.47434358      224.07162     0.37560231       354.5399     0.63835176
             45      242.14864     0.44186949      194.38229     0.35394867      307.26748     0.60330529
             50      212.21525     0.41328858      170.22113     0.32795368       269.4911      0.5539984
             55      184.59437     0.38545135      147.97199     0.30620808      234.53207     0.51739029
             60      162.00108     0.36244689      129.87026     0.28993365      205.77441     0.49304679
             65      141.34592     0.33786859      113.36057     0.26903045      179.39981     0.45476866
             70      124.61222     0.31767491      100.01808     0.25784217      157.96889     0.44057723
             75      109.41428     0.29983481      87.735412      0.2383081      138.87437     0.40256539
             80      96.760313     0.28041113      77.537554     0.22333598      122.91997      0.3765141
             85      85.559221     0.26409427      68.582976     0.21008882      108.64725     0.35351483
             90      75.474599     0.25075102      60.454741     0.19876752      95.925582     0.33402609
             95       67.58461      0.2356582      54.123579     0.18736858       85.87443     0.31593846
            100       59.94585     0.22122841      47.918301     0.17486431      76.201649     0.29733703
            105      53.420322     0.21010052      42.646255     0.16566855      67.993311     0.28307261
            110      47.538368      0.1981319        37.8941     0.15630329      60.617854     0.26823525
            115      42.518712     0.18666022       33.81281      0.1470971      54.368489     0.25323049
            120      38.658766     0.17902545      30.729447     0.14068829       49.44751     0.24318998
            125      34.477084     0.16993138      27.359503     0.13802718      44.185653     0.24359152
            130      30.603868     0.15868597       24.27776     0.12452262      39.223261      0.2155912
            135       28.13373      0.1543592       22.27206     0.12076526      36.157135     0.21188203
            140      25.540777      0.1450365      20.192185     0.11392367      32.881418     0.19940477
            145       23.08459     0.14888023      18.215144     0.11659415      29.776005     0.21170047
            150      20.698686     0.13128458      16.349986     0.10308459      26.650358     0.18175652
            155       18.82526     0.12519568      14.834509    0.097419333      24.313148     0.17129867
