#   total-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      7590.0898      5.1493441      6064.5898      4.0759924      9658.4733      7.1486569
              1      7590.0898      5.1493441      6064.5898      4.0759924      9658.4733      7.1486569
