# total-CMS-1bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      2676.9968      3.2838175      2194.9831      2.6501625      3335.6671      4.4182228
              1      2676.9968      3.2838175      2194.9831      2.6501625      3335.6671      4.4182228
