#        pt_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      568.98902     0.79312587      464.78355       0.652685      766.06418      1.2719897
              5      792.26996     0.85455011      646.44745     0.66246163      1018.8167      1.2557705
             10      690.21592     0.76901679      557.65325     0.60097243       882.1678      1.0970606
             15      591.56816     0.70170754      476.16302     0.55069691      754.55806     0.97992861
             20      509.76546     0.64526617      409.41708     0.50729401      649.85728     0.88801261
             25      439.71446     0.59625162      352.88049     0.47435983      560.05076     0.82640781
             30       382.0683     0.56295079      306.55141     0.44542498      485.99609     0.76779319
             35      331.74646     0.51709763      266.12786     0.40896115      421.69224     0.69990135
             40      288.64536     0.48182403      231.47751     0.38181024      366.78036     0.64997251
             45      250.43816     0.44945596      200.82098     0.35702151      318.13335     0.60689886
             50       218.6294     0.42341589      175.32987     0.33549732       277.5619     0.56918512
             55      190.08167     0.39223181      152.48328     0.31234827      241.14628     0.52785638
             60      165.81275     0.36565838      133.01503     0.29100801      210.31066     0.49160022
             65       144.5038     0.34368303      115.97805     0.27356654      183.12128     0.46008148
             70      125.75469      0.3196336       101.0188     0.25859201      159.16144     0.43883968
             75      109.82428     0.30319081      88.203519     0.24244677      139.01412     0.41115262
             80      96.642543     0.28104395      77.591561     0.22362782      122.37348     0.37523206
             85       84.77542      0.2717319      68.025658     0.21491816      107.43572     0.36546979
             90      74.718339     0.24665328      60.102223     0.19883273      94.353688     0.33622733
             95      65.902894      0.2323051      52.840805     0.18444849      83.448076     0.31189593
            100      57.762684     0.21755165      46.266111     0.17272963        73.1988     0.29303692
            105      50.854008      0.2038231      40.745478     0.16203532      64.401707     0.27531126
            110      45.311509     0.19587711      36.229056     0.15439798      57.510986     0.26526315
            115      39.979449     0.18234877       31.90885     0.14356848      50.840043     0.24561819
            120      35.916154     0.17323597       28.66797     0.13663684      45.653862     0.23509716
            125      32.021495     0.16301815      25.516365     0.12788958      40.787443     0.21988905
            130      28.390234     0.15417531      22.626901      0.1227479       36.13433     0.21351517
            135      25.573455     0.14663289      20.380305     0.11555348      32.556647     0.20031585
            140      22.386611     0.13666312       17.87531     0.11384061      28.407638       0.200398
            145      20.586465     0.13261362      16.353891     0.10356642      26.298515     0.18047636
            150      18.247079     0.12547968      14.510017    0.098408141      23.265088     0.17187359
            155       16.37147     0.11998956       13.01855    0.093855999      20.867577      0.1661392
            160      14.739834     0.11181672        11.7395    0.088968981      18.742974      0.1570238
            165      13.364868     0.10661887      10.607745    0.083506251      17.072123     0.14758521
            170      12.045814     0.10192124      9.5506736    0.079570033      15.408576     0.13965531
            175      11.184674    0.096838371      8.8638755    0.075734375      14.306575     0.13240846
            180      9.8124741    0.091657471      7.7723168    0.071591847      12.556079     0.12684942
            185      8.8448171    0.086680755      6.9989964     0.06738456      11.325706     0.11892207
            190      8.1380122    0.083322864      6.4236681     0.06480673      10.458406     0.11541921
            195      7.4884214    0.081153005      5.9348535    0.063416112      9.5693733     0.11258023
            200      6.8857547    0.076904501      5.4699821    0.060408299       8.768268     0.10810657
            205      6.2885801     0.07300759       4.992361    0.059179167      8.0129457      0.1095413
            210      5.6886139    0.070753326       4.537568    0.066815794      7.1967657     0.13245759
            215      5.1211172    0.068037666      4.0641845    0.052833774      6.5234826    0.095438663
            220      4.7007816    0.063914423      3.7154953      0.0494411      6.0225937    0.088321245
            225      4.4772478    0.062561325      3.5287103    0.048094315      5.7563378    0.086315547
            230      4.0216219    0.058837666      3.1681774    0.045670204      5.1740746    0.081774541
            235      3.6894559    0.078001774      2.9068863    0.056855966      4.7443823     0.11312865
            240      3.3710611    0.053695401      2.6613269    0.041489063      4.3223089    0.074975517
            245      3.1036363    0.051280693      2.4421201    0.039582403        3.99755    0.070243943
            250      2.9005748    0.053630954      2.2840081    0.040694793       3.729852    0.076687111
            255      2.7166265    0.049979183      2.1461871    0.038428192      3.4785811    0.071195276
            260      2.4613806    0.046115623      1.9429961    0.035646812      3.1524602    0.064449064
            265      2.2699032    0.044420065      1.7953384    0.034593126      2.9009158    0.061767901
            270      2.1152867    0.042698986      1.6592306     0.03265845      2.7335471    0.059349729
            275      1.9970888    0.042683683      1.5801849    0.032809089      2.5491512    0.059901757
            280      1.8630097    0.040502797      1.4735939    0.031269407      2.3781968    0.056641507
            285      1.7221239    0.038706196      1.3645624    0.030410902      2.1932848    0.056095218
            290      1.5236801    0.036325168      1.2008845    0.027872526      1.9534915    0.050532507
            295      1.4333313    0.035401076      1.1238117    0.027060559      1.8518947    0.049263825
            300       1.406925    0.035035165      1.1089867    0.026892197      1.8047501    0.049343957
            305      1.2135174    0.032780489     0.96853675    0.025506911      1.5280716    0.046860938
            310      1.1846906    0.032559086     0.92929712    0.024812342      1.5289965    0.045524935
            315      1.1083524    0.031217249     0.86257844    0.023684088       1.446064    0.043751497
            320      1.0905334    0.034686495     0.86022973    0.026273463      1.3956428    0.050268664
            325      0.8899597    0.028334705     0.70122679    0.021546416       1.141058    0.040666854
            330     0.93888919    0.028345988     0.74184611    0.021705492      1.1993843    0.040216359
            335     0.87783279    0.027866586     0.69205217      0.0214906      1.1237391    0.038960118
            340     0.75334411    0.025747808     0.59512827    0.019571853     0.96085143    0.036527314
            345     0.78273862    0.025402758      0.6177104    0.020213083     0.99977475    0.036029689
            350     0.67687594      0.0244109     0.53414088    0.018836524     0.86553251    0.034048951
            355     0.64913848    0.025529572     0.51138977    0.019230266     0.83061337    0.036692255
