#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      316.69419      3.9447628      256.99018      3.0936216       409.3342      5.6264418
           -4.9      376.32644      4.3050082      306.37655      3.3879311      484.31426      6.0925907
           -4.8      436.08325      4.6383724      354.58001      3.6362602      561.15219       6.590849
           -4.7      508.52714      5.0599801      415.21605      3.9952165      650.91812      7.2227511
           -4.6      588.96476       5.348342      477.98519      4.1821803      759.24741      7.5799959
           -4.5      684.41259      5.8290902      555.22294       4.559917      882.33689      8.2893516
           -4.4      794.99882      6.2280498      645.05878      4.8778623      1025.6769        8.86025
           -4.3      889.09754      7.8420979      721.18627      6.1361082      1145.8551       10.90842
           -4.2      992.80401      7.2364121      806.15159      5.6346611      1275.5759      10.324591
           -4.1      1105.8637      7.6101476      895.88532      5.9123661      1426.0564      10.819244
             -4      1224.1426      7.6644977      991.28636      5.9762777      1577.9245      10.884575
           -3.9      1359.5561      8.1231973      1102.6671      6.3627954      1749.8016      11.456972
           -3.8      1518.2556      8.4825021      1231.4066      6.6526203      1952.4303      12.009911
           -3.7       1667.222      8.8677798      1351.0906      6.9384475      2143.3659      12.556576
           -3.6      1783.2818      9.1816055       1448.219      7.2151352      2283.9875      13.087974
           -3.5      1947.4865      9.5905072      1577.9759      7.5184077      2500.0032       13.54818
           -3.4      2096.8228      9.8980386      1697.3108      7.7346986      2694.6402       13.94087
           -3.3      2271.7557      10.287547      1840.3178      8.0739754      2914.8493      14.522712
           -3.2      2417.2719      10.602235      1959.5586      8.3177979      3099.4082      14.995056
           -3.1      2583.9847      10.973722      2093.0474       8.727896      3309.4957      15.857854
             -3      2759.3976      11.310332      2234.3704      8.8608424      3538.3646      15.888777
           -2.9      2929.0118      11.619614      2371.7376      9.1195461       3751.569      16.323996
           -2.8      3075.1461      11.829306      2492.3616      9.4755783      3936.7454      17.204516
           -2.7      3240.4805      12.116279      2623.1896      9.5417283      4149.7269       17.00629
           -2.6       3415.756      12.446382      2765.1183      9.7955348      4371.5456      17.434448
           -2.5       3581.471      12.714948      2900.6121      10.121624      4582.0375      18.126899
           -2.4      3724.4359      12.922431       3013.465      10.167616      4766.5497      18.069469
           -2.3      3894.2535      13.188081      3150.9291      10.426696      4982.7164      18.602898
           -2.2      4034.4225      13.398367      3266.3995      10.603928      5153.4257      18.884202
           -2.1      4196.5117      13.604564      3393.8734      10.724253      5372.1775       18.97092
             -2      4327.7985       13.90504       3499.598       10.97089       5538.329      19.480963
           -1.9      4469.5505      14.154198      3613.7774      11.182858      5715.6119      19.696476
           -1.8      4616.3539        14.2069      3736.3179      11.718392      5891.9817       21.03734
           -1.7      4736.4022      14.419042      3831.5487      11.637876      6048.0524      20.745562
           -1.6      4864.0691      14.626601      3929.7671       11.53337        6222.52      20.270878
           -1.5      4959.3997       14.72166      4007.1548      11.619867      6338.8951       20.45672
           -1.4      5070.4866      14.857606      4100.5053      11.761039      6474.2728      20.665018
           -1.3        5186.21      14.979194       4191.613      11.835676      6628.4531      20.770781
